Schicht_ID;Datum;Schichtart;Schichtleiter_ID;Mitarbeiteranzahl;Überstunden
5321;11.03.2023;Früh;579;22;3
2213;29.04.2021;Früh;1216;21;2,2
7857;17.09.2024;Spät;1347;34;4,1
8180;27.11.2024;Früh;455;23;2,6
1550;05.12.2020;Spät;589;29;3,5
3037;27.10.2021;Spät;632;27;3,9
2146;15.04.2021;Nacht;77;24;2,8
1744;16.01.2021;Früh;788;32;1,4
7614;26.07.2024;Früh;575;29;2,9
6469;18.11.2023;Nacht;1457;11;5,4
9486;09.09.2025;Spät;208;31;2,2
6776;24.01.2024;Früh;534;28;1,7
4548;23.09.2022;Spät;786;17;2,6
5033;07.01.2023;Spät;1050;19;1,2
2315;22.05.2021;Nacht;188;25;6
2945;07.10.2021;Nacht;821;11;4,3
2169;20.04.2021;Spät;353;30;4,6
3081;05.11.2021;Spät;1126;29;3,9
9242;17.07.2025;Spät;59;30;1,9
9641;13.10.2025;Spät;999;25;2,5
8997;25.05.2025;Früh;841;39;1,4
3317;27.12.2021;Spät;1181;27;1,1
6642;26.12.2023;Nacht;36;26;4,6
1436;10.11.2020;Früh;971;28;1,1
648;21.05.2020;Spät;1371;33;4,3
4119;21.06.2022;Früh;646;20;2,5
2848;15.09.2021;Früh;1418;34;0,2
5619;16.05.2023;Spät;136;28;1,2
652;22.05.2020;Spät;164;18;2
1386;30.10.2020;Früh;556;27;0,3
810;26.06.2020;Früh;1454;22;2,7
5263;27.02.2023;Spät;301;26;4,1
8538;13.02.2025;Nacht;66;27;4,2
9985;27.12.2025;Nacht;453;17;3,8
1258;02.10.2020;Spät;276;18;4,5
8949;14.05.2025;Früh;147;36;2,8
6859;11.02.2024;Nacht;193;22;4,2
3008;20.10.2021;Früh;1334;35;1,8
9896;08.12.2025;Früh;107;37;2,7
663;25.05.2020;Spät;775;33;1,8
664;25.05.2020;Früh;1048;23;2,4
4244;18.07.2022;Spät;844;30;2,1
9131;23.06.2025;Früh;340;24;1,3
1825;03.02.2021;Spät;518;34;1,9
9134;24.06.2025;Früh;1482;26;1,9
9901;09.12.2025;Früh;20;22;0,2
8874;28.04.2025;Früh;899;31;0,9
5571;05.05.2023;Nacht;1495;16;7,7
7873;20.09.2024;Nacht;388;16;5,7
3073;04.11.2021;Früh;1257;32;2,4
9235;16.07.2025;Spät;637;17;1,4
8570;20.02.2025;Früh;177;23;2,8
8314;26.12.2024;Spät;287;20;3,2
5580;07.05.2023;Spät;585;21;2,1
6868;13.02.2024;Früh;1295;39;0
2721;19.08.2021;Nacht;1462;28;6,6
4165;01.07.2022;Spät;460;28;2,6
681;29.05.2020;Nacht;1191;22;3,5
3479;01.02.2022;Spät;74;20;3,3
5766;17.06.2023;Spät;270;34;2,3
6050;18.08.2023;Nacht;1120;19;2,1
5518;23.04.2023;Nacht;252;16;7,4
7725;19.08.2024;Nacht;1133;21;3,9
4943;18.12.2022;Nacht;103;24;3,5
4640;13.10.2022;Nacht;1119;28;5,3
8595;26.02.2025;Spät;578;24;1,2
690;30.05.2020;Früh;1475;36;2
1981;09.03.2021;Früh;761;29;0,2
5585;08.05.2023;Spät;133;31;4,5
4490;10.09.2022;Spät;85;20;3,7
1045;16.08.2020;Nacht;28;26;4
8831;18.04.2025;Früh;691;38;2
7072;29.03.2024;Spät;424;30;1,5
9368;14.08.2025;Nacht;636;15;8
1659;29.12.2020;Früh;132;27;2,6
8296;22.12.2024;Nacht;468;15;4,1
989;04.08.2020;Früh;866;34;2,9
4529;19.09.2022;Spät;330;33;1,1
9279;26.07.2025;Früh;245;23;0,1
6720;12.01.2024;Früh;570;25;2,4
3529;12.02.2022;Nacht;291;28;3,5
3537;13.02.2022;Früh;1017;28;0,6
1095;27.08.2020;Früh;548;24;0,3
1882;16.02.2021;Nacht;1197;21;4,2
934;23.07.2020;Spät;1285;17;1,1
6466;17.11.2023;Früh;840;34;1,3
3746;31.03.2022;Früh;1317;31;1,9
2533;08.07.2021;Früh;1261;20;1,8
5250;24.02.2023;Spät;1466;26;2,5
3887;01.05.2022;Nacht;401;11;6,1
3408;16.01.2022;Nacht;1256;20;4
6721;12.01.2024;Nacht;1122;16;4,5
3906;05.05.2022;Spät;490;34;1,9
6164;12.09.2023;Früh;1453;30;0,4
4360;13.08.2022;Früh;1284;38;0,1
1582;12.12.2020;Früh;590;38;1,4
8125;15.11.2024;Früh;494;25;1,3
8327;29.12.2024;Früh;366;35;0,3
8340;01.01.2025;Nacht;840;14;3,2
6809;31.01.2024;Früh;631;20;2,2
7802;05.09.2024;Früh;480;29;2,8
4979;26.12.2022;Früh;578;33;1,1
5678;28.05.2023;Früh;13;31;2,5
3987;23.05.2022;Früh;214;25;2,9
2390;07.06.2021;Spät;584;29;3
5507;21.04.2023;Spät;867;27;4,1
3516;09.02.2022;Nacht;529;11;3,2
3751;01.04.2022;Nacht;506;13;4,2
2554;13.07.2021;Nacht;631;15;4
6724;13.01.2024;Spät;134;23;4,4
7220;30.04.2024;Nacht;1440;19;6
3306;25.12.2021;Früh;1145;36;1,9
4874;03.12.2022;Früh;876;33;0,8
7409;11.06.2024;Früh;801;39;1,8
9708;28.10.2025;Spät;20;24;1,1
4736;03.11.2022;Früh;1498;28;1,1
1742;16.01.2021;Spät;1195;20;2,4
7052;25.03.2024;Spät;53;22;1,4
742;11.06.2020;Früh;804;24;0,1
6038;15.08.2023;Nacht;21;25;2,8
938;24.07.2020;Nacht;870;23;3
945;25.07.2020;Früh;1088;31;2,2
8855;24.04.2025;Spät;1461;19;2,7
1932;27.02.2021;Spät;469;21;2,5
5537;28.04.2023;Früh;20;37;0,3
2784;01.09.2021;Nacht;631;16;5,4
3230;08.12.2021;Früh;885;34;0,1
9198;08.07.2025;Nacht;853;26;4
7253;08.05.2024;Früh;1249;33;1,2
8936;11.05.2025;Spät;902;20;2
3967;19.05.2022;Früh;606;22;0,1
3761;03.04.2022;Früh;738;23;2,7
5147;01.02.2023;Spät;1086;33;3,9
4585;01.10.2022;Spät;535;27;1,6
1616;19.12.2020;Spät;1111;19;4,6
8264;15.12.2024;Früh;803;20;0,2
3615;02.03.2022;Früh;771;37;1,1
8850;23.04.2025;Früh;543;37;2,7
6917;24.02.2024;Früh;1130;32;0,6
2717;18.08.2021;Spät;823;27;1,5
6740;16.01.2024;Nacht;988;15;4,8
765;16.06.2020;Früh;472;22;0,7
2436;17.06.2021;Früh;351;23;2,8
9083;13.06.2025;Früh;361;31;2,8
1648;26.12.2020;Nacht;407;17;2,3
7170;19.04.2024;Früh;1362;29;0,5
1695;06.01.2021;Früh;962;33;0,5
4931;16.12.2022;Spät;1425;23;2,7
6178;15.09.2023;Früh;905;35;1,9
1393;01.11.2020;Früh;619;39;2,1
3885;01.05.2022;Nacht;462;24;6,4
775;18.06.2020;Nacht;1305;26;4,3
6792;28.01.2024;Früh;450;20;1,6
6983;09.03.2024;Nacht;839;21;6,5
4275;25.07.2022;Spät;665;19;3,1
9263;22.07.2025;Spät;265;31;3,9
6797;29.01.2024;Nacht;126;21;4,2
8678;16.03.2025;Spät;1403;16;2,3
782;20.06.2020;Spät;429;34;1,5
3449;25.01.2022;Spät;386;22;3,2
5958;29.07.2023;Früh;816;38;2,9
2252;08.05.2021;Nacht;861;19;2,9
8583;23.02.2025;Nacht;418;15;6,2
1805;30.01.2021;Früh;10;26;2,2
4584;01.10.2022;Nacht;968;23;5,8
7923;01.10.2024;Früh;504;37;2,9
8249;12.12.2024;Nacht;1404;10;3,2
3328;30.12.2021;Spät;538;32;3,2
6691;05.01.2024;Nacht;528;22;7,8
7193;24.04.2024;Spät;917;30;3,8
7600;23.07.2024;Früh;901;38;0,1
9762;08.11.2025;Früh;938;24;2,9
3215;05.12.2021;Früh;175;34;1,4
1414;05.11.2020;Früh;187;28;1
9995;29.12.2025;Früh;1267;29;1
2833;12.09.2021;Früh;153;31;0,1
1411;04.11.2020;Früh;174;32;1,8
