Kunden_ID;Kundenname;Land;Branche;Bonitaet
1108;Kunde_1108;Österreich;Medizintechnik;A
566;Kunde_566;Frankreich;Medizintechnik;A
567;Kunde_567;Frankreich;Elektronik;A
2859;Kunde_2859;Deutschland;Elektronik;C
935;Kunde_935;Tschechien;Luftfahrt;C
570;Kunde_570;Schweiz;Medizintechnik;B
1251;Kunde_1251;Schweiz;Maschinenbau;B
2483;Kunde_2483;Niederlande;Luftfahrt;B
2792;Kunde_2792;Deutschland;Medizintechnik;B
574;Kunde_574;Frankreich;Medizintechnik;A
1454;Kunde_1454;Italien;Maschinenbau;B
2956;Kunde_2956;Niederlande;Elektronik;C
2538;Kunde_2538;Österreich;Automotive;B
1727;Kunde_1727;Polen;Medizintechnik;A
980;Kunde_980;Österreich;Medizintechnik;A
2138;Kunde_2138;Tschechien;Maschinenbau;B
1391;Kunde_1391;Frankreich;Luftfahrt;B
1667;Kunde_1667;Tschechien;Luftfahrt;B
940;Kunde_940;Frankreich;Luftfahrt;C
1374;Kunde_1374;Frankreich;Medizintechnik;C
585;Kunde_585;Österreich;Maschinenbau;B
1044;Kunde_1044;Deutschland;Automotive;A
2315;Kunde_2315;Italien;Medizintechnik;B
2164;Kunde_2164;Polen;Maschinenbau;C
860;Kunde_860;Schweiz;Luftfahrt;C
1913;Kunde_1913;Frankreich;Elektronik;B
1791;Kunde_1791;Niederlande;Automotive;B
2265;Kunde_2265;Österreich;Elektronik;B
924;Kunde_924;Schweiz;Automotive;B
1468;Kunde_1468;Österreich;Elektronik;B
595;Kunde_595;Polen;Elektronik;B
968;Kunde_968;Österreich;Luftfahrt;A
1507;Kunde_1507;Tschechien;Automotive;A
1332;Kunde_1332;Österreich;Luftfahrt;A
2085;Kunde_2085;Deutschland;Elektronik;B
1629;Kunde_1629;Schweiz;Medizintechnik;A
1669;Kunde_1669;Schweiz;Automotive;A
1148;Kunde_1148;Frankreich;Medizintechnik;B
1172;Kunde_1172;Italien;Luftfahrt;B
604;Kunde_604;Österreich;Luftfahrt;A
1057;Kunde_1057;Tschechien;Automotive;B
2623;Kunde_2623;Polen;Automotive;B
1459;Kunde_1459;Österreich;Automotive;C
608;Kunde_608;Tschechien;Maschinenbau;B
1329;Kunde_1329;Österreich;Elektronik;A
1702;Kunde_1702;Österreich;Medizintechnik;B
1076;Kunde_1076;Niederlande;Medizintechnik;B
1617;Kunde_1617;Schweiz;Luftfahrt;B
2716;Kunde_2716;Schweiz;Medizintechnik;B
614;Kunde_614;Frankreich;Elektronik;C
2900;Kunde_2900;Österreich;Maschinenbau;B
1041;Kunde_1041;Niederlande;Automotive;B
617;Kunde_617;Deutschland;Medizintechnik;B
973;Kunde_973;Deutschland;Elektronik;B
619;Kunde_619;Schweiz;Medizintechnik;B
811;Kunde_811;Italien;Maschinenbau;C
2075;Kunde_2075;Schweiz;Maschinenbau;A
909;Kunde_909;Schweiz;Medizintechnik;C
2487;Kunde_2487;Österreich;Elektronik;B
624;Kunde_624;Frankreich;Automotive;A
625;Kunde_625;Niederlande;Medizintechnik;A
2307;Kunde_2307;Frankreich;Elektronik;A
1412;Kunde_1412;Frankreich;Medizintechnik;A
628;Kunde_628;Österreich;Maschinenbau;B
629;Kunde_629;Schweiz;Medizintechnik;B
1236;Kunde_1236;Polen;Medizintechnik;B
1880;Kunde_1880;Deutschland;Maschinenbau;A
1919;Kunde_1919;Italien;Automotive;A
2965;Kunde_2965;Österreich;Luftfahrt;A
966;Kunde_966;Deutschland;Medizintechnik;A
635;Kunde_635;Frankreich;Luftfahrt;B
2494;Kunde_2494;Polen;Automotive;B
956;Kunde_956;Italien;Luftfahrt;A
638;Kunde_638;Schweiz;Luftfahrt;B
1097;Kunde_1097;Frankreich;Automotive;A
1816;Kunde_1816;Italien;Elektronik;B
921;Kunde_921;Niederlande;Maschinenbau;A
642;Kunde_642;Österreich;Maschinenbau;B
2355;Kunde_2355;Österreich;Automotive;C
1416;Kunde_1416;Polen;Elektronik;B
2322;Kunde_2322;Frankreich;Maschinenbau;B
2477;Kunde_2477;Tschechien;Elektronik;A
2258;Kunde_2258;Österreich;Automotive;A
1483;Kunde_1483;Österreich;Medizintechnik;C
2365;Kunde_2365;Polen;Maschinenbau;C
1539;Kunde_1539;Österreich;Luftfahrt;A
651;Kunde_651;Schweiz;Maschinenbau;B
1567;Kunde_1567;Niederlande;Maschinenbau;B
1757;Kunde_1757;Deutschland;Maschinenbau;B
2431;Kunde_2431;Polen;Elektronik;A
2469;Kunde_2469;Deutschland;Medizintechnik;A
946;Kunde_946;Schweiz;Automotive;B
1843;Kunde_1843;Tschechien;Elektronik;B
658;Kunde_658;Italien;Automotive;A
2825;Kunde_2825;Frankreich;Maschinenbau;A
1421;Kunde_1421;Deutschland;Automotive;A
1051;Kunde_1051;Frankreich;Medizintechnik;B
1873;Kunde_1873;Italien;Medizintechnik;A
2854;Kunde_2854;Österreich;Maschinenbau;A
2610;Kunde_2610;Polen;Luftfahrt;B
665;Kunde_665;Deutschland;Maschinenbau;B
2945;Kunde_2945;Polen;Medizintechnik;C
1864;Kunde_1864;Österreich;Automotive;B
1328;Kunde_1328;Niederlande;Elektronik;B
2563;Kunde_2563;Polen;Elektronik;B
670;Kunde_670;Schweiz;Automotive;B
1480;Kunde_1480;Tschechien;Medizintechnik;B
1409;Kunde_1409;Schweiz;Maschinenbau;B
673;Kunde_673;Österreich;Automotive;B
1414;Kunde_1414;Tschechien;Elektronik;A
675;Kunde_675;Polen;Automotive;A
676;Kunde_676;Niederlande;Automotive;B
2384;Kunde_2384;Österreich;Maschinenbau;A
1377;Kunde_1377;Polen;Luftfahrt;C
679;Kunde_679;Frankreich;Medizintechnik;C
1230;Kunde_1230;Italien;Luftfahrt;B
2798;Kunde_2798;Polen;Maschinenbau;B
1550;Kunde_1550;Tschechien;Medizintechnik;A
2380;Kunde_2380;Polen;Maschinenbau;C
1233;Kunde_1233;Niederlande;Luftfahrt;C
685;Kunde_685;Deutschland;Luftfahrt;A
2298;Kunde_2298;Italien;Luftfahrt;A
1512;Kunde_1512;Schweiz;Automotive;B
2762;Kunde_2762;Deutschland;Medizintechnik;A
689;Kunde_689;Schweiz;Elektronik;B
690;Kunde_690;Frankreich;Automotive;B
691;Kunde_691;Frankreich;Automotive;A
2145;Kunde_2145;Deutschland;Elektronik;C
1557;Kunde_1557;Frankreich;Medizintechnik;A
2026;Kunde_2026;Frankreich;Automotive;A
695;Kunde_695;Frankreich;Automotive;B
2505;Kunde_2505;Österreich;Medizintechnik;A
1989;Kunde_1989;Italien;Medizintechnik;A
840;Kunde_840;Niederlande;Elektronik;A
1472;Kunde_1472;Frankreich;Luftfahrt;B
1059;Kunde_1059;Österreich;Medizintechnik;A
1046;Kunde_1046;Italien;Maschinenbau;B
702;Kunde_702;Tschechien;Maschinenbau;C
703;Kunde_703;Deutschland;Maschinenbau;A
994;Kunde_994;Polen;Medizintechnik;A
2373;Kunde_2373;Tschechien;Elektronik;A
1253;Kunde_1253;Tschechien;Automotive;A
1585;Kunde_1585;Österreich;Luftfahrt;B
991;Kunde_991;Frankreich;Elektronik;A
709;Kunde_709;Tschechien;Maschinenbau;A
710;Kunde_710;Tschechien;Elektronik;B
711;Kunde_711;Schweiz;Elektronik;C
2611;Kunde_2611;Tschechien;Maschinenbau;B
713;Kunde_713;Deutschland;Luftfahrt;C
1010;Kunde_1010;Tschechien;Automotive;A
2226;Kunde_2226;Niederlande;Luftfahrt;B
892;Kunde_892;Schweiz;Automotive;A
1267;Kunde_1267;Schweiz;Elektronik;A
718;Kunde_718;Polen;Luftfahrt;C
1278;Kunde_1278;Schweiz;Elektronik;B
720;Kunde_720;Polen;Medizintechnik;A
721;Kunde_721;Frankreich;Elektronik;B
1133;Kunde_1133;Österreich;Maschinenbau;C
723;Kunde_723;Polen;Automotive;B
2179;Kunde_2179;Italien;Automotive;B
725;Kunde_725;Deutschland;Medizintechnik;A
2250;Kunde_2250;Deutschland;Elektronik;B
2404;Kunde_2404;Niederlande;Luftfahrt;A
1362;Kunde_1362;Österreich;Elektronik;C
2997;Kunde_2997;Italien;Maschinenbau;B
730;Kunde_730;Polen;Elektronik;A
731;Kunde_731;Italien;Medizintechnik;B
2488;Kunde_2488;Frankreich;Automotive;C
2808;Kunde_2808;Schweiz;Elektronik;C
734;Kunde_734;Tschechien;Medizintechnik;C
1924;Kunde_1924;Italien;Elektronik;C
736;Kunde_736;Italien;Medizintechnik;C
2943;Kunde_2943;Deutschland;Elektronik;A
1543;Kunde_1543;Polen;Elektronik;A
2633;Kunde_2633;Deutschland;Maschinenbau;B
740;Kunde_740;Polen;Elektronik;B
1714;Kunde_1714;Niederlande;Luftfahrt;A
1808;Kunde_1808;Niederlande;Automotive;B
1008;Kunde_1008;Niederlande;Maschinenbau;A
744;Kunde_744;Niederlande;Elektronik;A
939;Kunde_939;Österreich;Luftfahrt;A
2566;Kunde_2566;Tschechien;Medizintechnik;B
1225;Kunde_1225;Deutschland;Medizintechnik;B
1601;Kunde_1601;Tschechien;Medizintechnik;A
749;Kunde_749;Deutschland;Automotive;A
993;Kunde_993;Frankreich;Luftfahrt;C
1844;Kunde_1844;Italien;Medizintechnik;A
752;Kunde_752;Niederlande;Luftfahrt;A
2053;Kunde_2053;Österreich;Elektronik;B
2595;Kunde_2595;Deutschland;Maschinenbau;A
2413;Kunde_2413;Frankreich;Medizintechnik;A
839;Kunde_839;Polen;Elektronik;A
2237;Kunde_2237;Italien;Luftfahrt;C
1023;Kunde_1023;Frankreich;Elektronik;C
1974;Kunde_1974;Tschechien;Automotive;A
2955;Kunde_2955;Frankreich;Automotive;C
1206;Kunde_1206;Österreich;Luftfahrt;B
1324;Kunde_1324;Österreich;Automotive;B
2009;Kunde_2009;Niederlande;Maschinenbau;A
916;Kunde_916;Österreich;Automotive;A
765;Kunde_765;Niederlande;Elektronik;C
766;Kunde_766;Italien;Automotive;B
2204;Kunde_2204;Schweiz;Medizintechnik;C
768;Kunde_768;Tschechien;Automotive;B
987;Kunde_987;Polen;Automotive;A
770;Kunde_770;Deutschland;Medizintechnik;A
771;Kunde_771;Niederlande;Elektronik;C
1198;Kunde_1198;Italien;Elektronik;A
773;Kunde_773;Deutschland;Medizintechnik;B
774;Kunde_774;Polen;Elektronik;A
775;Kunde_775;Frankreich;Automotive;A
776;Kunde_776;Niederlande;Medizintechnik;C
2319;Kunde_2319;Italien;Automotive;B
778;Kunde_778;Tschechien;Automotive;B
2839;Kunde_2839;Niederlande;Automotive;C
780;Kunde_780;Italien;Luftfahrt;A
781;Kunde_781;Deutschland;Luftfahrt;A
782;Kunde_782;Italien;Luftfahrt;B
1082;Kunde_1082;Niederlande;Luftfahrt;B
784;Kunde_784;Polen;Medizintechnik;A
2615;Kunde_2615;Österreich;Medizintechnik;A
1015;Kunde_1015;Niederlande;Automotive;B
787;Kunde_787;Schweiz;Elektronik;B
788;Kunde_788;Tschechien;Elektronik;B
2480;Kunde_2480;Deutschland;Elektronik;B
1413;Kunde_1413;Niederlande;Maschinenbau;B
1392;Kunde_1392;Österreich;Maschinenbau;B
880;Kunde_880;Niederlande;Elektronik;C
1664;Kunde_1664;Italien;Elektronik;C
794;Kunde_794;Polen;Automotive;A
795;Kunde_795;Deutschland;Medizintechnik;A
796;Kunde_796;Schweiz;Maschinenbau;B
2630;Kunde_2630;Schweiz;Luftfahrt;B
2184;Kunde_2184;Österreich;Luftfahrt;B
858;Kunde_858;Italien;Automotive;B
1399;Kunde_1399;Polen;Automotive;B
