Downtime_ID;Produktionsauftrag_ID;Maschinen_ID;Downtime_h;Ursache;Ausfallkosten
5546;401268;27;19,43;Mechanischer Defekt;25706,33
21389;185266;26;1,45;Materialmangel;1215,95
16807;46696;207;12,73;Elektrischer Defekt;21787,66
12251;1708;164;5,04;Werkzeugwechsel;8600,58
8341;63823;181;2,91;Geplante Wartung;3097,23
24626;711543;239;5,2;Mechanischer Defekt;5410,71
44857;395644;119;0,97;Mechanischer Defekt;1318,47
44128;510858;90;5,34;Geplante Wartung;5521,4
23814;794417;279;1,22;Geplante Wartung;1129,78
17009;725338;4;4,9;Softwarefehler;8480,43
3344;83121;153;16,98;Mechanischer Defekt;22512,03
48797;798139;235;16,55;Materialmangel;20037,0
3122;105762;242;1,11;Mechanischer Defekt;2501,69
34464;9506;206;6,85;Mechanischer Defekt;3601,66
33366;575506;167;1,43;Mechanischer Defekt;1154,91
34714;563149;107;1,03;Elektrischer Defekt;1894,16
5058;706510;121;0,56;Mechanischer Defekt;707,23
25489;766048;36;0,23;Elektrischer Defekt;164,6
32011;638180;68;0,54;Mechanischer Defekt;440,87
13765;244401;195;5,53;Geplante Wartung;5303,46
27018;399918;219;1,12;Softwarefehler;1700,97
31191;451989;300;15,82;Elektrischer Defekt;26330,92
13476;633522;287;5,4;Mechanischer Defekt;10583,55
41912;234475;106;9,47;Mechanischer Defekt;18234,48
16104;209372;263;7,17;Mechanischer Defekt;7042,49
8259;494359;105;0,36;Materialmangel;380,69
7018;782412;143;5,5;Mechanischer Defekt;11995,86
38993;648108;4;4,65;Werkzeugwechsel;8228,03
20908;91045;3;1,86;Werkzeugwechsel;1041,44
48027;423355;152;17,17;Werkzeugwechsel;37860,18
28036;561412;195;3,33;Elektrischer Defekt;5759,84
1790;766368;86;5,74;Materialmangel;5370,47
24645;396268;251;5,38;Elektrischer Defekt;6173,55
42703;259169;252;3,88;Mechanischer Defekt;6332,27
20468;667433;227;1,11;Geplante Wartung;1962,34
39554;86315;182;12,67;Materialmangel;10370,98
48711;587548;3;3,82;Materialmangel;5429,97
43305;486573;68;1,21;Softwarefehler;2778,87
559;229080;103;2,7;Geplante Wartung;5329,55
20838;707839;8;0,4;Elektrischer Defekt;790,31
10422;23693;131;4,94;Elektrischer Defekt;7391,84
26421;775401;154;3,71;Mechanischer Defekt;7341,63
26565;187778;288;5,61;Elektrischer Defekt;11530,55
12436;392845;251;4,34;Softwarefehler;5686,72
48303;474665;128;0,22;Mechanischer Defekt;193,81
22843;484170;52;0,66;Materialmangel;823,04
46575;579545;190;11,04;Werkzeugwechsel;27324,47
18461;506447;244;4,55;Mechanischer Defekt;9522,78
23730;399762;13;0,84;Elektrischer Defekt;1243,07
570;300608;211;4,7;Elektrischer Defekt;8765,72
1021;636380;51;1,96;Werkzeugwechsel;1647,93
1290;66349;6;17,03;Mechanischer Defekt;9481,29
45459;132090;58;14,81;Elektrischer Defekt;26774,75
1024;702634;122;0,8;Softwarefehler;1670,82
10567;742371;184;1,76;Geplante Wartung;2752,4
34412;56196;151;0,85;Materialmangel;1291,76
17519;593177;297;0,51;Softwarefehler;451,61
32382;276630;219;2,71;Mechanischer Defekt;5216,8
2125;190838;47;3,09;Softwarefehler;6919,33
21593;313582;214;7,37;Materialmangel;12156,14
9685;533512;43;19,28;Materialmangel;20829,08
36751;661279;80;12,0;Mechanischer Defekt;24066,99
9673;749092;81;1,33;Elektrischer Defekt;1338,28
23748;748420;149;14,82;Geplante Wartung;18681,81
585;377777;198;1,54;Materialmangel;1319,58
41274;261789;47;1,97;Elektrischer Defekt;3749,57
14954;195318;202;17,86;Elektrischer Defekt;36509,57
25011;791590;30;11,67;Softwarefehler;10042,48
44029;51116;184;0,44;Werkzeugwechsel;489,63
21747;658248;204;1,93;Mechanischer Defekt;3422,9
3934;434745;105;0,52;Mechanischer Defekt;606,18
42627;84547;273;1,04;Mechanischer Defekt;1874,13
22796;659357;115;3,04;Softwarefehler;7309,63
40214;429590;90;3,9;Mechanischer Defekt;5011,96
32637;672639;83;2,19;Materialmangel;3311,06
25637;691621;32;19,2;Geplante Wartung;39438,39
6892;65508;285;3,14;Softwarefehler;4635,85
16739;302663;57;14,91;Geplante Wartung;9620,14
27132;761199;239;3,13;Materialmangel;2687,22
33606;648022;271;0,65;Elektrischer Defekt;553,82
46985;45962;176;15,77;Geplante Wartung;12387,23
11138;174180;158;1,11;Geplante Wartung;2169,97
48285;797718;37;2,53;Elektrischer Defekt;2900,21
9154;783275;176;18,83;Elektrischer Defekt;33483,09
11854;298270;197;4,46;Geplante Wartung;3890,3
48695;111177;69;6,51;Softwarefehler;13444,73
1387;286265;136;4,01;Geplante Wartung;8849,85
6519;21002;30;18,59;Softwarefehler;28289,65
15957;710427;21;4,52;Geplante Wartung;2523,33
47532;479397;84;16,05;Softwarefehler;8025,94
25475;269300;230;4,52;Elektrischer Defekt;9748,4
27171;556501;257;0,57;Elektrischer Defekt;1236,53
21386;213632;294;3,14;Elektrischer Defekt;2718,06
8223;122802;180;11,15;Mechanischer Defekt;17889,18
10058;150671;276;1,88;Geplante Wartung;4075,88
7424;402357;262;0,48;Elektrischer Defekt;861,0
18918;699535;284;11,26;Geplante Wartung;24712,4
47180;194530;181;5,29;Werkzeugwechsel;2932,33
7209;463471;78;9,56;Elektrischer Defekt;12959,97
620;562338;294;2,33;Werkzeugwechsel;3694,23
15193;724962;226;9,14;Mechanischer Defekt;21000,07
40837;211414;176;7,07;Elektrischer Defekt;12504,4
46980;36093;175;2,93;Mechanischer Defekt;7190,0
24673;5800;167;3,16;Materialmangel;2584,09
9322;372718;156;17,25;Geplante Wartung;21181,75
15062;461833;41;5,18;Mechanischer Defekt;8481,55
34908;484011;203;6,74;Mechanischer Defekt;10295,71
38280;465271;93;0,79;Mechanischer Defekt;683,87
4922;280649;51;0,14;Werkzeugwechsel;275,28
13690;744081;36;0,35;Geplante Wartung;812,14
8709;264865;69;16,29;Mechanischer Defekt;36967,81
3575;51472;174;9,35;Geplante Wartung;7420,78
44436;139051;179;1,96;Geplante Wartung;1920,37
13831;689100;121;0,07;Elektrischer Defekt;143,96
42730;250911;65;4,48;Elektrischer Defekt;10028,75
35153;781670;229;1,58;Werkzeugwechsel;2043,75
18827;119129;245;17,42;Werkzeugwechsel;14532,38
47280;641613;183;0,06;Softwarefehler;44,06
32349;490808;119;1,85;Werkzeugwechsel;4264,78
16780;386286;138;5,04;Elektrischer Defekt;3677,02
32593;189411;6;16,41;Softwarefehler;21197,78
10504;606221;268;5,2;Elektrischer Defekt;4473,52
19280;177440;159;9,32;Elektrischer Defekt;9104,67
3097;591349;188;2,1;Softwarefehler;2238,99
8924;248776;174;19,24;Geplante Wartung;33126,81
19657;777546;283;2,33;Elektrischer Defekt;1824,74
31268;103844;232;2,24;Elektrischer Defekt;3171,73
24119;559957;160;5,85;Softwarefehler;14490,18
7144;133047;147;3,67;Mechanischer Defekt;5469,45
27943;352133;81;1,72;Werkzeugwechsel;2434,24
35828;92368;237;5,24;Elektrischer Defekt;7844,48
9530;599473;13;1,9;Softwarefehler;1016,49
36967;569704;276;2,26;Werkzeugwechsel;3899,41
20531;15817;91;5,47;Mechanischer Defekt;7648,22
9525;734448;163;2,42;Mechanischer Defekt;2691,18
29889;521490;247;1,38;Geplante Wartung;2194,57
40865;353877;38;11,72;Mechanischer Defekt;24899,62
12300;445015;159;10,42;Elektrischer Defekt;16689,65
7208;472960;227;1,18;Elektrischer Defekt;884,54
32294;565067;298;16,3;Werkzeugwechsel;38430,72
11728;563820;33;6,49;Werkzeugwechsel;12948,09
39021;671614;261;4,85;Elektrischer Defekt;5229,79
23101;177759;169;5,74;Werkzeugwechsel;5947,6
20004;138095;178;5,35;Werkzeugwechsel;5713,13
11368;402324;220;0,95;Softwarefehler;1532,28
18921;551612;132;19,36;Elektrischer Defekt;47625,96
23550;410015;181;4,09;Elektrischer Defekt;8880,93
3605;675804;112;14,24;Mechanischer Defekt;24269,63
24914;655423;106;7,55;Mechanischer Defekt;13303,06
41997;79314;243;0,31;Geplante Wartung;335,42
1576;667425;290;1,06;Mechanischer Defekt;614,51
40374;105933;86;3,56;Mechanischer Defekt;6079,13
1603;402927;218;5,02;Mechanischer Defekt;12531,09
20653;102528;71;0,27;Elektrischer Defekt;248,54
15659;761400;223;15,36;Mechanischer Defekt;14927,92
22539;770713;123;5,32;Softwarefehler;5289,11
45689;741483;117;1,94;Materialmangel;4470,1
20710;159340;82;1,76;Softwarefehler;2767,13
19142;586891;269;1,84;Werkzeugwechsel;3953,34
32587;84851;185;3,91;Geplante Wartung;7236,3
19430;557902;56;1,92;Werkzeugwechsel;1987,14
20538;245174;22;8,18;Elektrischer Defekt;18417,53
8721;217134;107;5,25;Elektrischer Defekt;6468,38
36133;505229;44;0,77;Elektrischer Defekt;391,68
29565;321544;206;14,69;Softwarefehler;23350,35
5846;637489;257;1,85;Mechanischer Defekt;3209,19
48996;728659;214;8,16;Werkzeugwechsel;17159,98
15955;248590;198;1,9;Mechanischer Defekt;4599,11
41851;112158;289;3,71;Softwarefehler;9038,42
8256;154107;2;0,37;Geplante Wartung;574,94
6095;422365;286;19,57;Mechanischer Defekt;15776,08
21325;500555;168;9,51;Werkzeugwechsel;19154,07
15389;531626;82;5,06;Elektrischer Defekt;5382,84
2188;579374;84;18,09;Geplante Wartung;39389,62
11135;367950;109;15,77;Materialmangel;12864,11
3000;140200;25;4,86;Geplante Wartung;6344,15
45078;277022;89;0,0;Mechanischer Defekt;0,0
15328;542773;165;9,36;Mechanischer Defekt;14084,19
13490;169598;174;11,7;Elektrischer Defekt;8835,23
36705;791207;239;1,88;Materialmangel;1013,19
48359;341290;18;1,45;Mechanischer Defekt;1261,95
19226;60181;71;0,76;Mechanischer Defekt;1320,98
21756;104114;91;15,78;Mechanischer Defekt;37786,62
38193;163845;164;3,11;Werkzeugwechsel;2932,85
17401;449150;234;1,51;Werkzeugwechsel;1172,62
35143;257754;119;0,07;Mechanischer Defekt;65,84
33980;284354;148;5,6;Geplante Wartung;4530,37
20353;626137;214;7,96;Mechanischer Defekt;10714,91
12813;627158;229;0,42;Mechanischer Defekt;715,68
9111;619727;117;1,07;Softwarefehler;1664,36
15466;162014;212;3,92;Materialmangel;6320,22
44209;153296;273;0,71;Materialmangel;1140,53
34335;436912;187;1,48;Elektrischer Defekt;2155,36
37064;211604;194;2,76;Werkzeugwechsel;5989,78
29372;146745;5;14,81;Mechanischer Defekt;28173,7
15414;500239;69;11,21;Elektrischer Defekt;21281,31
39553;763214;68;0,09;Mechanischer Defekt;162,79
44347;137789;41;9,74;Geplante Wartung;10831,67
805;192468;209;19,39;Elektrischer Defekt;36999,23
23478;411417;239;3,54;Mechanischer Defekt;3111,41
11547;247959;56;0,0;Materialmangel;0,0
16692;406082;202;19,68;Elektrischer Defekt;12506,06
7826;656848;76;4,09;Geplante Wartung;5469,57
1007;436558;206;12,75;Werkzeugwechsel;14455,18
38686;663816;283;4,56;Mechanischer Defekt;4198,61
14363;246912;291;14,11;Werkzeugwechsel;22522,75
34621;381475;131;5,68;Elektrischer Defekt;5824,62
2390;684570;81;1,55;Werkzeugwechsel;2731,81
42171;357562;249;0,16;Mechanischer Defekt;385,66
8320;124242;132;9,54;Elektrischer Defekt;10628,48
2985;665798;88;1,9;Materialmangel;1233,35
28827;190337;167;4,1;Materialmangel;6778,69
19078;17931;244;5,35;Mechanischer Defekt;9990,34
11469;781767;154;1,74;Mechanischer Defekt;1629,4
41866;410346;87;1,7;Elektrischer Defekt;1662,73
18829;565608;51;0,06;Geplante Wartung;125,9
24646;505569;293;0,92;Geplante Wartung;1421,98
24661;403652;245;6,57;Materialmangel;8664,9
23003;703386;186;4,66;Mechanischer Defekt;5776,74
41463;795881;36;0,91;Geplante Wartung;1188,78
1817;361719;203;6,4;Mechanischer Defekt;6720,05
12066;472237;109;13,15;Elektrischer Defekt;30303,46
45457;206853;141;1,55;Elektrischer Defekt;1303,47
3029;185860;279;4,5;Werkzeugwechsel;5780,05
2691;77719;229;0,59;Materialmangel;1220,85
12414;375800;205;1,48;Softwarefehler;3321,82
42349;112780;77;1,45;Elektrischer Defekt;2861,67
28496;458657;85;4,77;Werkzeugwechsel;6857,5
28612;275009;274;0,23;Geplante Wartung;317,36
7028;644817;74;0,52;Softwarefehler;910,25
30289;752023;127;1,96;Elektrischer Defekt;1770,73
33257;503252;158;1,39;Softwarefehler;3078,14
21881;374338;132;14,99;Materialmangel;35513,75
27278;722712;80;9,09;Elektrischer Defekt;17137,3
35726;17257;33;6,13;Geplante Wartung;14669,26
45897;683806;58;13,37;Mechanischer Defekt;16005,58
11401;192608;239;4,64;Mechanischer Defekt;9438,4
8495;28523;271;0,65;Mechanischer Defekt;391,53
33991;244809;244;5,7;Elektrischer Defekt;7653,13
5079;545671;263;17,24;Elektrischer Defekt;9076,28
3024;107173;269;5,15;Elektrischer Defekt;12135,92
30119;430471;161;2,97;Mechanischer Defekt;4925,26
39799;784348;271;0,45;Geplante Wartung;441,3
3923;345299;136;4,14;Geplante Wartung;10090,25
30412;15218;275;2,1;Mechanischer Defekt;1858,12
7180;333408;293;1,87;Materialmangel;1236,0
37287;699108;27;16,3;Geplante Wartung;40067,13
41091;255535;253;0,98;Materialmangel;846,45
11270;720683;98;1,91;Mechanischer Defekt;1845,45
26554;780846;12;0,87;Mechanischer Defekt;1438,13
21166;177059;64;1,62;Elektrischer Defekt;4049,6
33063;502796;257;1,23;Werkzeugwechsel;2682,04
15324;611002;64;5,34;Geplante Wartung;7345,08
27746;125691;120;3,68;Mechanischer Defekt;3483,68
775;251640;55;5,07;Geplante Wartung;7929,93
31020;504759;287;3,8;Geplante Wartung;2268,77
16160;717728;288;3,8;Mechanischer Defekt;6024,83
47901;325924;254;4,82;Geplante Wartung;11381,74
46631;385815;206;6,15;Elektrischer Defekt;4365,31
3578;687344;185;3,45;Elektrischer Defekt;7071,66
49371;332616;43;13,65;Mechanischer Defekt;32768,83
43903;528787;83;5,0;Mechanischer Defekt;3032,24
25188;117835;103;1,47;Werkzeugwechsel;1887,51
19322;701109;50;16,64;Softwarefehler;20469,98
18941;67025;136;3,56;Werkzeugwechsel;7832,54
1223;77979;287;1,31;Elektrischer Defekt;2976,04
2285;670137;272;1,67;Mechanischer Defekt;3411,56
16656;284478;117;0,61;Materialmangel;463,36
43334;120359;61;4,91;Materialmangel;7406,29
12147;303556;268;5,8;Mechanischer Defekt;5918,63
10044;126175;27;11,73;Materialmangel;14013,76
26385;468763;47;3,19;Mechanischer Defekt;4558,61
793;780228;105;0,54;Materialmangel;836,01
42965;633194;221;2,34;Elektrischer Defekt;4881,92
31793;209790;118;8,63;Mechanischer Defekt;4944,18
41001;454813;32;16,01;Softwarefehler;32361,6
23165;119014;162;2,88;Geplante Wartung;3321,93
6534;644590;127;0,07;Mechanischer Defekt;136,28
48564;148979;188;4,71;Mechanischer Defekt;3637,51
36017;250130;22;15,7;Softwarefehler;19451,66
