Wartung_ID;Maschinen_ID;Datum;Wartungsart;Kosten
66874;97;2022-05-09;Notfall;18073,31
59755;215;2022-10-06;Praeventiv;7077,66
61334;292;2023-02-21;Praeventiv;7588,68
68675;176;2021-04-20;Inspektion;3915,27
12106;270;2023-03-26;Praeventiv;19674,07
22517;83;2023-08-28;Notfall;20868,77
57983;133;2023-04-21;Praeventiv;15011,17
71076;278;2022-07-21;Reparatur;3735,16
17624;264;2022-07-27;Reparatur;10755,13
5631;126;2022-09-08;Reparatur;17655,13
22999;10;2020-12-13;Praeventiv;3830,43
56343;10;2024-11-17;Praeventiv;24706,9
38021;37;2022-10-20;Praeventiv;13419,81
63429;27;2020-09-18;Praeventiv;11875,82
50102;107;2022-05-21;Praeventiv;9689,48
948;214;2024-06-27;Inspektion;4742,09
1149;227;2022-02-05;Inspektion;15809,39
55259;65;2024-06-29;Praeventiv;840,56
75122;203;2020-06-12;Praeventiv;3745,84
46851;47;2022-12-18;Praeventiv;15054,57
24563;60;2023-02-19;Praeventiv;1607,63
75941;257;2022-03-31;Praeventiv;15515,4
75428;193;2021-08-07;Reparatur;11209,66
35133;243;2024-01-25;Praeventiv;15870,92
42160;296;2020-03-11;Praeventiv;19285,44
66564;29;2021-02-26;Praeventiv;16652,12
15359;138;2023-09-13;Reparatur;22857,82
18014;75;2024-10-12;Praeventiv;6265,95
39425;42;2023-09-26;Praeventiv;6896,59
65986;17;2020-09-27;Praeventiv;13194,19
32805;54;2025-01-25;Reparatur;8396,03
42233;181;2022-02-13;Notfall;22814,03
29354;38;2025-03-01;Reparatur;16907,97
44312;136;2022-12-28;Reparatur;14153,71
57761;165;2023-11-03;Praeventiv;15118,22
67912;121;2022-02-06;Inspektion;24719,69
26813;282;2023-04-18;Praeventiv;14432,37
36077;66;2022-04-09;Reparatur;21291,34
44805;178;2022-07-08;Notfall;22201,8
3689;277;2023-07-16;Praeventiv;17848,97
76158;57;2022-11-22;Praeventiv;14142,12
60695;141;2021-10-01;Reparatur;9499,21
18577;250;2021-05-10;Praeventiv;2937,0
12737;294;2020-08-21;Reparatur;15476,94
1174;17;2021-02-01;Praeventiv;21389,98
54519;222;2020-04-10;Notfall;17834,03
53104;237;2022-06-14;Reparatur;16194,99
31480;257;2024-04-10;Inspektion;23984,23
36072;240;2020-02-25;Praeventiv;8362,4
25354;217;2025-05-22;Notfall;12102,96
47433;183;2021-09-26;Praeventiv;15644,12
20265;27;2023-02-08;Reparatur;3031,1
26049;282;2024-05-29;Praeventiv;10651,29
15012;300;2021-11-28;Reparatur;14538,13
50535;256;2024-04-09;Inspektion;21001,0
31496;193;2023-06-01;Reparatur;4481,35
31796;12;2024-02-13;Reparatur;15078,45
75130;170;2021-08-24;Praeventiv;12288,42
63749;251;2023-03-25;Inspektion;9888,26
42573;248;2024-08-15;Praeventiv;17457,16
70224;205;2025-06-13;Inspektion;18188,21
57229;212;2021-02-16;Praeventiv;24547,56
2340;107;2025-02-14;Reparatur;4691,96
10318;172;2022-11-23;Praeventiv;17551,07
11035;156;2025-10-24;Reparatur;15467,66
63212;278;2021-10-11;Inspektion;6102,57
29606;139;2020-10-15;Praeventiv;9537,51
40249;42;2020-01-30;Reparatur;20977,81
2330;270;2020-04-09;Inspektion;8220,48
60011;183;2021-09-07;Praeventiv;19275,66
2048;112;2020-11-18;Inspektion;19083,93
58208;21;2022-09-19;Reparatur;22738,05
26986;49;2023-09-06;Inspektion;22666,55
36450;92;2021-07-05;Praeventiv;6982,96
11637;78;2020-03-06;Reparatur;22786,62
61761;61;2022-12-15;Reparatur;3358,05
48586;44;2023-11-22;Reparatur;8225,32
71619;241;2024-01-25;Reparatur;11314,58
20529;44;2020-09-13;Inspektion;17412,71
19985;135;2023-04-08;Inspektion;8579,02
28028;83;2020-08-19;Praeventiv;709,79
44011;130;2025-02-17;Inspektion;2418,67
10250;150;2020-04-06;Praeventiv;18893,06
7763;280;2025-12-16;Inspektion;2093,61
77211;105;2025-06-14;Reparatur;14030,21
45508;113;2021-05-18;Praeventiv;19255,04
13099;175;2020-10-19;Praeventiv;18700,89
16195;187;2025-05-20;Praeventiv;4539,78
66018;97;2021-07-09;Praeventiv;3234,13
38968;199;2023-12-16;Praeventiv;526,79
70894;247;2022-11-06;Praeventiv;6299,13
22258;173;2020-01-01;Inspektion;2432,85
30508;12;2022-06-07;Notfall;10306,1
17073;112;2020-04-17;Reparatur;10494,66
44884;4;2022-04-20;Praeventiv;19868,88
20892;118;2021-02-25;Inspektion;8447,19
694;51;2022-01-27;Praeventiv;9308,03
52349;218;2024-01-10;Inspektion;11500,02
3222;222;2021-07-21;Praeventiv;20888,72
20328;23;2020-12-19;Inspektion;12701,72
27332;157;2024-06-07;Inspektion;22020,8
79735;129;2020-01-19;Inspektion;22224,62
56074;294;2021-03-19;Inspektion;4948,67
24422;81;2022-08-13;Praeventiv;10098,99
71108;269;2023-10-07;Inspektion;7550,83
34503;47;2024-01-01;Inspektion;6080,93
74398;122;2021-09-12;Praeventiv;2190,73
7067;11;2020-03-10;Inspektion;4063,29
15631;168;2021-12-22;Praeventiv;6202,89
5006;274;2021-02-25;Notfall;4009,39
75876;135;2020-01-24;Praeventiv;9646,27
20201;166;2024-05-22;Reparatur;16462,1
47648;102;2021-09-18;Inspektion;9249,19
51513;107;2022-07-26;Reparatur;13419,69
19459;63;2022-07-22;Praeventiv;3966,11
17503;239;2020-05-23;Praeventiv;19739,48
37369;156;2025-06-12;Praeventiv;22537,21
60377;53;2023-07-17;Reparatur;10954,95
42742;176;2023-10-12;Reparatur;896,8
62049;70;2023-06-11;Inspektion;21952,25
67062;195;2020-12-15;Notfall;11092,41
23164;125;2021-09-01;Praeventiv;7135,24
75284;191;2024-02-22;Reparatur;16644,18
43799;94;2024-04-11;Inspektion;4512,52
42241;175;2020-04-14;Inspektion;14897,45
75501;204;2022-10-19;Inspektion;2748,59
33607;239;2022-11-02;Reparatur;6540,38
6301;297;2020-12-04;Praeventiv;24930,64
52814;272;2024-01-15;Praeventiv;18164,46
68849;147;2022-09-27;Praeventiv;12170,62
54364;241;2021-11-27;Praeventiv;18314,75
23811;183;2021-10-03;Reparatur;5977,71
1867;50;2022-09-23;Praeventiv;11054,08
69135;6;2020-07-25;Inspektion;19940,84
2630;132;2021-09-16;Praeventiv;1707,0
45471;267;2025-10-26;Praeventiv;16204,15
11752;200;2025-10-19;Praeventiv;4798,16
48374;75;2021-12-05;Notfall;19628,96
16482;17;2024-12-30;Reparatur;15162,18
17703;156;2022-02-21;Praeventiv;9568,86
12305;236;2024-01-31;Reparatur;7572,31
10024;108;2022-01-17;Praeventiv;13104,76
32707;189;2025-07-21;Reparatur;5447,56
18764;225;2022-01-30;Reparatur;7633,31
20658;241;2024-02-17;Praeventiv;20644,37
20821;248;2021-02-14;Praeventiv;13963,84
70318;69;2020-10-17;Inspektion;13945,99
2434;267;2022-09-08;Notfall;21913,2
76898;4;2020-12-28;Notfall;15851,54
21613;181;2023-04-29;Inspektion;24970,83
60785;145;2025-08-09;Praeventiv;19356,88
38903;209;2025-03-04;Notfall;19819,88
9024;19;2025-11-11;Praeventiv;15116,73
6940;294;2023-05-16;Reparatur;2162,56
31867;144;2022-05-10;Reparatur;2683,72
78479;149;2023-07-31;Inspektion;2868,82
19630;285;2020-08-22;Praeventiv;11038,46
20384;248;2023-03-11;Reparatur;11673,16
68625;258;2021-10-09;Praeventiv;20292,83
6097;195;2023-08-28;Praeventiv;16226,32
54453;195;2020-05-07;Reparatur;21344,85
3051;11;2023-04-17;Inspektion;14642,86
7631;260;2024-03-05;Reparatur;19587,55
32292;135;2024-02-01;Praeventiv;22446,33
19789;18;2024-06-10;Praeventiv;14916,41
44870;128;2022-11-06;Praeventiv;12736,55
19779;130;2023-03-08;Praeventiv;23204,7
71006;74;2021-03-08;Inspektion;10694,17
36198;198;2022-09-15;Praeventiv;4667,4
78275;292;2022-01-08;Inspektion;21628,71
60688;289;2025-09-15;Reparatur;2767,02
79206;20;2021-08-20;Praeventiv;24169,77
34932;255;2021-03-04;Praeventiv;9729,39
23399;55;2021-05-26;Praeventiv;18896,21
57688;141;2025-06-04;Notfall;7896,14
35961;118;2024-07-27;Praeventiv;9468,34
7388;58;2022-10-04;Praeventiv;22549,63
71585;291;2020-06-20;Praeventiv;24409,43
48762;8;2022-05-30;Praeventiv;14738,08
74745;254;2025-11-30;Praeventiv;2605,48
71389;166;2020-12-19;Reparatur;6018,8
64021;46;2020-05-15;Inspektion;6700,21
9267;161;2024-05-14;Inspektion;1109,12
11933;115;2023-12-29;Notfall;20202,64
10437;95;2020-12-16;Notfall;24779,49
59897;22;2023-09-08;Reparatur;1124,93
60990;6;2022-10-19;Reparatur;2750,8
31651;180;2020-11-26;Inspektion;12045,5
12688;15;2023-07-25;Notfall;6861,26
66805;137;2025-06-30;Reparatur;1144,18
3125;272;2023-02-21;Praeventiv;10598,6
55120;182;2022-04-05;Praeventiv;8885,52
23521;271;2023-10-04;Notfall;21819,54
66674;202;2020-05-19;Reparatur;18118,64
23990;55;2022-10-19;Praeventiv;1997,45
4684;280;2024-12-08;Praeventiv;9065,72
33201;164;2021-06-03;Inspektion;7875,74
72854;89;2020-09-08;Notfall;14125,62
18737;86;2023-02-21;Inspektion;19018,77
75386;59;2025-08-28;Inspektion;21143,84
18074;76;2024-10-05;Reparatur;18131,54
70765;170;2025-11-22;Reparatur;13221,87
42813;271;2022-06-10;Inspektion;667,88
