Reklamation_ID;Produktionsauftrag_ID;Produkt_ID;Kunden_ID;Fehlerart;Ausschussquote;Reklamationskosten
80348;576172;393;217;Montagefehler;0,0594;6727,2
87291;340343;294;1848;Transportschaden;0,0771;43751,47
54905;275722;324;2340;Montagefehler;0,0404;27048,64
35841;45541;106;1209;Materialfehler;0,0651;3394,81
8608;619218;174;460;Materialfehler;0,072;14695,18
72161;120854;162;39;Funktionsfehler;0,0267;14032,88
68146;508917;284;366;Materialfehler;0,0328;18941,77
89451;735697;424;2693;Funktionsfehler;0,0576;50201,43
78402;268944;95;1618;Transportschaden;0,0399;12186,73
57095;308673;42;1102;Montagefehler;0,0389;10997,49
83402;507847;40;1596;Transportschaden;0,0449;28129,79
1267;628991;353;700;Materialfehler;0,0443;25071,53
52514;247356;164;442;Funktionsfehler;0,0927;7637,53
80357;69425;162;2243;Optischer Fehler;0,0459;35181,11
36033;670481;16;1916;Materialfehler;0,0258;1417,01
52854;784443;299;615;Funktionsfehler;0,0436;2948,69
45395;566613;428;1962;Montagefehler;0,0333;4846,9
80176;363089;53;1809;Materialfehler;0,0722;38003,66
66528;85751;215;1884;Transportschaden;0,0553;8781,7
38780;82508;250;1475;Materialfehler;0,0703;8817,79
62264;329918;293;2775;Materialfehler;0,0753;8613,81
84054;197825;427;1779;Materialfehler;0,0589;46607,34
59706;280482;79;178;Materialfehler;0,0327;2801,91
56938;340299;172;1685;Transportschaden;0,0326;42264,71
55070;481144;138;762;Materialfehler;0,0768;30000,53
72877;411712;56;2661;Funktionsfehler;0,0395;25085,5
54250;376464;374;1435;Transportschaden;0,0612;46409,32
66516;108396;99;496;Transportschaden;0,0497;24220,89
66083;463902;7;397;Transportschaden;0,0222;5623,28
40150;435128;324;2516;Funktionsfehler;0,0516;42147,39
65565;549261;311;2749;Funktionsfehler;0,0566;30636,53
37214;55728;443;293;Transportschaden;0,0534;39970,68
8889;273382;23;972;Funktionsfehler;0,0662;25802,11
75320;18879;497;1928;Materialfehler;0,0725;93673,35
35373;217972;282;1673;Transportschaden;0,0453;29841,53
8967;508670;334;152;Transportschaden;0,1055;28987,71
14547;267712;196;177;Materialfehler;0,0882;28499,59
20453;653213;228;1039;Transportschaden;0,0523;11815,54
53610;707496;211;1200;Funktionsfehler;0,0227;702,05
81780;425987;226;227;Materialfehler;0,0348;7298,51
63007;735958;141;1523;Optischer Fehler;0,0378;7685,62
1382;131359;20;795;Funktionsfehler;0,0401;12326,26
19376;352826;191;332;Montagefehler;0,0535;18799,68
69997;361859;446;275;Materialfehler;0,0339;53218,34
7658;615589;367;619;Optischer Fehler;0,0377;14340,69
44581;396329;176;951;Montagefehler;0,0398;18073,45
58681;779664;376;1538;Transportschaden;0,0794;26423,69
43572;614383;301;1511;Transportschaden;0,0848;32385,94
93100;523784;82;444;Optischer Fehler;0,046;5458,3
91244;399987;60;31;Transportschaden;0,0333;23167,41
32311;241495;183;600;Montagefehler;0,0674;35037,85
1394;788390;177;694;Montagefehler;0,0465;19002,82
69360;50836;220;1014;Materialfehler;0,0404;12949,1
57614;671589;230;1070;Montagefehler;0,0726;49787,98
85939;282107;326;2360;Optischer Fehler;0,0654;7351,61
15814;98850;362;2606;Funktionsfehler;0,0794;3615,87
15865;716510;32;15;Transportschaden;0,0772;53171,48
48017;490655;214;2976;Transportschaden;0,0569;23520,95
74868;432338;259;1880;Montagefehler;0,0513;2228,51
34957;39904;131;1958;Montagefehler;0,0268;4681,76
81664;308497;28;2471;Montagefehler;0,0659;74178,27
59301;102216;401;2865;Montagefehler;0,0578;40164,8
19354;783012;357;2189;Montagefehler;0,0564;12490,93
11629;368626;170;1751;Optischer Fehler;0,0823;21697,53
13253;741047;358;292;Funktionsfehler;0,0617;30795,14
65168;352507;387;1739;Funktionsfehler;0,0426;3727,81
71959;335954;176;1942;Materialfehler;0,0435;22659,19
21520;166658;293;1591;Materialfehler;0,0502;52612,03
89489;68879;188;2279;Transportschaden;0,0553;10611,04
6932;414849;408;2449;Transportschaden;0,0374;11030,06
74111;62873;301;1756;Optischer Fehler;0,0508;4602,65
48262;614944;34;899;Funktionsfehler;0,0349;15837,68
39516;80479;425;1557;Montagefehler;0,0364;8221,26
13602;104014;55;2755;Optischer Fehler;0,0246;5998,76
48474;308810;272;383;Montagefehler;0,0261;18686,72
42076;669188;482;1954;Montagefehler;0,0537;2291,24
46685;37446;253;1793;Transportschaden;0,0384;13726,44
98270;212833;469;1651;Montagefehler;0,0484;67574,37
55918;581604;123;1162;Funktionsfehler;0,0416;31693,25
36154;657647;112;2950;Funktionsfehler;0,0566;13400,79
57678;129417;270;921;Materialfehler;0,0372;17497,01
52549;451075;490;377;Montagefehler;0,0265;29076,64
97755;632683;452;999;Materialfehler;0,0469;19206,79
59522;150430;178;2256;Transportschaden;0,0594;54917,33
62137;481979;160;1779;Optischer Fehler;0,1177;28047,91
78136;633511;239;370;Montagefehler;0,0751;31341,04
98423;758805;96;247;Materialfehler;0,036;24820,5
90411;216339;375;1003;Transportschaden;0,0528;25064,27
63490;269472;351;398;Montagefehler;0,027;5524,28
46312;576864;388;2530;Optischer Fehler;0,0393;17253,18
7902;98009;143;2724;Optischer Fehler;0,0463;13552,27
55392;244297;365;578;Transportschaden;0,0404;37288,71
12520;599654;350;838;Funktionsfehler;0,0777;60102,92
21872;70217;410;923;Transportschaden;0,0426;6826,65
20442;352609;486;1914;Transportschaden;0,0242;10961,17
71001;701618;349;2557;Materialfehler;0,0504;19673,56
73024;627078;122;2157;Transportschaden;0,038;20378,89
39818;696505;310;2267;Transportschaden;0,052;28380,9
50589;426897;337;1947;Optischer Fehler;0,0284;16353,23
42376;546633;230;2075;Transportschaden;0,0288;3258,01
54194;304809;283;2439;Optischer Fehler;0,033;1355,7
69247;195587;361;1200;Materialfehler;0,0358;19270,12
84562;109679;349;1797;Transportschaden;0,0317;8030,52
99229;581321;170;218;Transportschaden;0,0613;19173,33
46770;721850;306;1101;Optischer Fehler;0,0434;18992,37
12195;622737;403;2380;Montagefehler;0,0791;4413,22
34092;484377;419;2271;Optischer Fehler;0,0462;29833,5
61937;658936;190;1601;Montagefehler;0,0434;4276,79
67711;640310;459;504;Transportschaden;0,0475;23944,03
35975;394170;394;154;Optischer Fehler;0,0481;22009,72
18720;684973;487;2851;Funktionsfehler;0,0681;45863,64
76716;252275;393;1569;Optischer Fehler;0,0457;4301,04
68888;792465;48;2987;Materialfehler;0,0524;7260,97
79813;247762;486;414;Funktionsfehler;0,0579;13000,46
88923;317912;160;1577;Materialfehler;0,0743;40755,57
96792;6941;313;109;Funktionsfehler;0,0549;35180,47
12793;782341;21;1121;Funktionsfehler;0,0472;13396,6
94626;287442;316;1798;Funktionsfehler;0,0606;47898,65
9940;532979;438;2576;Funktionsfehler;0,082;9626,65
26301;353732;361;1120;Montagefehler;0,0398;18325,87
72122;396611;215;2480;Montagefehler;0,0529;17488,71
37041;457495;264;682;Montagefehler;0,0523;71823,26
54538;436760;141;1970;Materialfehler;0,0532;23441,15
614;389883;244;1460;Funktionsfehler;0,0399;3706,07
67552;229250;123;1564;Optischer Fehler;0,0404;8769,19
51774;668287;229;1080;Materialfehler;0,0542;21626,25
28268;160764;424;2757;Transportschaden;0,0427;12845,79
11653;633921;208;2441;Funktionsfehler;0,0355;10158,02
40151;614174;222;2311;Optischer Fehler;0,0636;36173,51
8314;417858;343;2541;Funktionsfehler;0,0358;21311,25
19946;14428;384;2314;Materialfehler;0,0245;3410,91
58076;84730;46;300;Montagefehler;0,0561;14119,39
70757;6093;16;1271;Optischer Fehler;0,0351;15154,65
18943;203936;115;2327;Transportschaden;0,0404;29351,41
42703;259169;464;1704;Optischer Fehler;0,0418;9187,16
42723;602275;164;1311;Montagefehler;0,0418;23533,5
38220;349538;225;1609;Optischer Fehler;0,0878;47381,08
37739;106720;132;2204;Optischer Fehler;0,0512;19050,21
92303;628077;241;1882;Montagefehler;0,0562;15211,54
1390;616845;182;1240;Montagefehler;0,0655;9953,07
82602;709081;159;2744;Materialfehler;0,0742;11125,68
82149;469882;63;2174;Materialfehler;0,0502;59719,62
99587;557641;76;1497;Materialfehler;0,073;78105,79
52014;778193;361;1285;Optischer Fehler;0,0406;21520,29
11288;86096;318;523;Materialfehler;0,064;32507,97
78633;666720;214;107;Transportschaden;0,0357;14975,05
39360;717610;255;1297;Optischer Fehler;0,0673;25151,45
64992;663241;359;2101;Optischer Fehler;0,0668;64068,12
81754;134978;199;1841;Montagefehler;0,0385;13656,9
26662;761158;491;1421;Transportschaden;0,0525;12980,87
96801;690859;253;958;Optischer Fehler;0,0275;27553,12
70396;535134;123;600;Funktionsfehler;0,0294;13027,84
94099;578020;135;1844;Funktionsfehler;0,0563;58520,9
63144;369929;230;601;Optischer Fehler;0,0504;16481,62
96088;545682;418;2741;Funktionsfehler;0,0351;8956,69
84196;788633;491;1334;Montagefehler;0,0682;24016,58
15771;99087;29;2790;Montagefehler;0,0617;26138,05
83127;655663;213;2570;Montagefehler;0,0368;14626,33
96961;422778;53;1879;Optischer Fehler;0,0395;16833,7
79990;477090;499;2947;Materialfehler;0,046;10471,28
38552;236560;145;1095;Optischer Fehler;0,0503;5622,98
31847;725325;127;278;Montagefehler;0,039;10927,86
45407;524990;246;1786;Funktionsfehler;0,0453;36227,62
9303;8224;430;2622;Montagefehler;0,0334;12094,6
17842;209664;262;1771;Montagefehler;0,0347;5630,12
7054;260001;141;691;Optischer Fehler;0,0331;8455,15
20826;323762;258;2000;Funktionsfehler;0,0467;6467,92
1530;477265;157;62;Montagefehler;0,0697;33243,57
59824;356728;255;1252;Funktionsfehler;0,0416;7414,29
69500;366780;399;1370;Materialfehler;0,0578;37708,74
85096;326249;68;2150;Optischer Fehler;0,07;62593,81
51744;183899;378;2146;Funktionsfehler;0,0259;2532,62
5730;682319;489;2004;Optischer Fehler;0,0371;46228,08
78210;270278;355;702;Optischer Fehler;0,0571;2215,51
40556;453877;230;1599;Optischer Fehler;0,0379;2509,27
86724;513851;43;1736;Transportschaden;0,0781;32713,47
29675;769521;391;140;Transportschaden;0,0443;26207,03
23721;240747;56;1412;Funktionsfehler;0,0718;39435,95
83498;210662;282;2224;Materialfehler;0,0329;23180,18
47708;740870;294;2236;Transportschaden;0,0531;23253,73
49113;211203;178;1178;Montagefehler;0,05;66955,15
46676;14855;235;2611;Transportschaden;0,0342;8731,46
26634;484;323;1016;Transportschaden;0,1294;29230,74
15225;663715;101;1009;Montagefehler;0,0614;9160,64
87759;54911;190;78;Montagefehler;0,039;16797,57
26259;389044;493;2541;Transportschaden;0,0757;43244,43
11197;14648;121;1218;Transportschaden;0,0346;56190,3
63012;622164;399;946;Optischer Fehler;0,0444;5405,5
34641;291687;246;1425;Materialfehler;0,0685;7888,5
39608;426321;348;1384;Optischer Fehler;0,0449;60332,69
58876;713112;155;322;Montagefehler;0,0389;26293,49
84678;405526;452;1415;Transportschaden;0,0313;3815,96
44911;155741;24;436;Optischer Fehler;0,0321;21008,2
21880;275735;50;1844;Transportschaden;0,0403;5468,85
68938;772943;109;1562;Montagefehler;0,0487;11893,2
99113;114905;209;1269;Materialfehler;0,0332;5487,85
42803;639512;167;2083;Transportschaden;0,0222;12172,07
64137;246875;167;1644;Transportschaden;0,0564;16127,71
37919;610894;88;16;Materialfehler;0,0305;3673,93
29551;47618;390;2425;Funktionsfehler;0,0471;17510,53
31546;694544;91;2757;Optischer Fehler;0,0368;8721,88
65170;553778;446;2106;Materialfehler;0,0417;7477,52
61453;607881;474;1485;Montagefehler;0,0826;92744,83
94414;215674;104;426;Materialfehler;0,0853;39894,51
30501;28046;123;2194;Optischer Fehler;0,04;34469,95
40570;601991;473;2159;Optischer Fehler;0,0261;16900,0
86678;592501;157;942;Transportschaden;0,0884;33306,03
65241;741654;469;1540;Materialfehler;0,0286;1202,91
23148;106385;39;1103;Montagefehler;0,092;11227,64
19792;121203;406;451;Materialfehler;0,0262;15382,93
72624;308112;429;207;Funktionsfehler;0,0336;11204,87
20447;79407;294;2;Materialfehler;0,1243;7165,62
90972;706288;302;2404;Montagefehler;0,0409;8115,68
24293;458297;361;654;Montagefehler;0,0284;20900,86
11793;642655;283;1249;Transportschaden;0,0297;17279,31
59514;745150;164;573;Transportschaden;0,0467;7010,08
6365;756190;372;1687;Optischer Fehler;0,047;23683,95
88924;407943;213;2709;Optischer Fehler;0,0664;31108,53
56301;332139;160;1863;Optischer Fehler;0,0835;3635,58
91400;595665;404;2654;Materialfehler;0,0345;21556,89
22960;483518;420;408;Optischer Fehler;0,0505;24520,65
712;26571;337;2874;Optischer Fehler;0,0448;41019,31
22599;578413;62;1919;Optischer Fehler;0,0463;29847,09
91038;726741;330;2467;Optischer Fehler;0,0868;2817,02
37883;319333;250;875;Montagefehler;0,0657;16815,23
94152;662919;115;947;Transportschaden;0,0476;21510,62
60687;182999;314;1137;Funktionsfehler;0,0449;35257,05
84579;326217;408;1257;Funktionsfehler;0,0444;15001,96
22893;213417;200;1621;Materialfehler;0,0545;57006,98
69893;161104;105;1197;Montagefehler;0,0571;23504,36
81835;506886;469;1830;Materialfehler;0,0461;11614,52
11363;699985;244;229;Materialfehler;0,0342;14231,91
28993;632799;131;1864;Optischer Fehler;0,0287;2342,56
36099;88971;420;1294;Montagefehler;0,0765;21956,73
51286;544574;6;1116;Materialfehler;0,0386;7582,56
43167;47921;5;2007;Funktionsfehler;0,0528;22517,15
93214;139256;143;1892;Materialfehler;0,0736;44408,74
9935;633885;375;1524;Montagefehler;0,0751;14982,99
98372;706963;14;409;Materialfehler;0,0623;4721,06
12296;246535;36;484;Funktionsfehler;0,0453;10053,63
85127;103840;116;4;Transportschaden;0,0364;4531,86
22403;189949;342;2543;Montagefehler;0,0651;56940,71
43585;92452;477;807;Materialfehler;0,0482;23070,77
65639;589123;15;1170;Optischer Fehler;0,0382;7052,46
28245;327535;315;2559;Materialfehler;0,0382;30865,86
56512;250065;251;2686;Optischer Fehler;0,0199;34114,6
95794;52853;32;2967;Transportschaden;0,0767;53309,3
74056;131369;45;1396;Funktionsfehler;0,0588;47230,73
51999;284912;118;543;Funktionsfehler;0,0375;17723,54
39113;19669;378;546;Funktionsfehler;0,0277;20036,17
98212;149550;61;2936;Materialfehler;0,0536;4825,75
18610;218292;8;1050;Transportschaden;0,0483;42892,92
83848;179906;410;2513;Funktionsfehler;0,0519;10688,98
72054;308219;198;1360;Optischer Fehler;0,0227;5092,44
29294;126703;443;2517;Funktionsfehler;0,0594;79277,73
11273;272401;144;307;Funktionsfehler;0,0419;23589,69
68681;94159;222;2078;Transportschaden;0,035;12538,53
40900;432487;384;2816;Materialfehler;0,0445;2374,31
1695;103824;173;2751;Montagefehler;0,0383;6913,51
5212;434016;211;2291;Optischer Fehler;0,0241;4262,75
92613;764714;139;1159;Funktionsfehler;0,0441;3746,35
93249;467040;405;448;Transportschaden;0,0406;5482,28
44637;66952;355;633;Montagefehler;0,1076;8124,02
46054;507768;272;2285;Materialfehler;0,039;1528,98
73143;168683;193;192;Optischer Fehler;0,0631;22339,41
98623;274790;347;905;Montagefehler;0,0275;23200,11
16333;658396;57;116;Transportschaden;0,0249;29845,14
32763;367843;50;200;Transportschaden;0,0636;6110,02
46485;246946;408;287;Montagefehler;0,0793;8796,57
71955;231017;365;2207;Materialfehler;0,0414;5088,41
12174;182978;317;2323;Optischer Fehler;0,0322;13210,96
97714;273037;49;2957;Materialfehler;0,0733;66573,44
24760;158598;220;1679;Montagefehler;0,0453;7897,74
73907;706883;282;691;Funktionsfehler;0,0435;4359,15
63264;33670;13;439;Funktionsfehler;0,0475;24920,93
21524;245447;500;72;Montagefehler;0,0425;2575,64
95472;438472;297;46;Transportschaden;0,0658;27623,33
6657;389448;78;405;Funktionsfehler;0,0365;13900,91
28689;86152;68;2662;Transportschaden;0,0371;13041,38
61916;167383;353;1579;Transportschaden;0,0621;28338,59
90722;86587;163;837;Optischer Fehler;0,0536;6241,87
28536;380796;130;437;Optischer Fehler;0,0239;14043,01
68031;633671;480;1790;Materialfehler;0,0621;39472,03
9404;484253;58;2396;Funktionsfehler;0,0347;21283,01
32534;600871;127;2068;Montagefehler;0,0621;11335,15
776;115333;432;1018;Optischer Fehler;0,0621;20100,04
56388;114610;128;2771;Montagefehler;0,0297;8578,04
32326;679972;9;2448;Optischer Fehler;0,0505;20581,75
87988;221521;101;2366;Optischer Fehler;0,0543;35183,23
69464;753429;338;1463;Funktionsfehler;0,0434;21918,39
43276;373990;127;2288;Transportschaden;0,0453;13565,25
33468;121813;318;919;Transportschaden;0,0484;12756,93
38150;643020;75;2936;Optischer Fehler;0,0582;21329,98
14679;249649;243;1637;Funktionsfehler;0,0266;5740,64
22998;26268;143;899;Materialfehler;0,0553;64311,97
59053;207864;453;531;Transportschaden;0,0602;4858,48
54203;38980;397;46;Materialfehler;0,0847;33140,66
96071;274174;476;903;Optischer Fehler;0,0711;10185,49
14299;557755;413;2898;Materialfehler;0,0306;5535,42
84074;632659;307;1259;Montagefehler;0,0706;12062,65
92897;566837;134;1208;Montagefehler;0,0787;30306,56
94548;321033;358;1989;Funktionsfehler;0,0335;25658,79
45433;508400;74;62;Montagefehler;0,0325;7549,32
60092;185559;139;735;Transportschaden;0,0453;23905,12
60433;452465;129;2760;Transportschaden;0,0306;7631,61
49041;206646;302;2340;Transportschaden;0,0339;27792,69
76146;87859;153;1735;Transportschaden;0,0388;23503,36
38592;418760;389;129;Optischer Fehler;0,0239;3020,73
13874;201435;450;2122;Optischer Fehler;0,0559;14007,51
22975;557501;87;1942;Materialfehler;0,0353;23095,79
