Finanz_ID;Produktionsauftrag_ID;Umsatz;Materialkosten;Energiekosten;Produktionskosten;Gewinn
88529;157868;127471,86;4248,0;446,04;5854,04;121617,82
346003;223854;3908520,56;81612,5;7834,8;100420,3;3808100,26
9980;431165;451470,22;15763,62;1809,39;22411,02;429059,2
196430;294622;291598,5;7300,0;766,5;8915,5;282683,0
97711;357740;2195578,96;44673,5;4334,28;58137,78;2137441,18
365927;309623;470395,8;11072,25;1118,88;14041,13;456354,67
206844;392058;872930,96;29148,62;3135,99;37016,62;835914,34
298702;136989;2195436,1;46283,88;4605,81;57638,68;2137797,42
264921;526978;146476,83;3932,0;412,86;4761,86;141714,97
382085;713220;1252937,4;26414,25;2628,54;32864,79;1220072,61
301639;392175;1221075,66;32628,62;3510,39;42471,02;1178604,64
127582;524039;125344,78;2728,0;286,44;3446,44;121898,34
328914;398983;1018125,15;25060,0;2631,3;32385,3;985739,85
61236;475942;2087434,18;44862,5;4306,8;56661,3;2030772,88
23585;389394;1238582,0;32178,12;3309,75;41546,88;1197035,12
224641;177629;599621,22;14577,75;1473,12;19144,87;580476,35
217535;298276;1099018,48;30716,0;3225,18;44224,18;1054794,3
17880;380797;290880,18;6503,62;647,19;8075,82;282804,36
330507;115040;384020,48;10496,0;1044,48;13868,48;370152,0
192036;62679;656276,04;25538,62;2931,39;36584,02;619692,02
149420;656545;367546,8;10599,5;1140,36;14469,86;353076,94
112260;17633;514085,58;13788,0;1447,74;17487,74;496597,84
359453;67980;661518,0;13406,25;1287,0;18363,25;643154,75
108164;791576;1342394,25;33259,38;3578,25;43222,62;1299171,62
197139;709821;1671869,6;39178,0;3959,04;50250,04;1621619,56
324515;416245;271693,82;7754,5;858,96;10577,46;261116,36
309710;610050;896911,51;24167,88;2600,13;30332,0;866579,5
376117;647416;337907,24;7892,5;811,8;9796,3;328110,94
270338;131442;1063240,92;21467,25;2082,78;27243,03;1035997,89
215955;556509;524905,92;17931,38;2058,21;23697,58;501208,33
154872;479355;576097,95;14180,0;1488,9;19490,9;556607,05
114153;88307;1354532,3;29480,0;3095,4;42236,4;1312295,9
49923;186277;563704,96;13832,0;1397,76;17959,76;545745,2
242556;167854;638293,4;15024,25;1518,24;18544,49;619748,91
1758;328792;719699,52;16346,0;1604,88;21135,88;698563,64
355731;798720;515115,23;10757,12;1043,67;14272,8;500842,44
129356;455017;790577,55;15394,5;1511,46;20363,96;770213,59
26697;7711;70403,2;2918,5;323,28;3855,78;66547,42
354915;555718;83201,88;2071,0;209,28;2750,28;80451,6
293168;576536;837512,4;18535,0;1819,8;24024,8;813487,6
384259;399698;141563,52;3168,0;311,04;4222,04;137341,48
254478;698725;131964,12;2920,5;286,74;3821,24;128142,88
98682;409359;759889,2;29463,0;3381,84;37811,84;722077,36
183937;330180;1627329,32;40593,5;4102,08;52976,58;1574352,74
242381;179227;1723482,81;40910,62;4207,95;52610,58;1670872,24
46125;393751;1739651,6;38605,0;3970,8;51144,8;1688506,8
114332;26469;464882,51;14918,37;1712,37;19504,74;445377,76
31332;446556;1837627,92;37575,0;3607,2;48439,2;1789188,72
25334;572078;1088296,0;21683,75;2191,2;27802,95;1060493,05
243362;184211;1499692,32;35772,0;3512,16;43576,16;1456116,16
104502;267280;295230,26;6149,0;603,72;7533,72;287696,54
162442;718480;623050,56;25480,12;2741,31;34257,44;588793,12
64371;532497;1799272,74;45111,0;4429,08;55576,08;1743696,66
205501;270759;2163584,22;51665,12;5141,31;63661,44;2099922,78
131572;725867;1975066,52;42268,75;4057,8;53492,55;1921573,97
33934;157593;390532,48;13432,0;1541,76;16914,76;373617,72
192144;182074;1571196,52;38591,88;3969,45;50311,32;1520885,2
108756;89587;2049135,29;42429,87;4222,29;53841,16;1995294,12
98116;411504;284440,86;5868,5;576,18;7536,68;276904,18
43428;517077;704869,2;19920,0;2091,6;28449,6;676419,6
227915;183904;260471,57;9122,38;1047,09;11807,46;248664,1
265555;14367;604383,78;19259,62;2210,67;26361,3;578022,48
80989;69585;1302635,44;36917,0;3971,76;47766,76;1254868,68
246593;202790;1181799,36;24738,0;2499,84;33243,84;1148555,52
350698;672424;823583,76;20967,0;2255,76;28644,76;794939,0
393130;687750;372288,0;15225,0;1638,0;20753,0;351535,0
256078;77367;364414,57;10791,62;1161,03;15531,66;348882,92
147810;690055;502426,8;18954,0;2099,52;25785,52;476641,28
261749;756146;1557610,07;35921,12;3574,59;44553,72;1513056,35
278678;298721;654350,56;23055,5;2553,84;28369,34;625981,22
52787;140010;1403030,72;31850,0;3057,6;45349,6;1357681,12
89026;598406;1594801,6;38203,0;3750,84;48285,84;1546515,76
118097;114172;2596201,92;49725,0;4773,6;62703,6;2533498,32
332460;756013;299153,92;7904,0;798,72;10067,72;289086,2
332203;290802;756847,65;19254,62;1916,07;24355,7;732491,96
260218;419843;1338271,2;30686,25;3156,3;41789,55;1296481,65
246242;714757;2481918,18;48280,75;4684,26;63369,01;2418549,17
169319;414812;1191786,52;29041,25;2987,1;39763,35;1152023,17
361429;314796;564071,04;11583,0;1137,24;14752,24;549318,8
397881;593130;243853,3;8507,88;915,33;10879,2;232974,1
295917;138925;155453,6;4085,0;412,8;5134,8;150318,8
341869;416131;149651,72;4799,5;516,36;6225,86;143425,86
9071;205131;999906,62;20345,12;1973,91;26391,04;973515,58
16243;22375;708758,4;25870,0;2865,6;34938,6;673819,8
339619;507403;810442,08;29581,5;3276,72;40866,22;769575,86
51543;610901;1485417,3;29419,5;2888,46;37039,96;1448377,34
78664;102107;1269529,04;28075,0;2695,2;38391,2;1231137,84
277164;543465;3208403,24;64636,75;6271,14;78005,89;3130397,35
273704;559306;355519,5;11147,5;1234,8;14596,3;340923,2
151590;767796;711247,5;17527,5;1771,2;24242,7;687004,8
314362;252864;338395,15;6981,25;670,2;8849,45;329545,7
235330;113998;497194,84;11099,0;1089,72;14425,72;482769,12
194044;279071;823135,6;27118,0;3003,84;35285,84;787849,76
9142;436173;1163463,0;26137,5;2601,0;32484,5;1130978,5
357751;112526;527581,25;14046,88;1511,25;18121,12;509460,12
146301;604307;1755856,8;43795,0;4425,6;57517,6;1698339,2
144029;478028;872986,0;20425,0;2064,0;24946,0;848040,0
372125;652647;1005908,7;26744,0;2808,12;37196,12;968712,58
320401;51122;1486912,9;32468,75;3117,0;41659,75;1445253,15
325297;651445;1716172,92;37834,5;3714,66;48245,16;1667927,76
244275;395918;1309883,19;28393,75;2725,8;35487,55;1274395,64
34979;588819;370359,21;9324,25;942,24;12086,49;358272,72
135016;534577;745794,0;24570,0;2721,6;34510,6;711283,4
268710;748478;1912382,46;42757,87;4254,93;57841,8;1854540,66
106508;92076;1482453,52;32050,0;3076,8;39380,8;1443072,72
206873;654033;689945,28;17780,0;1828,8;24302,8;665642,48
117741;15141;623590,46;13362,5;1282,8;18065,3;605525,16
223800;485165;172793,25;4488,75;453,6;5958,35;166834,9
108294;290061;656339,0;25333,75;2806,2;34289,95;622049,05
257300;483311;941853,3;36518,25;4191,66;46988,91;894864,39
143773;611459;659050,4;13301,0;1290,48;16828,48;642221,92
23449;700596;1978834,9;40566,88;3935,85;54292,72;1924542,17
109498;108917;1237032,0;35437,5;3645,0;45816,5;1191215,5
82476;633370;677154,42;23965,5;2654,64;33475,14;643679,28
213360;82736;1442962,73;33596,75;3395,04;47198,79;1395763,94
270012;241142;1258210,8;28798,0;2827,44;36721,44;1221489,36
13791;573717;1182820,86;37898,25;4350,06;48322,31;1134498,55
300085;272398;529779,04;11910,5;1185,24;15385,74;514393,3
344487;617457;1334446,16;30206,0;2965,68;39973,68;1294472,48
266295;136114;1630733,56;34660,75;3502,56;46239,31;1584494,25
15349;31538;149240,0;3575,0;351,0;4267,0;144973,0
273211;53165;914517,6;21089,38;2098,65;28132,02;886385,58
58384;342715;165737,6;4228,0;443,94;5270,94;160466,66
388081;485789;311402,0;9838,25;1129,26;13530,51;297871,49
156322;95885;1380187,14;38682,38;4161,69;52232,06;1327955,08
183858;756570;584002,2;16841,75;1811,94;22308,69;561693,51
238528;459186;1313723,45;28517,5;2799,9;42995,4;1270728,05
69270;614399;1155920,66;26913,5;2719,68;34198,18;1121722,48
395040;416954;2469720,54;55025,25;5338,62;69220,87;2400499,67
348519;219480;216366,25;4922,5;483,3;6239,8;210126,45
135626;515210;1112683,32;29732,25;3198,78;36571,03;1076112,29
108733;703507;1042651,82;23639,0;2320,92;30539,92;1012111,9
254412;707865;786677,9;17708,0;1859,34;22911,34;763766,56
247247;627603;2146744,17;42019,87;4181,49;54990,36;2091753,8
127441;69541;2049635,1;41365,88;4013,37;50725,25;1998909,86
144913;749167;1798499,5;37643,75;3804,0;48090,75;1750408,75
210694;247869;1058995,2;22560,0;2188,8;27857,8;1031137,4
53926;321078;700999,04;23828,0;2735,04;31348,04;669651,0
179456;436352;121275,74;3487,37;400,29;4372,66;116903,08
230178;69436;324775,39;13061,75;1446,84;18201,59;306573,8
79870;561205;1862876,88;46094,0;4657,92;59214,92;1803661,96
323653;706613;340350,66;18164,25;2084,94;23904,19;316446,47
282562;791654;2277607,44;49645,88;4940,37;61502,24;2216105,19
24490;139352;112897,38;4134,25;474,54;5518,79;107378,59
370458;389796;3225336,62;66931,25;6425,4;83032,65;3142303,97
262122;190527;1877612,94;44786,5;4397,22;62135,72;1815477,22
239815;707991;2269362,48;47951,75;4652,34;60953,09;2208409,39
125339;564140;381756,65;7537,62;731,31;10361,94;371394,72
284509;369325;602508,0;20118,75;2164,5;26742,25;575765,75
134351;262251;205206,76;5107,62;549,51;6688,14;198518,62
388038;224565;1295470,5;25657,5;2519,1;32089,6;1263380,9
196392;567174;693141,6;17692,5;1819,8;22477,3;670664,3
256458;169654;912050,67;33398,88;3833,61;42601,48;869449,18
292786;205543;752334,66;21211,75;2434,74;27900,49;724434,17
40345;612069;68413,78;2102,75;232,92;2911,67;65502,11
164828;392854;524029,56;11987,38;1192,89;15872,26;508157,3
22032;527658;559944,32;19604,0;2109,12;26005,12;533939,2
97004;625291;2723969,43;53606,25;5146,2;73001,45;2650967,98
205163;256139;308246,97;6881,25;660,6;8701,85;299545,12
121785;428162;836061,73;31918,25;3535,56;42217,81;793843,92
162949;757738;2519449,17;58203,62;5646,99;71274,61;2448174,55
384141;284610;1229704,01;25619,87;2549,49;32810,36;1196893,64
357276;552466;729934,8;20186,25;2076,3;25879,55;704055,25
254349;640341;93218,4;2782,0;308,16;3598,16;89620,24
180717;84470;2313081,54;55959,75;5654,88;68833,63;2244247,91
103979;652952;766353,37;20945,87;2084,37;28232,24;738121,12
300972;473144;768526,58;26915,75;3089,46;34312,21;734214,37
399148;534687;754962,84;15803,25;1596,96;19705,21;735257,63
156356;313830;2458404,24;51598,5;5134,68;65211,18;2393193,06
86938;299735;389476,46;9834,5;1089,36;12925,86;376550,6
146602;353717;786546,88;24280,75;2689,56;33992,31;752554,57
79333;51672;1158631,2;29199,38;3141,45;39635,82;1118995,38
98017;759531;2587482,74;57762,5;5545,2;71004,7;2516478,04
182006;98751;424327,36;10412,0;1052,16;14171,16;410156,2
35102;198321;397769,68;8013,5;777,48;10458,98;387310,7
241082;501662;945817,6;22400,0;2304,0;29815,0;916002,6
202860;671489;2090005,83;43015,5;4223,34;51818,84;2038186,99
9586;53681;322388,2;10621,0;1176,48;14413,48;307974,72
286588;330698;1126677,08;29606,75;2991,84;36693,59;1089983,49
27913;354361;54401,86;2607,62;299,31;3467,94;50933,92
261844;239926;1542697,32;37891,88;3897,45;45861,32;1496836,0
47449;677864;145626,0;3331,25;331,5;4860,75;140765,25
120495;151908;935515,21;29228,0;3068,94;39500,94;896014,27
35806;379449;1300256,64;28776,0;2825,28;36515,28;1263741,36
52619;66419;638297,6;16450,0;1692,0;21433,0;616864,6
388951;309958;769033,44;17766,0;1723,68;23652,68;745380,76
42323;577502;362429,34;12125,75;1343,16;16175,91;346253,43
183734;72725;117019,42;3656,0;383,88;4456,88;112562,54
49373;669007;1390671,52;34711,25;3570,3;43498,55;1347172,97
390445;306342;810578,01;19565,25;1977,12;28746,37;781831,64
246490;632112;121429,47;2513,5;246,78;3518,28;117911,19
116027;159115;352752,89;6938,38;673,17;8756,54;343996,34
12840;744271;1186791,7;29755,0;2921,4;41685,4;1145106,3
153425;141840;1498231,26;41508,0;4358,34;53328,34;1444902,92
36050;265776;253982,68;6186,25;636,3;8672,55;245310,13
133876;449324;383536,2;10053,75;1034,1;12778,85;370757,35
319499;148110;1225949,16;27131,5;2663,82;34504,32;1191444,84
133741;284659;1703082,12;41352,0;4341,96;53314,96;1649767,16
190714;384641;233526,45;12463,12;1430,55;16926,68;216599,78
184987;200080;1722112,56;37669,5;3698,46;50194,96;1671917,6
120112;525503;2680461,4;52623,5;5236,68;66247,18;2614214,22
324491;688032;956631,9;30884,0;3242,82;38729,82;917902,08
253473;49149;644741,88;22187,75;2457,72;29923,47;614818,41
72662;98115;716013,48;16957,5;1744,2;21029,7;694983,78
61454;211518;629857,08;14512,0;1523,76;19288,76;610568,32
325432;511767;284100,6;7460,62;856,35;9825,97;274274,63
287026;419267;3093486,4;65500,0;6288,0;82488,0;3010998,4
82214;681962;603149,87;13627,75;1377,12;17423,87;585726,0
278283;199748;1315568,87;35448,88;3813,81;46193,68;1269375,18
21606;41490;1189881,0;32951,25;3545,1;41205,35;1148675,65
259613;281187;458184,34;9368,75;899,4;12103,15;446081,19
131131;715243;1335984,16;33346,25;3429,9;46020,15;1289964,01
262066;381828;1752322,2;37334,0;3665,52;47005,52;1705316,68
350956;653605;2796041,9;67386,25;6537,9;82440,15;2713601,75
209810;178196;484332,34;12546,12;1349,79;17133,92;467198,42
212808;188006;633473,28;18216,0;2090,88;25364,88;608108,4
234576;497280;189638,16;4092,0;401,76;5054,76;184583,4
19596;451563;1318311,36;29392,0;2885,76;38829,76;1279481,6
374486;785476;1755804,6;36993,0;3738,24;45895,24;1709909,36
235188;226015;843732,24;21242,0;2146,56;29576,56;814155,68
48145;364183;2284294,25;50378,12;4887,75;66420,88;2217873,38
47409;6208;1547031,11;32231,12;3207,39;43226,52;1503804,6
147200;666604;307095,84;7914,38;814,05;10798,42;296297,41
21531;9139;1301379,16;29051,0;2852,28;36559,28;1264819,88
93327;111422;620141,61;27332,62;3137,31;35838,94;584302,68
299015;40942;1697331,0;35362,5;3519,0;46464,5;1650866,5
244292;432779;252164,77;7811,37;896,61;10231,98;241932,79
23562;387024;875919,9;23288,0;2445,24;29843,24;846076,66
392325;294246;1379719,75;30629,5;3007,26;45261,76;1334457,99
292969;447445;471385,2;11725,0;1206,0;14895,0;456490,2
104706;558471;990638,26;20792,12;2069,07;28427,19;962211,06
254381;77603;2574640,9;54769,0;5377,32;67001,32;2507639,58
248180;158632;2713055,18;56507,0;5547,96;68295,96;2644759,22
70387;75679;303037,2;11641,5;1289,52;15676,02;287361,18
346055;538511;1273949,98;31259,75;3158,88;47006,63;1226943,35
174225;271331;464868,25;15596,87;1790,25;20807,12;444061,12
22328;300596;300311,82;10588,62;1215,39;13965,02;286346,8
229490;156281;144023,04;7567,0;868,56;10490,56;133532,48
197515;451825;208345,44;5162,0;555,36;6862,36;201483,08
102703;161085;1157110,95;30764,0;3230,22;39469,22;1117641,73
28668;403644;928256,0;23680,0;2486,4;30200,4;898055,6
188621;153385;955051,02;26927,25;3090,78;35531,03;919519,99
6102;368254;598040,96;20429,75;2344,98;27688,73;570352,23
331163;65133;1780576,16;36950,0;3547,2;51303,2;1729272,96
170334;749651;1526515,56;36279,88;3610,29;45873,16;1480642,39
17390;671519;415080,49;12652,0;1328,46;16232,46;398848,03
236965;576798;1362492,2;33079,38;3402,45;40265,82;1322226,38
301574;15611;436475,6;8569,0;852,72;11203,72;425271,88
307663;33232;582426,25;20881,25;2313,0;27175,25;555251,0
41754;36084;1257806,09;28419,25;2871,84;37418,09;1220388,0
323383;343296;798130,56;27278,0;3131,04;34830,04;763300,52
363643;544213;97462,96;3783,5;434,28;5339,78;92123,18
136858;90008;361248,16;13271,0;1523,28;18525,28;342722,88
58149;511542;686682,33;17956,0;1885,38;23898,38;662783,95
378846;360317;642183,5;12631,25;1225,5;16017,75;626165,75
294542;791442;494832,0;17537,5;2013,0;23129,5;471702,5
220534;183126;62067,56;3254,5;373,56;4591,06;57476,5
172157;651431;819088,52;23900,5;2647,44;29929,94;789158,58
105520;195502;1752637,2;35518,75;3409,8;43114,55;1709522,65
20086;554224;1950309,96;41453,25;4188,96;55106,21;1895203,75
133494;182006;2486135,52;50325,0;4831,2;61920,2;2424215,32
6034;399342;1359231,77;30816,5;3025,62;39044,12;1320187,65
112490;278706;265886,45;7588,75;840,6;10006,35;255880,1
73247;356204;386301,12;13611,0;1507,68;17734,68;368566,44
94589;630246;451660,2;15475,12;1664,91;20211,04;431449,16
358359;282518;1065702,8;25873,75;2661,3;33358,05;1032344,75
198870;669522;832673,79;25871,62;2783,43;33235,06;799438,74
166138;592195;506395,69;14351,38;1544,01;19535,39;486860,3
367591;797423;520011,76;11926,25;1226,7;15222,95;504788,81
272089;607891;581593,14;15603,25;1728,36;21062,61;560530,53
71924;500666;733435,94;20785,75;2236,26;26730,01;706705,93
70811;206724;588956,4;23117,25;2560,68;32532,93;556423,47
14992;650529;613026,26;20567,75;2360,82;29404,57;583621,69
220645;259456;708694,14;18568,0;1949,64;25188,64;683505,5
260416;293828;1589209,32;37222,5;3828,6;50333,1;1538876,22
306013;54693;1001078,72;31004,0;3558,72;39620,72;961458,0
197743;96186;1347292,8;32274,0;3168,72;40955,72;1306337,08
252007;799302;636954,12;17088,5;1892,88;21635,38;615318,74
290733;591264;944190,8;22043,0;2138,64;28018,64;916172,16
270849;27805;583321,3;14481,25;1489,5;17790,75;565530,55
391626;72758;422278,08;10290,0;1058,4;13926,4;408351,68
212194;390620;93508,82;4482,12;514,47;6088,6;87420,22
77241;740110;359505,63;7441,5;730,62;9423,12;350082,51
284643;12956;2563342,98;53193,75;5106,6;70092,35;2493250,63
151989;482183;251101,62;5989,5;588,06;7881,56;243220,06
338058;663435;224748,65;8714,12;1000,23;11170,36;213578,3
76820;30149;986716,94;25559,87;2749,89;34709,76;952007,18
255506;337433;991737,5;29168,75;3231,0;38640,75;953096,75
234643;306929;1772290,23;44434,5;4362,66;56380,16;1715910,07
241485;704035;1931099,04;42282,38;4102,29;50987,66;1880111,38
357288;271478;1655786,08;37914,5;3831,36;49965,86;1605820,22
399714;444673;675841,2;15510,0;1522,8;20672,8;655168,4
67254;562113;823072,32;28644,75;3081,78;35927,53;787144,79
175641;561716;641853,87;23606,62;2709,63;31010,26;610843,62
12250;745391;439832,55;10521,25;1063,2;14276,45;425556,1
377778;281056;587479,2;16269,0;1750,32;20567,32;566911,88
301931;339070;1196607,46;33922,75;3649,62;43578,37;1153029,09
292290;4534;795841,2;17545,0;1722,6;24378,6;771462,6
105784;94571;1864542,6;42127,5;4192,2;53796,7;1810745,9
150196;315756;1104516,98;23118,25;2336,16;30853,41;1073663,57
61216;8845;633994,26;17735,25;1964,52;23756,77;610237,49
207505;218918;279153,6;7480,0;785,4;10009,4;269144,2
29198;167813;706958,28;16863,0;1655,64;20755,64;686202,64
179556;651769;785449,98;18873,75;1941,3;24758,05;760691,93
170910;33063;2886366,32;61850,0;5937,6;75939,6;2810426,72
69508;625115;375758,25;8371,88;812,25;11307,12;364451,12
181827;449423;742658,6;18249,5;1844,16;25462,66;717195,94
210330;136760;1030078,0;23275,0;2352,0;28842,0;1001236,0
123913;456670;1282270,22;33215,88;3573,57;42863,44;1239406,77
211299;410425;406953,25;10965,62;1179,75;13707,38;393245,88
131866;573764;278649,16;14156,5;1624,92;18617,42;260031,74
297108;199079;460467,98;9276,62;900,03;11647,66;448820,32
169687;449484;1274978,44;31966,0;3138,48;39836,48;1235141,96
15398;585498;2401928,17;49594,62;4935,27;62749,9;2339178,28
200030;741373;463500,8;19214,0;2128,32;24504,32;438996,48
78139;737791;2035202,18;49124,5;4964,16;62839,66;1972362,52
212473;512966;1146236,07;36130,12;4147,11;47557,24;1098678,83
363035;269789;1672365,31;32894,12;3191,43;39300,56;1633064,76
49933;302938;369735,6;10960,0;1150,8;13998,8;355736,8
125500;76285;2956483,2;66000,0;6336,0;82687,0;2873796,2
184973;92727;2826289,9;57040,38;5534,13;69581,5;2756708,4
183945;554650;718973,04;16329,5;1603,26;21079,76;697893,28
160367;92623;138283,9;3467,5;350,4;4871,9;133412,0
341570;426059;681366,66;29490,5;3266,64;37451,14;643915,52
289341;422268;249776,64;13478,0;1547,04;17224,04;232552,6
178490;375525;643923,96;18519,38;1904,85;23040,22;620883,74
260516;660219;2304114,12;48667,5;5005,8;61893,3;2242220,82
241138;122320;358120,89;7106,25;682,2;8971,45;349149,44
372814;238833;1463446,3;28730,75;2859,06;35699,81;1427746,49
166841;122732;378239,47;8443,75;810,6;11218,35;367021,12
224443;619012;1656189,71;34586,12;3355,59;43613,72;1612576,0
141406;140861;514055,36;14224,0;1493,52;19296,52;494758,84
210794;276988;651656,24;18668,12;1920,15;24501,28;627154,96
71230;402258;1383319,74;28706,25;2755,8;36065,05;1347254,69
85311;522839;434665,82;10169,75;1027,68;13654,43;421011,39
31116;552928;3681684,33;73056,25;7013,4;89897,65;3591786,68
8124;35025;1933163,28;43906,5;4310,82;59114,32;1874048,96
380917;9430;1622726,28;33018,75;3169,8;44173,55;1578552,73
361995;433338;2229648,12;52447,5;5394,6;65152,1;2164496,02
283497;221654;2049895,54;51309,5;5184,96;61438,46;1988457,08
241980;703085;990255,84;30297,75;3259,62;39434,37;950821,47
22756;743686;439722,8;9125,0;876,0;11525,0;428197,8
262334;44749;1402355,55;31052,37;3090,09;40724,46;1361631,08
193618;486372;970677,72;27916,88;2871,45;35975,32;934702,4
223055;622739;255041,88;7900,5;906,84;11150,34;243891,54
269903;730871;1416692,16;30888,0;3032,64;42474,64;1374217,52
230301;292399;1591320,0;31706,25;3204,0;38603,25;1552716,75
181387;428948;228545,46;5196,75;517,14;7495,89;221049,57
185700;521151;176877,96;3577,88;347,13;4380,0;172497,96
302816;486944;466726,47;9746,62;945,63;12307,26;454419,22
319382;410609;720736,9;23744,5;2630,16;31121,66;689615,24
347026;686366;885072,87;23848,88;2565,81;31214,68;853858,18
145663;733048;2511771,92;52573,0;5312,64;65741,64;2446030,28
188217;266938;1142033,76;25632,0;2691,36;35239,36;1106794,4
43779;523178;1089025,07;22995,5;2257,74;28195,24;1060829,83
51231;404714;371355,18;9243,5;934,08;12247,58;359107,6
374346;463222;244295,91;5519,62;549,27;6978,9;237317,02
4649;506011;480910,5;12600,0;1323,0;16251,0;464659,5
121686;263591;1298921,96;30390,5;3071,04;38625,54;1260296,42
397117;597404;2339803,73;48921,12;4746,39;60067,52;2279736,22
43284;785639;1433737,6;28566,5;2886,72;40166,22;1393571,38
