Sicherheitsfall_ID;Datum;Maschinen_ID;Schweregrad;Sicherheitsverstöße;Produktionsausfall_h
5273;2021-10-21 00:00:00;130;Mittel;0;0,29
19453;2026-08-28 12:00:00;297;Niedrig;3;2,81
5060;2021-09-24 09:00:00;16;Mittel;2;0,89
472;2020-02-28 21:00:00;265;Mittel;3;0,93
10185;2023-06-27 00:00:00;91;Mittel;0;3,71
2457;2020-11-03 00:00:00;101;Niedrig;1;1,2
16673;2025-09-15 00:00:00;34;Mittel;2;3,11
16878;2025-10-10 15:00:00;134;Niedrig;3;3,78
6641;2022-04-10 00:00:00;286;Niedrig;5;2,81
19121;2026-07-18 00:00:00;43;Niedrig;3;2,56
9683;2023-04-25 06:00:00;50;Niedrig;4;8,19
2117;2020-09-21 12:00:00;119;Niedrig;4;0,09
11722;2024-01-05 03:00:00;136;Niedrig;3;8,55
10074;2023-06-13 03:00:00;253;Mittel;0;0,65
15317;2025-03-29 12:00:00;204;Mittel;1;2,4
5297;2021-10-24 00:00:00;70;Niedrig;2;0,13
13803;2024-09-21 06:00:00;145;Niedrig;3;5,45
4453;2021-07-10 12:00:00;100;Niedrig;1;7,04
16969;2025-10-22 00:00:00;180;Mittel;2;9,26
11727;2024-01-05 18:00:00;87;Mittel;1;3,62
17892;2026-02-14 09:00:00;20;Niedrig;1;0,71
490;2020-03-02 03:00:00;223;Mittel;1;1,17
13146;2024-07-01 03:00:00;262;Niedrig;2;23,2
3215;2021-02-05 18:00:00;294;Niedrig;2;11,5
493;2020-03-02 12:00:00;163;Niedrig;2;17,67
3256;2021-02-10 21:00:00;299;Niedrig;4;5,86
10001;2023-06-04 00:00:00;27;Mittel;2;1,5
3175;2021-01-31 18:00:00;96;Mittel;0;10,87
16031;2025-06-26 18:00:00;88;Niedrig;0;8,57
5698;2021-12-13 03:00:00;265;Niedrig;1;2,15
6986;2022-05-23 03:00:00;25;Hoch;2;10,76
10356;2023-07-18 09:00:00;274;Niedrig;0;3,14
18257;2026-04-01 00:00:00;265;Niedrig;1;3,03
19451;2026-08-28 06:00:00;139;Niedrig;0;4,15
14527;2024-12-20 18:00:00;24;Mittel;0;3,37
16713;2025-09-20 00:00:00;251;Hoch;0;1,77
17114;2025-11-09 03:00:00;232;Niedrig;2;1,41
7084;2022-06-04 09:00:00;297;Niedrig;0;2,77
11724;2024-01-05 09:00:00;8;Niedrig;2;1,4
11828;2024-01-18 09:00:00;290;Niedrig;3;4,06
16311;2025-07-31 18:00:00;139;Mittel;4;12,14
14200;2024-11-09 21:00:00;133;Hoch;0;3,51
13394;2024-08-01 03:00:00;39;Mittel;2;3,02
15468;2025-04-17 09:00:00;158;Niedrig;2;4,23
19253;2026-08-03 12:00:00;13;Niedrig;3;2,37
14054;2024-10-22 15:00:00;95;Niedrig;0;11,92
1606;2020-07-19 15:00:00;261;Niedrig;2;4,94
3070;2021-01-18 15:00:00;229;Mittel;1;1,71
12394;2024-03-29 03:00:00;220;Niedrig;2;12,17
16210;2025-07-19 03:00:00;3;Niedrig;3;5,23
13200;2024-07-07 21:00:00;96;Hoch;0;3,69
13041;2024-06-18 00:00:00;287;Niedrig;1;8,66
10512;2023-08-06 21:00:00;252;Niedrig;4;6,16
15588;2025-05-02 09:00:00;221;Niedrig;2;0,64
11198;2023-10-31 15:00:00;271;Niedrig;0;6,73
15116;2025-03-04 09:00:00;121;Niedrig;2;0,07
17595;2026-01-08 06:00:00;241;Niedrig;2;3,3
17925;2026-02-18 12:00:00;180;Mittel;2;0,25
17720;2026-01-23 21:00:00;180;Niedrig;3;5,16
8966;2023-01-25 15:00:00;77;Niedrig;1;0,54
15181;2025-03-12 12:00:00;16;Niedrig;0;0,11
17293;2025-12-01 12:00:00;182;Niedrig;1;2,93
3571;2021-03-22 06:00:00;98;Niedrig;1;2,4
9287;2023-03-06 18:00:00;154;Niedrig;3;11,67
5826;2021-12-29 03:00:00;140;Niedrig;2;0,63
8116;2022-10-11 09:00:00;15;Niedrig;5;1,5
2775;2020-12-12 18:00:00;157;Niedrig;3;3,1
16656;2025-09-12 21:00:00;233;Niedrig;1;4,14
18254;2026-03-31 15:00:00;162;Mittel;1;7,34
3172;2021-01-31 09:00:00;104;Niedrig;1;0,82
5538;2021-11-23 03:00:00;278;Mittel;1;0,17
14404;2024-12-05 09:00:00;5;Mittel;2;14,7
9175;2023-02-20 18:00:00;169;Niedrig;1;5,03
10331;2023-07-15 06:00:00;215;Niedrig;2;0,67
13986;2024-10-14 03:00:00;117;Mittel;5;0,33
5565;2021-11-26 12:00:00;16;Niedrig;4;2,71
5489;2021-11-17 00:00:00;189;Mittel;4;9,95
1806;2020-08-13 15:00:00;100;Niedrig;1;0,06
18793;2026-06-07 00:00:00;54;Mittel;3;0,91
17434;2025-12-19 03:00:00;120;Niedrig;4;2,95
13098;2024-06-25 03:00:00;24;Hoch;0;1,27
14678;2025-01-08 15:00:00;141;Mittel;2;0,76
17299;2025-12-02 06:00:00;194;Niedrig;1;5,23
12482;2024-04-09 03:00:00;248;Niedrig;1;0,22
6919;2022-05-14 18:00:00;174;Niedrig;2;1,49
2405;2020-10-27 12:00:00;20;Niedrig;1;5,08
10959;2023-10-01 18:00:00;211;Niedrig;1;1,58
5519;2021-11-20 18:00:00;83;Mittel;1;3,85
1141;2020-05-22 12:00:00;152;Niedrig;3;3,91
18480;2026-04-28 21:00:00;110;Niedrig;1;8,56
19570;2026-09-12 03:00:00;102;Niedrig;3;1,27
5656;2021-12-07 21:00:00;89;Mittel;1;2,97
1537;2020-07-11 00:00:00;55;Niedrig;3;0,27
18090;2026-03-11 03:00:00;174;Mittel;2;5,35
2867;2020-12-24 06:00:00;108;Niedrig;0;0,72
7680;2022-08-17 21:00:00;121;Niedrig;1;1,33
7503;2022-07-26 18:00:00;161;Niedrig;0;3,71
10791;2023-09-10 18:00:00;205;Mittel;3;1,82
6046;2022-01-25 15:00:00;292;Niedrig;0;0,6
8932;2023-01-21 09:00:00;256;Hoch;0;2,54
7006;2022-05-25 15:00:00;200;Niedrig;1;4,08
12754;2024-05-13 03:00:00;275;Niedrig;1;1,84
3983;2021-05-12 18:00:00;113;Niedrig;2;3,96
4394;2021-07-03 03:00:00;184;Mittel;2;0,91
19046;2026-07-08 15:00:00;287;Hoch;0;1,27
13253;2024-07-14 12:00:00;34;Niedrig;3;2,88
19173;2026-07-24 12:00:00;52;Mittel;0;0,83
18161;2026-03-20 00:00:00;67;Niedrig;1;4,97
577;2020-03-13 00:00:00;220;Niedrig;3;2,63
3164;2021-01-30 09:00:00;98;Niedrig;2;1,57
12725;2024-05-09 12:00:00;58;Mittel;2;0,19
11453;2023-12-02 12:00:00;265;Niedrig;2;3,94
8609;2022-12-12 00:00:00;168;Niedrig;0;1,76
4908;2021-09-05 09:00:00;238;Mittel;0;2,45
1309;2020-06-12 12:00:00;170;Mittel;3;10,01
5185;2021-10-10 00:00:00;25;Niedrig;0;9,94
5407;2021-11-06 18:00:00;79;Niedrig;0;0,95
12487;2024-04-09 18:00:00;240;Niedrig;1;2,98
587;2020-03-14 06:00:00;35;Mittel;1;0,18
11333;2023-11-17 12:00:00;224;Hoch;4;11,43
6077;2022-01-29 12:00:00;294;Mittel;0;3,89
3255;2021-02-10 18:00:00;107;Mittel;0;4,35
19184;2026-07-25 21:00:00;255;Mittel;1;2,32
5619;2021-12-03 06:00:00;61;Mittel;3;3,76
2298;2020-10-14 03:00:00;198;Niedrig;5;0,27
5865;2022-01-03 00:00:00;14;Mittel;2;2,78
7055;2022-05-31 18:00:00;18;Niedrig;2;11,05
12020;2024-02-11 09:00:00;94;Niedrig;1;0,82
4955;2021-09-11 06:00:00;31;Mittel;1;1,28
2302;2020-10-14 15:00:00;69;Niedrig;2;1,14
18164;2026-03-20 09:00:00;138;Niedrig;1;3,85
18436;2026-04-23 09:00:00;264;Niedrig;4;6,4
8404;2022-11-16 09:00:00;165;Mittel;1;7,45
3891;2021-05-01 06:00:00;239;Niedrig;1;4,67
6095;2022-01-31 18:00:00;185;Niedrig;2;0,66
14214;2024-11-11 15:00:00;232;Niedrig;1;0,93
7796;2022-09-01 09:00:00;158;Mittel;2;1,35
7234;2022-06-23 03:00:00;226;Niedrig;1;1,74
10199;2023-06-28 18:00:00;292;Niedrig;2;0,44
5195;2021-10-11 06:00:00;225;Mittel;5;11,89
8761;2022-12-31 00:00:00;113;Niedrig;2;9,66
15474;2025-04-18 03:00:00;89;Mittel;3;2,82
19608;2026-09-16 21:00:00;210;Mittel;1;3,24
7015;2022-05-26 18:00:00;216;Niedrig;2;0,87
13485;2024-08-12 12:00:00;244;Niedrig;3;0,53
4749;2021-08-16 12:00:00;36;Niedrig;4;6,87
18630;2026-05-17 15:00:00;133;Mittel;0;2,01
12007;2024-02-09 18:00:00;247;Niedrig;3;8,05
11891;2024-01-26 06:00:00;248;Mittel;1;2,69
18938;2026-06-25 03:00:00;11;Niedrig;1;4,38
10095;2023-06-15 18:00:00;107;Niedrig;3;9,5
4194;2021-06-08 03:00:00;13;Niedrig;1;1,99
14424;2024-12-07 21:00:00;1;Mittel;4;3,9
622;2020-03-18 15:00:00;145;Niedrig;2;8,57
7067;2022-06-02 06:00:00;11;Mittel;3;5,8
15521;2025-04-24 00:00:00;125;Hoch;3;5,66
19183;2026-07-25 18:00:00;106;Mittel;0;0,68
12069;2024-02-17 12:00:00;280;Niedrig;2;0,32
3489;2021-03-12 00:00:00;283;Niedrig;0;1,79
2351;2020-10-20 18:00:00;203;Hoch;4;0,53
9156;2023-02-18 09:00:00;191;Niedrig;2;0,26
8741;2022-12-28 12:00:00;74;Niedrig;3;13,29
16603;2025-09-06 06:00:00;176;Niedrig;0;0,0
9685;2023-04-25 12:00:00;92;Niedrig;1;1,55
7487;2022-07-24 18:00:00;133;Niedrig;2;3,95
18344;2026-04-11 21:00:00;173;Niedrig;1;3,25
4280;2021-06-18 21:00:00;119;Hoch;0;1,69
13527;2024-08-17 18:00:00;103;Mittel;1;0,47
5839;2021-12-30 18:00:00;106;Niedrig;3;2,06
19840;2026-10-15 21:00:00;189;Niedrig;4;0,04
9139;2023-02-16 06:00:00;18;Mittel;2;1,27
18166;2026-03-20 15:00:00;232;Niedrig;5;10,85
15040;2025-02-22 21:00:00;72;Niedrig;2;4,62
6714;2022-04-19 03:00:00;82;Niedrig;1;2,31
5268;2021-10-20 09:00:00;268;Niedrig;2;0,27
18854;2026-06-14 15:00:00;10;Niedrig;3;1,81
6586;2022-04-03 03:00:00;103;Niedrig;1;14,56
18545;2026-05-07 00:00:00;54;Mittel;3;0,51
16431;2025-08-15 18:00:00;159;Niedrig;5;1,33
13522;2024-08-17 03:00:00;208;Niedrig;3;2,83
7691;2022-08-19 06:00:00;134;Mittel;3;2,24
5887;2022-01-05 18:00:00;120;Niedrig;0;3,82
15723;2025-05-19 06:00:00;236;Hoch;2;2,46
8080;2022-10-06 21:00:00;77;Mittel;2;1,91
11026;2023-10-10 03:00:00;16;Mittel;2;8,46
6946;2022-05-18 03:00:00;44;Niedrig;2;2,53
6976;2022-05-21 21:00:00;227;Niedrig;2;3,24
14865;2025-02-01 00:00:00;74;Niedrig;5;21,08
3151;2021-01-28 18:00:00;228;Niedrig;2;5,62
2594;2020-11-20 03:00:00;110;Niedrig;3;2,98
6777;2022-04-27 00:00:00;162;Niedrig;3;0,14
12012;2024-02-10 09:00:00;45;Niedrig;0;0,35
14523;2024-12-20 06:00:00;189;Niedrig;3;7,69
16204;2025-07-18 09:00:00;46;Niedrig;2;2,29
19861;2026-10-18 12:00:00;136;Hoch;3;3,97
17131;2025-11-11 06:00:00;288;Niedrig;1;6,49
7255;2022-06-25 18:00:00;9;Niedrig;2;6,3
3966;2021-05-10 15:00:00;74;Niedrig;1;0,99
667;2020-03-24 06:00:00;138;Niedrig;1;14,69
8669;2022-12-19 12:00:00;67;Niedrig;2;2,43
18734;2026-05-30 15:00:00;177;Niedrig;0;0,27
9856;2023-05-16 21:00:00;8;Niedrig;4;0,21
8001;2022-09-27 00:00:00;144;Niedrig;3;3,06
14306;2024-11-23 03:00:00;184;Mittel;1;0,13
4069;2021-05-23 12:00:00;98;Niedrig;2;13,68
12855;2024-05-25 18:00:00;186;Niedrig;1;2,11
18768;2026-06-03 21:00:00;186;Niedrig;3;0,14
18018;2026-03-02 03:00:00;9;Mittel;1;8,29
6444;2022-03-16 09:00:00;38;Niedrig;2;1,08
2875;2020-12-25 06:00:00;216;Mittel;1;3,47
11809;2024-01-16 00:00:00;124;Niedrig;3;3,19
15683;2025-05-14 06:00:00;199;Niedrig;2;1,02
18127;2026-03-15 18:00:00;117;Niedrig;0;6,0
2500;2020-11-08 09:00:00;277;Niedrig;2;1,34
12262;2024-03-12 15:00:00;157;Niedrig;2;4,05
11012;2023-10-08 09:00:00;259;Niedrig;2;1,84
8827;2023-01-08 06:00:00;173;Niedrig;0;0,52
1269;2020-06-07 12:00:00;72;Niedrig;2;1,94
17341;2025-12-07 12:00:00;121;Niedrig;4;2,36
17618;2026-01-11 03:00:00;196;Niedrig;2;0,49
19593;2026-09-15 00:00:00;65;Mittel;3;1,36
12142;2024-02-26 15:00:00;194;Niedrig;2;5,53
5706;2021-12-14 03:00:00;217;Niedrig;8;0,84
18900;2026-06-20 09:00:00;240;Niedrig;2;2,62
12959;2024-06-07 18:00:00;277;Hoch;4;7,3
7719;2022-08-22 18:00:00;152;Niedrig;1;0,55
1023;2020-05-07 18:00:00;178;Niedrig;0;3,82
6245;2022-02-19 12:00:00;211;Mittel;2;2,81
8463;2022-11-23 18:00:00;199;Mittel;3;0,56
14703;2025-01-11 18:00:00;8;Niedrig;2;0,19
19148;2026-07-21 09:00:00;36;Niedrig;2;2,85
13575;2024-08-23 18:00:00;242;Niedrig;1;7,49
11718;2024-01-04 15:00:00;245;Niedrig;1;0,09
8643;2022-12-16 06:00:00;107;Niedrig;1;6,78
13278;2024-07-17 15:00:00;195;Mittel;3;2,64
17225;2025-11-23 00:00:00;241;Mittel;1;2,13
2453;2020-11-02 12:00:00;40;Mittel;1;7,07
12544;2024-04-16 21:00:00;193;Niedrig;1;3,97
11583;2023-12-18 18:00:00;28;Niedrig;3;3,47
4605;2021-07-29 12:00:00;270;Mittel;0;6,57
14696;2025-01-10 21:00:00;186;Mittel;1;6,62
15785;2025-05-27 00:00:00;164;Niedrig;2;2,25
19915;2026-10-25 06:00:00;88;Niedrig;1;0,41
5444;2021-11-11 09:00:00;148;Mittel;3;0,66
3857;2021-04-27 00:00:00;92;Mittel;2;1,32
8036;2022-10-01 09:00:00;281;Niedrig;2;1,79
4358;2021-06-28 15:00:00;18;Mittel;2;0,54
15266;2025-03-23 03:00:00;64;Mittel;1;2,53
19939;2026-10-28 06:00:00;241;Niedrig;1;1,42
13576;2024-08-23 21:00:00;52;Niedrig;3;9,31
17566;2026-01-04 15:00:00;1;Niedrig;5;2,15
19870;2026-10-19 15:00:00;216;Niedrig;3;3,81
14562;2024-12-25 03:00:00;36;Mittel;2;0,93
13116;2024-06-27 09:00:00;176;Niedrig;4;11,81
6217;2022-02-16 00:00:00;197;Hoch;1;3,37
8044;2022-10-02 09:00:00;236;Niedrig;1;4,3
10201;2023-06-29 00:00:00;225;Niedrig;1;3,03
1618;2020-07-21 03:00:00;276;Mittel;1;0,14
1432;2020-06-27 21:00:00;162;Niedrig;1;0,24
2831;2020-12-19 18:00:00;273;Niedrig;1;0,25
15941;2025-06-15 12:00:00;287;Niedrig;0;21,08
3629;2021-03-29 12:00:00;238;Niedrig;2;2,1
18935;2026-06-24 18:00:00;265;Mittel;3;0,53
7849;2022-09-08 00:00:00;28;Niedrig;2;0,64
17605;2026-01-09 12:00:00;40;Mittel;1;6,6
18575;2026-05-10 18:00:00;287;Mittel;3;1,22
1752;2020-08-06 21:00:00;141;Niedrig;2;4,01
18371;2026-04-15 06:00:00;152;Niedrig;1;15,34
3733;2021-04-11 12:00:00;126;Niedrig;4;9,43
14625;2025-01-02 00:00:00;153;Niedrig;3;6,22
12433;2024-04-03 00:00:00;256;Mittel;2;0,08
805;2020-04-10 12:00:00;62;Niedrig;4;3,9
19274;2026-08-06 03:00:00;257;Niedrig;0;4,68
19611;2026-09-17 06:00:00;115;Niedrig;2;8,96
4373;2021-06-30 12:00:00;237;Niedrig;3;0,22
1667;2020-07-27 06:00:00;234;Mittel;2;0,02
7501;2022-07-26 12:00:00;162;Niedrig;1;3,64
10920;2023-09-26 21:00:00;207;Niedrig;1;4,18
4693;2021-08-09 12:00:00;283;Niedrig;2;3,37
18224;2026-03-27 21:00:00;22;Mittel;0;8,3
17237;2025-11-24 12:00:00;98;Niedrig;3;1,12
4697;2021-08-10 00:00:00;30;Niedrig;1;1,32
7683;2022-08-18 06:00:00;216;Niedrig;2;1,95
3611;2021-03-27 06:00:00;225;Mittel;2;1,36
4055;2021-05-21 18:00:00;223;Niedrig;4;1,35
10718;2023-09-01 15:00:00;261;Niedrig;1;9,17
15276;2025-03-24 09:00:00;260;Niedrig;4;1,62
9695;2023-04-26 18:00:00;297;Niedrig;1;8,48
6409;2022-03-12 00:00:00;289;Niedrig;1;0,1
9167;2023-02-19 18:00:00;163;Mittel;1;3,75
7557;2022-08-02 12:00:00;116;Niedrig;1;5,99
10677;2023-08-27 12:00:00;160;Niedrig;3;4,11
761;2020-04-05 00:00:00;68;Hoch;3;0,61
12317;2024-03-19 12:00:00;30;Niedrig;5;0,74
10780;2023-09-09 09:00:00;227;Mittel;0;1,43
6456;2022-03-17 21:00:00;260;Niedrig;3;4,15
16258;2025-07-25 03:00:00;128;Niedrig;1;3,89
13748;2024-09-14 09:00:00;21;Mittel;2;6,36
13009;2024-06-14 00:00:00;60;Niedrig;4;4,25
5765;2021-12-21 12:00:00;66;Niedrig;1;1,9
15736;2025-05-20 21:00:00;35;Hoch;1;1,55
3771;2021-04-16 06:00:00;269;Niedrig;2;2,11
7728;2022-08-23 21:00:00;259;Niedrig;1;0,09
13161;2024-07-03 00:00:00;203;Mittel;3;4,97
14627;2025-01-02 06:00:00;111;Niedrig;1;0,59
15278;2025-03-24 15:00:00;265;Niedrig;0;10,71
3303;2021-02-16 18:00:00;163;Niedrig;0;4,5
11982;2024-02-06 15:00:00;120;Niedrig;2;1,58
11479;2023-12-05 18:00:00;72;Mittel;2;1,38
3066;2021-01-18 03:00:00;227;Niedrig;0;0,52
2168;2020-09-27 21:00:00;269;Mittel;4;1,57
13289;2024-07-19 00:00:00;215;Niedrig;2;0,6
9130;2023-02-15 03:00:00;231;Niedrig;1;2,93
11868;2024-01-23 09:00:00;27;Niedrig;0;0,71
977;2020-05-02 00:00:00;198;Niedrig;0;0,57
10699;2023-08-30 06:00:00;202;Mittel;0;4,06
19204;2026-07-28 09:00:00;95;Niedrig;4;0,98
3161;2021-01-30 00:00:00;104;Mittel;1;0,2
16742;2025-09-23 15:00:00;71;Mittel;3;20,14
14371;2024-12-01 06:00:00;246;Mittel;2;1,69
18181;2026-03-22 12:00:00;156;Niedrig;2;0,09
13470;2024-08-10 15:00:00;214;Niedrig;3;3,32
7485;2022-07-24 12:00:00;92;Niedrig;1;7,6
12933;2024-06-04 12:00:00;165;Niedrig;1;2,18
2891;2020-12-27 06:00:00;147;Mittel;3;0,88
15591;2025-05-02 18:00:00;253;Niedrig;3;4,7
11915;2024-01-29 06:00:00;39;Niedrig;7;6,25
19890;2026-10-22 03:00:00;228;Niedrig;4;0,36
1181;2020-05-27 12:00:00;81;Niedrig;2;2,0
17348;2025-12-08 09:00:00;16;Mittel;2;2,3
14807;2025-01-24 18:00:00;239;Mittel;2;3,22
7297;2022-07-01 00:00:00;200;Mittel;2;5,34
