Produktionsauftrag_ID;Datum;Produkt_ID;Maschinen_ID;Schicht_ID;Zulieferer_ID;Produktionslinie;Produzierte_Menge;Produktionsdauer_h;Ausschussmenge;Nachbearbeitungsmenge;Materialverbrauch;Energieverbrauch;Downtime_h;Materialkosten;Energiekosten;Ausschusskosten;Nacharbeitskosten;Produktionskosten;Umsatz;Gewinn
616421;01.10.2020;425;62;1254;46;L6;2798;10,16;122;48;5316,2;4476,8;1,07;13290,5;1343,04;1830;384;16847,54;585313,62;568466,08
102716;29.10.2024;50;144;8048;135;L5;5432;16,7;191;76;7876,4;7061,6;3,85;19691,0;2118,48;2865;608;25282,48;599258,24;573975,76
700465;21.08.2021;19;240;2734;116;L5;2275;15,84;184;73;5005,0;4095,0;13,84;12512,5;1228,5;2760;584;17085,0;550914,0;533829,0
667578;28.11.2022;9;218;4850;115;L5;7489;19,07;276;110;9735,7;8986,8;1,0;24339,25;2696,04;4140;880;32055,29;708384,51;676329,22
339358;16.01.2024;156;208;6738;73;L1;1251;5,98;67;26;2001,6;1751,4;4,56;5004,0;525,42;1005;208;6742,42;168910,02;162167,6
299252;16.06.2020;490;271;765;16;L4;12085;44,57;701;280;24774,25;20544,5;0,2;61935,62;6163,35;10515;2240;80853,97;2770123,7;2689269,72
651443;26.09.2022;416;258;4563;89;L1;8397;26,43;379;151;13435,2;11755,8;3,15;33588,0;3526,74;5685;1208;44007,74;1007891,91;963884,17
682245;19.02.2025;258;205;8565;12;L6;6556;21,78;251;100;10489,6;9178,4;4,74;26224,0;2753,52;3765;800;33542,52;927936,24;894393,72
739444;06.12.2024;394;209;8223;103;L2;3431;16,11;333;133;7548,2;6175,8;5,32;18870,5;1852,74;4995;1064;26782,24;832326,29;805544,05
678232;25.07.2023;383;184;5939;95;L1;8698;25,86;264;105;13916,8;12177,2;0,23;34792,0;3653,16;3960;840;43245,16;1257382,88;1214137,72
619205;19.02.2022;46;3;3563;124;L6;2842;9,69;105;42;4973,5;4263,0;1,18;12433,75;1278,9;1575;336;15623,65;512156,82;496533,17
628053;31.05.2023;454;48;5691;130;L4;2183;10,04;99;39;4147,7;3492,8;5,06;10369,25;1047,84;1485;312;13214,09;468166,18;454952,09
270176;22.06.2020;384;240;793;43;L5;2913;13,2;178;71;5097,75;4369,5;7,76;12744,38;1310,85;2670;568;17293,22;460836,6;443543,38
650032;30.03.2022;459;71;3740;10;L4;5488;20,48;201;80;11250,4;9329,6;0,56;28126,0;2798,88;3015;640;34579,88;1210323,52;1175743,64
782783;12.03.2022;204;57;3659;8;L2;6905;29,11;378;151;11048,0;9667,0;17,35;27620,0;2900,1;5670;1208;37398,1;1227018,5;1189620,4
400740;21.12.2024;26;113;8291;10;L5;3111;13,78;158;63;7777,5;6222,0;0,19;19443,75;1866,6;2370;504;24184,35;1015181,52;990997,17
704759;21.12.2022;254;88;4957;53;L4;7553;19,67;256;102;8685,95;8308,3;5,5;21714,87;2492,49;3840;816;28863,36;509600,91;480737,54
99309;23.02.2020;159;219;246;45;L1;6383;30,3;442;176;15957,5;12766,0;4,44;39893,75;3829,8;6630;1408;51761,55;1910176,58;1858415,03
744764;04.08.2024;131;28;7658;10;L2;2045;8,0;69;27;2658,5;2454,0;5,85;6646,25;736,2;1035;216;8633,45;248876,5;240243,05
37816;13.09.2020;498;93;1173;118;L3;11140;43,88;447;178;24508,0;20052,0;0,42;61270,0;6015,6;6705;1424;75414,6;2600633,0;2525218,4
597344;14.11.2024;111;192;8124;110;L3;1615;4,05;49;19;2099,5;1938,0;0,09;5248,75;581,4;735;152;6717,15;168073,05;161355,9
534068;26.02.2025;123;168;8597;83;L1;5727;20,31;304;121;8304,15;7445,1;9,47;20760,38;2233,53;4560;968;28521,9;678534,96;650013,06
798018;27.04.2024;237;260;7207;114;L5;7782;33,45;522;208;14785,8;12451,2;13,36;36964,5;3735,36;7830;1664;50193,86;1504260,6;1454066,74
476920;12.05.2022;20;93;3939;99;L3;10981;24,83;296;118;12628,15;12079,1;0,46;31570,38;3623,73;4440;944;40578,11;996415,94;955837,84
610174;17.01.2025;487;14;8412;55;L4;6847;31,65;764;305;14036,35;11639,9;12,9;35090,88;3491,97;11460;2440;52482,84;1601650,24;1549167,4
351716;07.06.2025;452;62;9058;27;L6;9226;29,06;383;153;14761,6;12916,4;3,51;36904,0;3874,92;5745;1224;47747,92;1446636,8;1398888,88
222567;20.05.2023;194;77;5641;127;L5;4144;14,49;206;82;7873,6;6630,4;0,47;19684,0;1989,12;3090;656;25419,12;940356,48;914937,36
476539;20.01.2025;5;57;8429;39;L2;2828;14,29;181;72;4949,0;4242,0;10,48;12372,5;1272,6;2715;576;16936,1;484719,2;467783,1
165937;22.09.2025;463;223;9548;133;L1;1485;10,51;53;21;1707,75;1633,5;14,36;4269,37;490,05;795;168;5722,42;107514,0;101791,58
605687;25.11.2023;41;291;6503;48;L6;2519;13,63;151;60;4786,1;4030,4;9,93;11965,25;1209,12;2265;480;15919,37;452865,82;436946,45
442885;03.10.2023;455;278;6258;100;L2;3778;15,32;139;55;8311,6;6800,4;1,03;20779,0;2040,12;2085;440;25344,12;1011899,52;986555,4
763885;31.05.2021;278;19;2359;82;L5;1487;7,17;66;26;2825,3;2379,2;4,1;7063,25;713,76;990;208;8975,01;307392,64;298417,63
587171;06.09.2022;396;256;4470;17;L1;2050;9,21;114;45;3895,0;3280,0;4,31;9737,5;984,0;1710;360;12791,5;396839,0;384047,5
528130;23.05.2022;98;86;3986;133;L2;2662;10,35;105;42;4658,5;3993,0;3,66;11646,25;1197,9;1575;336;14755,15;490633,22;475878,07
416076;11.04.2025;17;156;8796;16;L1;4607;24,03;419;167;8062,25;6910,5;18,57;20155,62;2073,15;6285;1336;29849,78;870078,02;840228,24
676831;08.10.2025;69;5;9618;59;L4;1815;8,86;109;43;2359,5;2178,0;8,72;5898,75;653,4;1635;344;8531,15;156362,25;147831,1
777662;16.03.2022;404;51;3678;147;L6;5672;21,0;316;126;11627,6;9642,4;0,25;29069,0;2892,72;4740;1008;37709,72;1312784,4;1275074,68
108280;31.10.2021;116;276;3058;112;L4;9483;33,34;404;161;18017,7;15172,8;1,44;45044,25;4551,84;6060;1288;56944,09;1993516,26;1936572,17
61697;29.05.2023;37;17;5682;3;L5;9075;33,5;394;157;17242,5;14520,0;4,56;43106,25;4356,0;5910;1256;54628,25;1765541,25;1710913,0
619752;11.03.2025;136;267;8657;16;L5;6258;15,23;314;125;7196,7;6883,8;2,43;17991,75;2065,14;4710;1000;25766,89;552831,72;527064,83
298981;15.03.2021;181;37;2005;77;L6;8109;31,62;394;157;16623,45;13785,3;3,55;41558,62;4135,59;5910;1256;52860,21;2012734,89;1959874,68
371091;27.09.2021;245;262;2903;24;L2;8931;30,97;336;134;16968,9;14289,6;0,5;42422,25;4286,88;5040;1072;52821,13;1711358,22;1658537,09
363796;07.05.2024;208;255;7249;82;L4;5007;19,99;314;125;9513,3;8011,2;5,54;23783,25;2403,36;4710;1000;31896,61;1084666,41;1052769,8
578064;10.03.2022;136;237;3648;64;L6;9687;22,34;320;128;11140,05;10655,7;1,29;27850,12;3196,71;4800;1024;36870,84;855749,58;818878,75
709540;17.10.2020;212;232;1326;130;L6;10051;34,16;434;173;17589,25;15076,5;4,0;43973,12;4522,95;6510;1384;56390,08;1935219,54;1878829,46
399356;03.07.2025;481;284;9175;60;L6;4100;14,3;215;86;5945,0;5330,0;6,29;14862,5;1599,0;3225;688;20374,5;427056,0;406681,5
604628;12.04.2024;194;144;7137;91;L5;3243;12,25;165;66;6161,7;5188,8;2,19;15404,25;1556,64;2475;528;19963,89;735901,56;715937,67
566994;21.11.2025;422;251;9822;134;L5;5959;20,15;283;113;9534,4;8342,6;5,01;23836,0;2502,78;4245;904;31487,78;881395,69;849907,91
439358;05.07.2024;211;30;7521;141;L6;4496;13,52;152;60;5170,4;4945,6;6,9;12926,0;1483,68;2280;480;17169,68;409136,0;391966,32
260487;24.09.2025;278;267;9554;147;L5;7620;28,35;504;201;14478,0;12192,0;4,26;36195,0;3657,6;7560;1608;49020,6;1575206,4;1526185,8
379989;18.12.2021;1;143;3276;19;L6;3785;13,58;153;61;7191,5;6056,0;1,11;17978,75;1816,8;2295;488;22578,55;727212,05;704633,5
186226;09.08.2022;312;264;4345;137;L5;1085;6,03;65;26;2061,5;1736,0;4,6;5153,75;520,8;975;208;6857,55;205900,45;199042,9
171996;03.08.2024;3;26;7653;65;L2;822;4,37;28;11;1931,7;1561,8;1,89;4829,25;468,54;420;88;5805,79;210982,74;205176,95
287498;14.05.2021;401;287;2282;98;L1;9395;43,49;517;206;23487,5;18790,0;4,31;58718,75;5637,0;7755;1648;73758,75;2773216,1;2699457,35
9990;16.04.2022;140;296;3817;43;L4;9028;24,06;326;130;11736,4;10833,6;3,35;29341,0;3250,08;4890;1040;38521,08;1093651,92;1055130,84
648204;24.04.2020;445;160;523;89;L3;4189;13,96;200;80;7330,75;6283,5;1,11;18326,88;1885,05;3000;640;23851,92;752093,06;728241,13
378509;04.08.2020;477;282;990;62;L1;699;3,37;29;11;803,85;768,9;3,6;2009,62;230,67;435;88;2763,29;62721,27;59957,98
475007;17.09.2025;270;264;9521;45;L5;7665;20,11;285;114;9964,5;9198,0;2,2;24911,25;2759,4;4275;912;32857,65;806971,2;774113,55
184154;01.05.2021;191;125;2219;111;L5;427;5,38;53;21;1003,45;811,3;7,2;2508,62;243,39;795;168;3715,02;108590,37;104875,36
92347;30.05.2022;7;132;4021;59;L1;5298;18,88;284;113;7682,1;6887,4;8,93;19205,25;2066,22;4260;904;26435,47;718726,68;692291,21
421455;02.11.2024;317;38;8069;105;L5;4354;19,39;187;74;5007,1;4789,4;19,28;12517,75;1436,82;2805;592;17351,57;289236,22;271884,65
486956;03.03.2024;199;42;6955;20;L3;3769;11,56;180;72;5465,05;4899,7;2,62;13662,62;1469,91;2700;576;18408,54;613970,1;595561,56
126183;26.01.2025;335;107;8453;78;L5;8919;20,72;248;99;10256,85;9810,9;1,48;25642,12;2943,27;3720;792;33097,39;581786,37;548688,98
645519;17.06.2023;165;24;5767;49;L1;7780;22,2;289;115;11281,0;10114,0;2,08;28202,5;3034,2;4335;920;36491,7;1006265,2;969773,5
91466;03.04.2025;182;272;8762;107;L5;4526;15,6;160;64;8599,4;7241,6;0,06;21498,5;2172,48;2400;512;26582,98;1027130,44;1000547,46
504338;23.06.2023;287;126;5796;122;L3;4135;11,75;170;68;5375,5;4962,0;2,98;13438,75;1488,6;2550;544;18021,35;411019,0;392997,65
175100;20.04.2023;130;266;5504;117;L5;6765;24,54;218;87;11838,75;10147,5;5,79;29596,88;3044,25;3270;696;36607,12;1139226,0;1102618,88
517190;22.05.2020;402;129;652;63;L1;5120;24,47;283;113;8192,0;7168,0;18,63;20480,0;2150,4;4245;904;27779,4;927488,0;899708,6
541058;02.02.2023;25;142;5151;70;L1;8104;27,56;350;140;14182,0;12156,0;3,25;35455,0;3646,8;5250;1120;45471,8;1262522,16;1217050,36
520935;25.04.2025;215;103;8861;97;L5;5792;22,23;270;108;11004,8;9267,2;4,61;27512,0;2780,16;4050;864;35206,16;1143862,08;1108655,92
86876;21.10.2020;261;167;1345;75;L4;2814;10,57;123;49;5346,6;4502,4;1,79;13366,5;1350,72;1845;392;16954,22;590236,5;573282,28
342180;13.07.2022;213;168;4221;123;L1;5285;27,91;262;104;10041,5;8456,0;19,46;25103,75;2536,8;3930;832;32402,55;1166558,05;1134155,5
29427;22.05.2021;274;98;2316;32;L1;10032;44,59;719;287;23575,2;19060,8;5,72;58938,0;5718,24;10785;2296;77737,24;2926936,32;2849199,08
532498;07.01.2022;291;260;3368;144;L5;1171;12,56;85;34;2576,2;2107,8;15,95;6440,5;632,34;1275;272;8619,84;307516,31;298896,47
484001;14.07.2024;486;70;7561;13;L2;4400;10,01;122;48;5060,0;4840,0;0,32;12650,0;1452,0;1830;384;16316,0;367224,0;350908,0
167762;05.11.2022;495;92;4743;102;L3;9623;28,49;350;140;13953,35;12509,9;4,64;34883,38;3752,97;5250;1120;45006,34;958547,03;913540,68
350160;20.11.2022;389;207;4814;134;L2;4196;13,53;190;76;4825,4;4615,6;8,26;12063,5;1384,68;2850;608;16906,18;311762,8;294856,62
401421;02.02.2022;257;109;3487;52;L2;8498;32,3;479;191;14871,5;12747,0;10,2;37178,75;3824,1;7185;1528;49715,85;1518252,68;1468536,83
758260;29.09.2021;108;191;2912;51;L5;2222;12,87;117;46;2888,6;2666,4;14,71;7221,5;799,92;1755;368;10144,42;166849,98;156705,56
37470;25.06.2020;226;54;807;87;L4;10298;33,62;411;164;18021,5;15447,0;1,32;45053,75;4634,1;6165;1312;57164,85;1917384,62;1860219,77
58686;12.10.2021;177;95;2971;3;L4;6615;29,31;280;112;16537,5;13230,0;0,4;41343,75;3969,0;4200;896;50408,75;1929727,8;1879319,05
604847;18.05.2022;498;19;3963;4;L5;10512;43,12;553;221;23126,4;18921,6;3,83;57816,0;5676,48;8295;1768;73555,48;2454026,4;2380470,92
109090;07.11.2020;52;97;1422;3;L1;9406;31,12;387;154;16460,5;14109,0;2,03;41151,25;4232,7;5805;1232;52420,95;1405820,76;1353399,81
334932;14.08.2020;365;7;1036;25;L2;7976;31,52;349;139;12761,6;11166,4;15,82;31904,0;3349,92;5235;1112;41600,92;1274405,28;1232804,36
162476;30.01.2025;465;113;8472;125;L5;1536;4,38;47;18;2227,2;1996,8;0,39;5568,0;599,04;705;144;7016,04;166748,16;159732,12
277411;23.07.2024;63;26;7603;100;L2;9621;42,84;311;124;24052,5;19242,0;1,02;60131,25;5772,6;4665;992;71560,85;2960958,96;2889398,11
597527;14.01.2024;408;53;6728;62;L6;8055;30,05;322;128;16512,75;13693,5;0,81;41281,88;4108,05;4830;1024;51243,92;1788612,75;1737368,82
316282;19.01.2023;408;267;5087;47;L5;7380;28,24;538;215;15129,0;12546,0;2,17;37822,5;3763,8;8070;1720;51376,3;1638729,0;1587352,7
546355;04.11.2025;141;8;9742;123;L4;2836;6,54;58;23;3261,4;3119,6;0,38;8153,5;935,88;870;184;10143,38;310485,28;300341,9
616407;28.11.2024;339;217;8188;110;L3;2308;10,89;135;54;4385,2;3692,8;5,89;10963,0;1107,84;2025;432;14527,84;479694,72;465166,88
491351;17.04.2024;278;256;7158;90;L1;2333;8,7;106;42;4432,7;3732,8;1,35;11081,75;1119,84;1590;336;14127,59;482277,76;468150,17
302412;24.05.2024;477;9;7330;70;L2;7106;18,47;237;94;8171,9;7816,6;5,11;20429,75;2344,98;3555;752;27081,73;637621,38;610539,65
30856;08.02.2022;186;245;3512;25;L4;2116;9,07;92;36;3385,6;2962,4;5,61;8464,0;888,72;1380;288;11020,72;328022,32;317001,6
35527;26.10.2025;380;297;9700;55;L4;615;1,95;27;10;707,25;676,5;1,14;1768,12;202,95;405;80;2456,07;24600,0;22143,92
166856;20.01.2022;499;91;3427;96;L5;3312;20,28;220;88;6292,8;5299,2;17,77;15732,0;1589,76;3300;704;21325,76;671342,4;650016,64
509262;12.12.2021;310;282;3250;66;L1;7945;33,15;300;120;17479,0;14301,0;4,02;43697,5;4290,3;4500;960;53447,8;1742894,65;1689446,85
88304;12.12.2024;270;262;8248;74;L2;7437;18,71;202;80;9668,1;8924,4;0,53;24170,25;2677,32;3030;640;30517,57;782967,36;752449,79
21445;26.01.2025;326;187;8457;130;L2;2493;7,21;76;30;3614,85;3240,9;0,86;9037,12;972,27;1140;240;11389,4;335383,29;323993,89
392233;08.08.2025;393;41;9340;76;L2;3954;13,39;216;86;5733,3;5140,2;5,26;14333,25;1542,06;3240;688;19803,31;553322,76;533519,45
714508;11.03.2025;333;77;8656;40;L5;6270;28,33;192;76;15675,0;12540,0;1,48;39187,5;3762,0;2880;608;46437,5;2044270,8;1997833,3
256188;06.05.2023;140;176;5574;144;L3;3836;18,68;198;79;4986,8;4603,2;18,34;12467,0;1380,96;2970;632;17449,96;464693,04;447243,08
345513;25.01.2023;406;112;5114;125;L2;4831;14,55;230;92;5555,65;5314,1;7,47;13889,12;1594,23;3450;736;19669,36;379619,98;359950,62
726270;15.08.2021;97;180;2707;103;L3;669;10,77;42;16;769,35;735,9;18,53;1923,37;220,77;630;128;2902,14;49425,72;46523,58
520165;11.11.2023;33;105;6439;70;L6;12423;34,53;380;152;18013,35;16149,9;1,48;45033,38;4844,97;5700;1216;56794,34;1545918,12;1489123,78
440091;03.11.2024;239;80;8070;66;L2;3201;17,83;178;71;7522,35;6081,9;9,03;18805,88;1824,57;2670;568;23868,44;931811,1;907942,66
435702;03.06.2021;447;238;2372;17;L3;6531;33,84;539;215;13388,55;11102,7;19,61;33471,38;3330,81;8085;1720;46607,18;1463205,24;1416598,06
5255;27.11.2024;321;50;8182;139;L1;8238;29,65;465;186;14416,5;12357,0;6,58;36041,25;3707,1;6975;1488;48211,35;1448981,82;1400770,47
131233;05.10.2021;116;113;2936;106;L5;13108;45,99;456;182;24905,2;20972,8;1,79;62263,0;6291,84;6840;1456;76850,84;2755563,76;2678712,92
621308;04.12.2025;11;277;9877;56;L1;1617;6,01;80;32;2829,75;2425,5;1,68;7074,38;727,65;1200;256;9258,02;256747,26;247489,24
257317;05.10.2020;451;139;1270;127;L3;2376;5,88;107;42;2732,4;2613,6;1,11;6831,0;784,08;1605;336;9556,08;235722,96;226166,88
328617;27.08.2024;218;57;7760;53;L2;8121;28,51;472;188;12993,6;11369,4;8,94;32484,0;3410,82;7080;1504;44478,82;1118667,75;1074188,93
285892;26.10.2025;451;23;9702;131;L5;10870;25,36;299;119;12500,5;11957,0;2,02;31251,25;3587,1;4485;952;40275,35;1078412,7;1038137,35
333701;03.10.2025;382;128;9596;123;L4;8844;26,39;224;89;14150,4;12381,6;0,42;35376,0;3714,48;3360;712;43162,48;1095771,6;1052609,12
369142;27.09.2024;210;283;7902;25;L5;7826;35,22;319;127;18391,1;14869,4;5,34;45977,75;4460,82;4785;1016;56239,57;2211705,86;2155466,29
751689;01.07.2024;169;262;7502;82;L2;822;2,77;27;10;1068,6;986,4;1,47;2671,5;295,92;405;80;3452,42;74514,3;71061,88
15582;18.05.2021;91;244;2299;59;L2;3061;11,19;139;55;5815,9;4897,6;1,32;14539,75;1469,28;2085;440;18534,03;641248,89;622714,86
543715;12.09.2024;417;148;7835;105;L1;10555;46,04;517;206;24804,25;20054,5;4,27;62010,62;6016,35;7755;1648;77429,98;3047650,7;2970220,72
26673;19.06.2025;472;272;9112;126;L5;10680;24,88;440;176;12282,0;11748,0;1,92;30705,0;3524,4;6600;1408;42237,4;589002,0;546764,6
72314;30.10.2023;71;175;6382;98;L5;8589;31,62;388;155;16319,1;13742,4;4,15;40797,75;4122,72;5820;1240;51980,47;1592057,04;1540076,57
115858;16.12.2023;466;243;6597;57;L6;8054;20,89;233;93;10470,2;9664,8;1,84;26175,5;2899,44;3495;744;33313,94;631433,6;598119,66
276832;21.03.2020;8;132;370;142;L1;2839;17,82;273;109;5394,1;4542,4;16,11;13485,25;1362,72;4095;872;19814,97;586707,74;566892,77
271200;09.03.2025;189;12;8645;110;L1;4664;21,25;221;88;11660,0;9328,0;1,46;29150,0;2798,4;3315;704;35967,4;1386840,4;1350873,0
7177;25.03.2025;273;209;8722;143;L2;2739;16,56;287;114;4793,25;4108,5;15,59;11983,12;1232,55;4305;912;18432,68;475956,03;457523,36
773603;27.11.2024;380;127;8182;131;L5;5536;12,83;121;48;6366,4;6089,6;0,86;15916,0;1826,88;1815;384;19941,88;221440,0;201498,12
375208;30.07.2025;88;289;9299;68;L4;2749;8,39;140;56;3573,7;3298,8;3,14;8934,25;989,64;2100;448;12471,89;349645,31;337173,42
425270;21.09.2020;30;133;1209;53;L4;3880;14,51;184;73;4462,0;4268,0;11,63;11155,0;1280,4;2760;584;15779,4;285374,0;269594,6
225392;18.06.2021;102;253;2440;59;L6;1408;3,73;37;14;1619,2;1548,8;1,14;4048,0;464,64;555;112;5179,64;118497,28;113317,64
155905;23.02.2022;234;13;3580;45;L3;7012;25,01;266;106;13322,8;11219,2;1,77;33307,0;3365,76;3990;848;41510,76;1431780,28;1390269,52
531889;26.01.2020;224;198;119;133;L1;2069;6,24;58;23;3000,05;2689,7;1,22;7500,12;806,91;870;184;9361,04;260073,3;250712,26
281076;01.11.2024;324;218;8062;83;L5;9005;26,93;341;136;13057,25;11706,5;4,87;32643,12;3511,95;5115;1088;42358,08;1178754,5;1136396,42
450184;22.09.2021;298;211;2878;92;L2;6926;23,54;276;110;12120,5;10389,0;2,75;30301,25;3116,7;4140;880;38437,95;1291075,66;1252637,71
761498;12.04.2022;190;241;3801;32;L2;2422;7,06;100;40;3511,9;3148,6;0,94;8779,75;944,58;1500;320;11544,33;273758,66;262214,33
242857;19.01.2021;39;238;1756;34;L3;6161;25,05;586;234;10781,75;9241,5;10,66;26954,38;2772,45;8790;1872;40388,82;1106638,82;1066250,0
375665;08.01.2023;329;230;5036;25;L5;7583;22,28;222;88;10995,35;9857,9;3,3;27488,38;2957,37;3330;704;34479,74;1097715,08;1063235,34
530781;26.11.2024;381;6;8175;80;L5;520;9,1;45;18;1144,0;936,0;14,13;2860,0;280,8;675;144;3959,8;138959,6;134999,8
724793;23.09.2022;237;107;4547;28;L5;666;3,62;43;17;1265,4;1065,6;2,66;3163,5;319,68;645;136;4264,18;128737,8;124473,62
233417;05.10.2022;277;116;4604;15;L2;13165;52,29;544;217;28963,0;23697,0;1,36;72407,5;7109,1;8160;1736;89412,6;3403810,75;3314398,15
738932;09.10.2024;437;286;7957;118;L3;7075;28,7;448;179;13442,5;11320,0;8,72;33606,25;3396,0;6720;1432;45154,25;1436366,5;1391212,25
526739;28.03.2025;184;189;8734;14;L6;7479;33,5;474;189;17575,65;14210,1;4,77;43939,12;4263,03;7110;1512;56824,16;2013197,22;1956373,06
453437;18.04.2021;122;87;2164;113;L3;3579;16,06;195;78;8410,65;6800,1;2,34;21026,62;2040,03;2925;624;26615,66;959422,53;932806,88
92201;25.11.2025;183;97;9837;53;L1;3130;16,13;212;84;7825,0;6260,0;4,72;19562,5;1878,0;3180;672;25292,5;910235,3;884942,8
770649;19.10.2022;385;110;4667;81;L3;4451;26,45;487;194;9792,2;8011,8;18,0;24480,5;2403,54;7305;1552;35741,04;1026311,58;990570,54
237770;16.11.2022;68;41;4794;96;L2;2396;13,27;133;53;3474,2;3114,8;13,5;8685,5;934,44;1995;424;12038,94;248944,4;236905,46
435183;13.02.2021;195;107;1872;94;L5;2448;9,0;85;34;3182,4;2937,6;5,86;7956,0;881,28;1275;272;10384,28;225803,52;215419,24
427409;09.12.2025;346;22;9900;65;L4;4388;21,64;231;92;8337,2;7020,8;13,09;20843,0;2106,24;3465;736;27150,24;885498,4;858348,16
771810;21.03.2022;219;43;3701;16;L5;4009;22,11;428;171;8819,8;7216,2;12,8;22049,5;2164,86;6420;1368;32002,36;1024419,77;992417,41
166835;15.11.2020;328;72;1457;43;L2;3007;16,3;194;77;5713,3;4811,2;11,92;14283,25;1443,36;2910;616;19252,61;577253,79;558001,18
506908;17.01.2024;257;212;6742;113;L2;7983;26,98;295;118;13970,25;11974,5;2,86;34925,62;3592,35;4425;944;43886,98;1426242,78;1382355,8
91949;16.06.2025;471;217;9099;2;L3;2265;8,94;161;64;4303,5;3624,0;2,3;10758,75;1087,2;2415;512;14772,95;431301,3;416528,35
347113;06.03.2023;484;109;5298;127;L2;5699;23,4;415;166;8263,55;7408,7;15,8;20658,88;2222,61;6225;1328;30434,48;920958,4;890523,92
391338;23.04.2023;320;57;5517;3;L2;6138;23,06;351;140;7979,4;7365,6;15,67;19948,5;2209,68;5265;1120;28543,18;698934,06;670390,88
409910;23.07.2022;222;41;4266;11;L2;5473;25,58;369;147;11219,65;9304,1;10,88;28049,12;2791,23;5535;1176;37551,35;1336397,14;1298845,79
638270;17.12.2025;433;9;9937;145;L2;2898;12,75;111;44;6375,6;5216,4;2,77;15939,0;1564,92;1665;352;19520,92;731049,48;711528,56
788006;22.02.2023;279;23;5244;93;L5;3556;14,46;213;85;7289,8;6045,2;2,74;18224,5;1813,56;3195;680;23913,06;834379,84;810466,78
580848;17.01.2025;414;295;8416;30;L2;8731;42,1;845;338;20517,85;16588,9;11,56;51294,63;4976,67;12675;2704;71650,3;2390460,49;2318810,2
313535;13.11.2024;251;142;8118;64;L1;5613;14,82;185;74;6454,95;6174,3;4,5;16137,38;1852,29;2775;592;21356,66;299060,64;277703,98
94870;19.01.2022;313;298;3422;95;L2;3451;16,82;150;60;3968,65;3796,1;18,18;9921,62;1138,83;2250;480;13790,46;206990,98;193200,52
668350;24.01.2020;209;53;110;62;L6;2368;8,48;85;34;4144,0;3552,0;1,81;10360,0;1065,6;1275;272;12972,6;443550,08;430577,48
292929;10.11.2022;489;275;4767;108;L3;1699;4,73;68;27;2208,7;2038,8;1,04;5521,75;611,64;1020;216;7369,39;189234,62;181865,23
698880;25.04.2023;108;35;5526;55;L5;5714;14,61;225;90;7428,2;6856,8;0,88;18570,5;2057,04;3375;720;24722,54;429064,26;404341,72
55257;24.09.2022;249;107;4553;106;L5;5546;17,2;202;80;8041,7;7209,8;4,23;20104,25;2162,94;3030;640;25937,19;647051,82;621114,63
519827;26.05.2023;334;123;5666;80;L5;1361;6,2;82;32;2177,6;1905,4;4,34;5444,0;571,62;1230;256;7501,62;208192,17;200690,55
654885;10.12.2022;17;205;4903;104;L6;3621;14,15;145;58;6336,75;5431,5;5,12;15841,88;1629,45;2175;464;20110,32;683862,06;663751,74
709893;18.05.2025;447;238;8965;45;L3;564;11,67;39;15;1156,2;958,8;19,19;2890,5;287,64;585;120;3883,14;126358,56;122475,42
699485;04.05.2020;81;75;569;144;L2;7821;27,85;441;176;14859,9;12513,6;1,88;37149,75;3754,08;6615;1408;48926,83;1864526,4;1815599,57
160037;06.01.2023;335;83;5026;6;L3;9707;23,97;242;96;11163,05;10677,7;4,46;27907,62;3203,31;3630;768;35508,94;633187,61;597678,68
493212;15.06.2022;196;19;4092;121;L5;9354;38,31;455;182;20578,8;16837,2;3,28;51447,0;5051,16;6825;1456;64779,16;2369929,44;2305150,28
647519;22.10.2025;92;132;9683;20;L1;7751;20,22;376;150;8913,65;8526,1;5,72;22284,12;2557,83;5640;1200;31681,96;694412,09;662730,14
709562;18.03.2020;297;195;354;104;L3;2018;7,3;81;32;3531,5;3027,0;1,69;8828,75;908,1;1215;256;11207,85;305202,32;293994,47
72147;14.12.2024;445;103;8257;49;L5;8318;29,58;349;139;14556,5;12477,0;5,93;36391,25;3743,1;5235;1112;46481,35;1493413,72;1446932,37
454831;24.06.2024;153;161;7471;134;L1;600;4,04;35;14;1320,0;1080,0;3,37;3300,0;324,0;525;112;4261,0;149688,0;145427,0
305720;25.08.2020;485;121;1084;53;L4;1215;3,85;42;16;1579,5;1458,0;1,67;3948,75;437,4;630;128;5144,15;146723,4;141579,25
82329;21.10.2025;319;115;9680;39;L2;8000;30,27;408;163;16400,0;13600,0;1,66;41000,0;4080,0;6120;1304;52504,0;1967920,0;1915416,0
358660;23.10.2024;192;82;8021;114;L4;7073;18,5;265;106;9194,9;8487,6;1,93;22987,25;2546,28;3975;848;30356,53;629779,92;599423,39
773810;18.12.2025;224;147;9942;39;L5;7826;23,99;317;126;11347,7;10173,8;5,41;28369,25;3052,14;4755;1008;37184,39;983728,2;946543,81
362393;14.10.2021;206;49;2979;82;L5;9987;26,0;351;140;12983,1;11984,4;2,46;32457,75;3595,32;5265;1120;42438,07;944870,07;902432,0
562090;27.01.2020;396;288;120;146;L3;4055;14,58;147;58;7704,5;6488,0;1,26;19261,25;1946,4;2205;464;23876,65;784966,9;761090,25
120123;18.11.2023;112;37;6471;66;L6;1785;6,16;51;20;2588,25;2320,5;2,61;6470,62;696,15;765;160;8091,78;188942,25;180850,48
