Sensorwert_ID;Produktionsauftrag_ID;Maschinen_ID;Temperatur_C;Druck_bar;Vibration_mm;Stromaufnahme_A;Drehzahl_RPM;Ausfallrisiko;Zeitstempel
330;2870;279;71,34;11,28;4,13;204,73;2235;56,61;09.11.2020 18:40
553870;134457;128;47,17;11,07;2,19;214,38;2354;28,12;30.03.2025 18:34
522931;224014;17;76;11,33;3,87;257,91;2529;50,96;14.05.2023 22:13
255380;619734;52;55,83;10,01;2,21;226,49;2689;31,6;17.09.2020 11:56
1028578;306953;24;65,83;10,88;3,06;172,5;2424;49,38;31.05.2020 15:56
687652;489756;101;95,55;13,24;8,22;208,99;2528;106,22;31.07.2025 05:09
503850;55837;207;112,12;12,26;4,73;134,85;2250;99,13;06.04.2024 23:11
977272;781385;116;56,78;9,91;2,11;222,04;3230;28,82;23.07.2020 12:15
524336;145826;44;45,42;10,58;1,5;264,07;2841;21,97;22.04.2023 01:35
812084;709107;152;92,94;12,56;8,57;202,93;2467;114,06;30.07.2021 06:37
500749;205565;27;105,99;12,69;7,63;201,92;2479;113,42;14.05.2020 04:36
807803;85914;66;74,24;11,38;5,07;296,32;2856;60,55;23.08.2025 18:12
561733;247942;176;106,15;11,98;7,47;240,92;2692;91,98;17.03.2024 23:25
48505;5101;124;77,07;11,96;4,63;161,02;2558;68,29;16.10.2023 19:02
613696;33157;18;73,69;10,98;5,39;156,01;1812;64,53;11.03.2025 20:09
532800;220041;132;86,11;11,61;6,2;160,88;2522;82,36;08.09.2022 10:32
147117;440758;237;85,61;10,9;3,49;141,95;1805;49,32;04.01.2021 06:40
944231;69834;176;81,43;11,67;5,8;208,93;2322;76,87;04.05.2025 23:14
906468;181857;176;115,58;12,87;10,38;204,57;2329;127,2;29.10.2025 22:19
227510;493071;206;87,68;11,46;6,42;227,35;2629;103,04;17.03.2022 06:59
775628;570192;52;61,7;10,09;2,51;127,05;2177;35,77;17.11.2020 19:42
817639;295669;55;76,2;11,52;4,29;165,18;2500;55,04;23.08.2024 13:39
979561;435066;143;65,03;10,93;3,07;258,67;2908;47,57;28.12.2024 02:02
291348;654333;62;84,52;10,63;3,89;180,91;2115;57,76;07.05.2024 19:27
489017;480164;142;66,25;11,28;3,72;182,54;2264;49,37;13.10.2024 10:38
653346;295919;74;48,8;10,52;2,43;146,35;2348;29,2;15.09.2022 17:29
42892;745736;211;69,15;10,65;2,73;216,79;2624;38,16;12.01.2024 22:13
572430;50407;118;89,49;11,34;5,38;179,54;2317;90,24;11.08.2023 01:27
755459;564273;132;105,22;12,7;7,76;258,74;2701;116,3;26.09.2022 04:51
692780;388950;233;76,49;10,1;3,82;165,51;2079;52,92;18.08.2020 02:22
475617;765335;174;116,13;11,58;5,25;151,91;2204;103,27;15.04.2023 00:03
200212;785680;187;55,55;10,61;1,68;202,69;2765;25,83;24.02.2020 20:11
1025881;462427;106;90,99;13,19;9,38;178,7;2150;104,85;07.09.2021 18:24
148839;145610;271;50,96;10,98;2,03;204,38;3004;27,76;02.03.2024 05:31
47438;602396;285;69,64;10,2;2,91;194,7;2611;49,03;17.12.2024 09:43
307841;437156;167;71,68;11,02;4,8;245,27;2809;63,74;26.12.2021 02:03
316286;654617;16;92,77;10,83;6,25;217,55;2309;84,1;19.08.2024 02:13
941035;485905;165;93,96;10,95;7,26;200,99;2650;102,88;30.03.2025 02:53
43167;503659;15;81,88;11,37;5,98;230,21;3025;86,13;03.02.2020 21:41
236120;169709;187;57,01;10,52;2,98;220,72;3019;36,47;15.08.2025 08:57
685520;417375;14;100,99;12,47;7,71;227,95;2525;119,71;07.02.2023 23:00
638926;317186;153;91,62;11,2;3,86;142,65;2223;86;19.05.2021 08:36
4514;509566;25;74,44;11,71;3,88;238,9;2678;52,3;08.11.2025 16:21
321878;642196;150;78,72;9,8;2,73;201,3;2408;45,5;02.09.2022 10:19
992032;318338;217;67,98;11,37;4,5;193,54;2460;58,13;23.11.2025 16:06
1020449;180062;283;54,35;11,23;3,23;196,92;2240;39,9;04.02.2024 05:32
140698;97679;5;75,49;12,09;7,88;182,34;2429;94,27;27.02.2023 13:49
703065;112199;232;63,68;11,16;3,66;138,64;2161;44,14;15.09.2021 16:18
203574;112620;29;64,71;11,52;5,16;203,75;2788;62,01;16.09.2024 20:21
500715;674071;196;71,78;12,22;3,24;250,6;2778;50,46;18.02.2023 18:37
59605;664096;223;100,43;11,81;6,66;173,6;2502;94,33;28.08.2023 01:11
771090;648680;252;83,48;11,38;4,63;241,3;3164;64,34;09.11.2023 00:04
770528;772178;239;70,94;11,01;5,23;180,28;2403;65,24;27.02.2023 23:04
937452;117742;100;92,2;11,49;4,94;218,62;2378;87,94;22.09.2020 00:19
499696;89306;87;66,94;11,01;5,22;177,76;2377;60,8;02.10.2020 00:15
680416;293081;52;51,25;10,82;1,63;156,75;2295;24,21;13.03.2023 20:44
599851;583406;124;96,99;12,4;9,13;161,86;2296;127,97;12.08.2023 19:11
550855;205275;101;105,28;12,26;4,73;189,61;2510;84,61;07.03.2022 10:36
1003210;351493;62;75,82;10,96;3,58;240,12;2855;48,75;14.01.2023 05:12
658390;164035;191;83,45;12,63;11,22;119,18;2269;122,76;23.09.2025 15:36
537420;745711;44;53,79;11,19;2,37;137,75;2174;33,68;24.05.2021 17:41
1030301;162153;154;84,34;10,9;3,26;174,66;2356;47,18;09.08.2021 08:25
349759;670967;31;73,71;11,5;3,78;281,1;3015;49,04;17.07.2022 16:58
771520;305082;141;53,07;10,5;1,7;146,14;1980;28,14;28.08.2024 07:58
852866;7448;106;82,34;11,42;4,61;139,72;2461;71,57;01.09.2020 11:44
814993;388649;178;67,12;10,94;2,93;255,49;2481;47,13;15.03.2020 16:58
554162;395588;134;91,5;10,28;4,34;149,1;2104;64,36;12.03.2024 07:09
7330;35526;205;77,29;11,17;5,77;221,66;2845;67,96;22.05.2023 22:27
398735;448906;33;87,23;13,02;8,62;212,72;2527;103,64;06.12.2022 07:34
566900;261171;279;69,15;11,69;4,33;259,86;2699;54,61;14.05.2021 07:18
896171;1250;282;63,2;10,88;3,7;220,91;2530;47,87;03.01.2020 02:45
64343;69142;118;109,69;11,48;7,3;211,31;2821;100,38;21.08.2021 13:03
671651;98254;249;60,16;10,68;2,51;173,5;2298;35,6;15.06.2025 20:54
167200;506790;86;62,9;11,45;4,97;152,76;2192;61,92;08.05.2023 07:25
352883;634343;4;64,94;11,38;4,71;160,92;2300;56,25;18.06.2020 22:03
577156;438972;115;73,21;10,87;3,54;164,98;2344;49,59;04.12.2021 23:11
980718;131060;95;46,73;10,73;2,3;313,2;2900;29,29;09.06.2023 13:12
181213;94468;141;53,97;10,91;2,34;292,29;3037;32,66;23.01.2022 18:14
239375;521948;89;60,1;10,4;2,01;151,9;2416;31,6;25.07.2024 06:34
255430;410763;8;63,13;11,01;3,67;331,57;3288;42,86;20.10.2025 22:25
8602;385008;55;63,86;11,27;3,01;177,68;2238;42,95;21.04.2024 06:47
829393;355856;116;57,38;10,19;2,54;157,25;2394;34,49;28.05.2020 20:22
539460;466494;209;91,28;12,32;7,38;221,86;2413;97,14;05.08.2023 19:31
611746;219406;42;64,6;11,28;3,45;169,68;2247;42,53;03.07.2021 20:11
872042;153406;121;50,97;10,65;2,07;140,66;2013;29,3;14.03.2025 00:05
727933;761505;250;56,47;9,48;1,9;255,48;2863;27,22;13.01.2020 10:06
835503;271589;207;91,43;10,85;3,71;146,43;2265;77,26;06.05.2023 17:27
386500;187271;17;63,25;11,25;4,01;234,61;3042;47,18;31.01.2021 01:43
945483;364170;240;87,6;11,91;6,17;191,78;2377;87,25;07.01.2024 03:02
174074;332617;13;59,83;9,83;2,25;202,05;2742;33,63;12.06.2021 15:04
924843;356510;200;51,68;11,13;2,3;299,63;3088;30,72;29.11.2021 02:52
1008293;477296;40;60,41;11,2;3,69;195,66;2500;47,46;31.08.2022 02:52
650891;741117;198;54,99;10,19;2,03;219,35;2759;28,87;18.09.2020 19:46
131821;360744;235;101,77;12,78;6,86;143,15;2190;101,61;13.09.2020 09:23
13244;194895;40;65,65;9,84;3,36;171,21;2255;49,88;04.04.2024 12:31
411172;739442;87;74,84;11,49;3,84;278,46;2982;57,19;29.12.2024 22:42
305995;586667;186;70,15;10,73;3,01;166,19;2781;44,69;26.05.2024 19:22
154029;570185;171;70,42;10,52;2,47;226,88;2642;41,12;29.02.2020 15:29
198571;349805;182;94,67;11,82;6,29;186,28;2363;97,49;10.11.2022 18:27
867508;767144;235;98,11;12,06;7,61;194,15;2454;116,98;30.12.2022 13:40
938734;449419;172;73,86;12,58;9,9;161,12;2372;119,39;17.12.2025 11:52
922944;448112;154;73,14;11,39;3,42;233,65;2827;47,76;17.03.2020 14:08
691403;197268;224;86,66;10,62;2,85;159,37;2088;51,62;08.12.2022 08:41
197093;160744;1;59,07;11,25;3,71;181,68;2410;45,34;05.11.2020 08:45
654823;587721;256;80,38;10,59;3,55;114,49;2142;52,45;28.03.2020 03:32
48912;20955;78;91,94;10,9;3,8;183,17;2532;61;08.09.2021 20:23
182003;670267;296;76,77;11,32;3,59;149,79;2237;49,14;26.04.2020 11:59
160019;18215;36;51,38;10,56;2,1;260,26;2802;27,42;28.04.2024 17:00
56688;47324;12;57,07;11,03;2,4;281,49;3031;32,26;09.03.2025 19:21
1043330;118484;178;70,93;9,69;2,39;197,36;2882;41,36;29.03.2021 05:07
805616;13012;244;74,04;10,55;3,22;271,11;2953;50,8;14.08.2025 12:22
16312;597641;98;66,48;11,4;4,2;146,09;2287;50,13;26.11.2021 11:59
591953;312937;140;51,9;10,51;1,52;206,32;2739;24,82;16.06.2022 17:19
706944;240459;98;73,73;10,66;3,47;256,88;3162;45,69;07.06.2021 07:19
16937;533105;292;113,63;11,33;6,62;148,54;1960;99,92;10.01.2024 00:42
171060;23861;173;56,64;10,61;2,03;239,14;2951;33,09;28.04.2021 05:13
101622;237647;189;81,32;10,65;3,4;153,44;2256;47,86;25.07.2025 16:59
466993;489581;109;91,35;11,45;7,09;227,38;3040;86,83;08.06.2024 09:23
523063;159142;260;117,95;12,39;7,58;213,61;2817;116,22;11.02.2021 15:15
606215;731244;49;82,35;11,96;2,98;176,36;2581;47,78;07.06.2023 09:21
234664;457451;286;87,45;11,44;6,42;133,72;2248;82,27;14.03.2024 02:16
449908;734459;281;55,59;10,48;1,27;242,39;2430;23,26;06.11.2024 05:12
611709;269282;159;103,94;12,22;7,88;186,44;2896;112,34;08.09.2023 06:17
489769;763040;136;60,33;11,06;3,52;278,85;3036;46,74;28.11.2020 09:12
671936;182693;62;89,52;11,19;5,37;169,64;2327;68,29;26.11.2023 14:29
233064;170386;269;68,23;11,89;2,8;163,62;2276;42,81;16.06.2025 14:43
154773;375002;142;83,4;11,02;2,57;169,95;2341;39,48;30.05.2021 09:33
861559;462855;290;77,36;10,5;5,61;172,18;2575;70,03;12.10.2022 08:56
803398;708173;136;64,52;11,07;3,56;125,07;2181;50,16;28.05.2021 09:45
208691;696745;286;97,15;12,92;9,62;275,12;2792;135,24;21.11.2020 00:56
598076;165726;172;97,27;13,48;6,45;221,34;2780;106,43;14.05.2023 16:16
468351;482389;43;73,87;11,54;4,75;143,26;2058;66,65;27.01.2022 10:16
671782;390843;179;59,99;10,5;2,75;187,82;2399;35,52;18.06.2023 05:41
463;704108;110;95,85;11,92;5,96;165,6;2508;85,97;19.08.2022 21:55
925536;384320;11;100,56;12,95;9,52;188,1;2118;120,96;16.01.2025 15:49
1037506;465913;72;90,09;12,88;7,85;188,67;2549;118,56;16.06.2025 04:22
893026;225036;156;89,4;11,71;6,36;284,45;3019;87,7;15.07.2021 11:46
797877;754281;254;79,21;11,54;2,7;237,83;2850;47,73;13.12.2023 22:33
128187;773304;207;90,05;11,95;9,12;194,03;2475;116,35;15.04.2021 01:37
410301;351531;11;97,54;11,5;5,24;131,09;2115;84,98;25.10.2022 20:50
338949;78523;47;77,69;10,14;2,88;165,41;2365;46,5;16.01.2023 19:24
226652;707697;272;52,55;10,74;1,57;227,13;3206;23,72;11.06.2020 15:08
838633;667313;117;45,37;10,57;2,5;125,21;2279;30,89;12.05.2022 03:16
304332;672783;91;62,54;11,74;8,32;199,17;2863;107,33;27.12.2021 02:18
746900;493294;246;60,67;9,23;2,11;228,99;2538;32,85;24.01.2024 01:33
835195;686445;135;47,48;11,11;2,89;333,64;2970;34,41;06.04.2021 21:19
539967;344560;27;106,24;11,54;5,89;150,21;2059;96,64;17.10.2025 01:37
435674;167195;268;82,11;10,8;2,78;144,51;2064;46,26;25.04.2023 14:50
594195;707394;126;65,92;10,61;2,67;333,39;3031;46,19;28.10.2022 11:05
892994;296389;144;68,93;11,5;3,8;196,93;2693;48,41;14.08.2025 09:44
686108;405265;143;74,6;11,77;3,78;278,74;2799;52,07;12.09.2020 03:16
321976;723403;203;82,93;12,36;7,5;156,96;2229;89,13;08.08.2024 17:32
809632;511473;254;75,65;11,24;4,03;225,78;2611;51,98;11.02.2025 17:33
520835;640177;158;60,09;10,35;1,92;258,98;2648;29,59;18.07.2023 07:54
412272;388638;290;83,06;10,95;4,11;153,9;2356;61,26;17.02.2022 00:06
47721;134178;149;108,77;12,8;10,51;171,9;2535;132,04;15.08.2020 06:29
748703;627126;252;80,87;11,09;4,26;221,21;2564;59,99;29.08.2022 03:30
1032609;199465;80;101,01;12,07;6,47;178,76;2291;91,25;08.09.2021 07:26
355059;692143;138;81,23;11,36;3,62;214,52;2632;55,5;19.07.2020 02:49
84253;709324;61;67,84;11,98;3;249,46;2822;46,93;06.09.2021 05:30
363027;81770;66;88,52;10,99;3,51;239,6;3200;50,36;14.03.2021 20:11
619005;147989;10;81,79;10,15;1,46;241,75;2685;33,86;05.04.2020 15:45
122321;792693;207;92,11;12,03;9,21;161,42;2107;124,94;15.03.2021 09:47
469443;695058;266;81,23;11,72;5,02;185,45;2328;64,12;03.10.2022 03:47
399722;261332;232;77,48;11,24;4,82;284,46;2981;65,61;28.11.2020 13:23
272304;16079;133;88,71;11,82;5,54;221,36;2885;74,11;30.05.2024 23:23
135534;549010;106;91,73;12,41;7,81;265,03;2703;111,92;07.01.2025 12:32
863608;437755;95;59,33;10,74;2,43;150,01;2510;34,79;01.11.2022 20:11
242789;307094;180;99,07;11,73;6,11;192,04;2291;85,52;16.07.2023 19:35
832555;234775;85;87,98;10,8;5,17;210,13;2542;63,41;28.01.2025 17:55
883306;233070;198;55,11;10,63;2,54;134,8;1943;33,99;29.12.2022 06:26
427546;206277;140;56,98;10,56;2,71;301,9;2720;33,74;28.03.2021 01:04
679237;43344;194;65,54;11,33;5,02;288,22;2927;58,59;01.09.2020 11:31
619786;263784;278;69,24;10,73;2,38;137,07;2484;42,34;15.01.2025 18:37
1041122;401082;98;70,01;11,15;4,04;256,93;2733;55,36;05.04.2025 01:09
755702;329451;291;91,62;10,56;3,34;142,08;1909;79,38;27.06.2020 06:20
35740;691058;278;65,1;11,15;4,26;145,53;2146;54,09;28.01.2022 04:02
732165;545252;98;75,35;10,82;3,42;252,59;2734;47;31.03.2024 13:48
1020493;178778;37;70,41;11,36;3,22;194,81;2225;51,58;23.03.2020 01:19
1040473;713914;102;78,1;11,68;4,2;170,42;2267;53,47;06.05.2024 08:03
276453;111949;12;53,51;11,26;2,91;178,08;2302;37,71;17.06.2025 02:32
718680;303851;76;61,85;10,57;3,3;235,26;2900;44,34;30.07.2020 00:12
345228;769270;184;53,85;10,15;2,25;217,69;2667;29,39;09.08.2025 20:27
241094;244930;157;76,07;11,74;4,15;212,31;2520;53,24;03.11.2022 14:05
215933;506964;254;72,86;12,11;4,4;144,92;2173;53,79;28.11.2021 01:02
1029440;290048;215;82,18;10,84;3,95;271,03;2883;56,95;24.09.2022 22:33
452314;382516;102;69,64;11,26;4,06;153,48;2206;56,93;12.04.2021 01:22
267027;503780;246;53,57;9,43;1,15;141,43;2199;22,13;14.02.2022 21:40
277277;258532;52;59,45;9,86;1,63;214,2;2635;27,81;11.11.2024 01:37
216553;411456;43;79,86;13,37;6,54;244,35;2563;87,06;12.10.2020 16:08
711158;798940;156;86,47;11,98;7,87;146,65;2341;92,85;20.01.2023 10:52
443273;458514;288;75,74;11,1;5,08;211,1;2474;61,02;31.05.2021 02:50
72512;633442;204;49,35;10,94;1,95;206,04;2474;26,23;26.04.2020 16:01
665681;150079;299;80,6;11,74;6,87;285,68;2811;80,91;25.01.2022 00:36
662740;607552;77;51,4;10,7;1,74;175,28;2703;24,62;31.12.2024 14:42
347230;248475;70;57,53;9,95;2,37;258,62;2934;34,45;21.04.2022 21:57
954184;168788;268;71,69;10,11;2,76;208,33;2783;43;17.05.2024 07:36
694294;674182;250;66,91;10,8;1,97;124,12;2107;32,35;27.12.2020 16:04
736033;338178;32;106,27;11,57;6,28;209,74;2370;86,92;29.09.2021 15:30
1046985;152335;206;95,05;12,06;7,28;160;2234;96,01;22.04.2021 22:04
351506;375376;83;89,58;11,42;4,56;173,12;2523;57,63;19.09.2023 22:24
426707;721528;264;71,28;11,32;4;141,92;2009;49,55;27.01.2020 04:04
107723;545288;217;87,27;9,9;1,97;261,94;3266;35,33;30.07.2020 07:04
698233;180819;215;74,09;10,98;3,62;208,53;2562;52,26;23.07.2023 12:53
393593;36487;159;105,52;11,44;6,84;185,9;2542;91,84;03.12.2023 16:56
232832;98890;238;101,4;11,61;7,81;217,58;2456;101,63;13.05.2024 08:28
846302;443174;24;69,36;10,85;4,85;172,45;2139;60,42;23.10.2021 04:13
377471;435604;84;82,67;12,38;9,57;236,81;2471;126,79;16.12.2025 07:42
79368;571867;122;59,63;9,82;2,27;256,29;2892;31,12;02.12.2024 17:18
336787;42503;14;85,66;13,04;5,76;154,52;2328;79,4;15.04.2023 15:05
800361;141940;259;63,61;10,52;3,88;275,15;3127;53,98;29.06.2021 08:38
59892;685921;86;50,3;11,06;3,72;281,9;2540;44,6;17.06.2020 11:42
1043821;319594;111;59,07;11,61;3,4;222,23;2405;44,41;28.05.2024 06:37
571981;58649;13;61,02;10,72;1,86;148,46;2311;28,8;29.10.2024 15:17
280555;108155;123;80,28;10,76;4,3;133,77;2057;60,94;19.04.2021 04:14
100292;647649;280;70,43;10,62;2,21;186,69;2527;32,69;07.02.2021 10:40
203843;700167;71;57,81;11,49;2,82;198,08;2430;34,36;06.07.2025 17:11
695431;25181;296;56,46;10,99;4,57;231,56;2707;55,35;23.05.2022 06:54
478736;137305;1;86,85;11,12;3,94;155,58;2118;59,4;25.06.2025 11:18
145909;355670;28;68,48;11,19;5,11;122,29;2262;57,19;21.06.2022 19:16
644397;424162;231;50,94;10,46;1,18;216,95;2772;22,26;18.02.2020 17:09
900580;289616;213;74,79;11,73;4,95;111,41;2096;63,03;30.10.2023 20:50
459852;124124;144;82,97;11,37;3,94;170,87;2226;57,06;01.04.2020 17:33
947998;494315;148;67,93;11,02;3,51;204,88;2060;45,39;07.04.2025 01:46
508182;643938;268;69,66;10,29;3,68;162,34;2106;45,85;10.05.2023 19:52
840354;419795;100;92,3;10,78;4,93;213,99;2780;84,45;16.12.2021 03:19
337778;110051;26;56,6;10,02;2,14;302,42;2825;32,11;03.12.2025 23:59
117376;657450;187;55,97;10,2;3,24;288,33;3035;39,45;23.02.2023 19:56
268345;733561;9;63,18;11,59;5,23;176,49;2344;58,44;01.02.2025 10:43
292468;514172;60;71,71;10,49;3,26;154,06;1956;44,55;30.11.2020 11:19
761155;546704;84;95,44;11,6;5,53;191,99;2785;83,56;26.11.2023 20:26
962064;369414;90;70,85;10,71;3,68;226,98;2794;52,23;22.01.2025 18:46
469238;717762;106;103,27;12,72;7,87;138,35;2078;121,75;17.11.2022 08:34
337764;569258;49;63,9;11,45;4,53;137,51;1989;53,05;02.06.2025 00:43
251498;725061;28;80,38;11,75;4,01;145,77;2131;57,41;11.08.2023 01:54
23194;143500;212;69,28;11,69;5,09;135,83;2135;57,59;01.08.2020 02:50
729297;8157;141;51,67;10,17;1,81;171,19;2349;25,05;10.09.2024 10:07
492125;486697;114;52,99;10,16;2,78;256,89;2820;35,78;26.10.2022 07:49
486184;349576;257;52,45;10,46;1,54;164,65;2389;25,55;29.07.2025 13:35
301733;711653;286;89,68;11,85;5,99;183,97;2407;88,49;11.08.2024 04:33
696750;799700;100;108,45;11,8;8,04;214,27;2777;106,68;26.08.2025 03:51
543488;439267;86;73,39;11,26;4,92;159,22;2525;61,34;08.03.2022 02:17
798777;571096;208;60,81;11,52;4,4;230,75;2781;54,89;05.07.2022 22:29
755872;438038;86;76,28;11,58;3,61;177,74;2556;50,7;21.03.2020 18:35
306886;279626;10;73,29;11,61;4,88;248,61;2796;62,21;11.02.2024 19:43
765544;58619;219;70,53;10,69;1,73;136,41;2148;33,79;02.10.2023 06:53
452937;684919;256;64,39;10,98;4,13;246,78;2590;53,14;12.04.2021 23:10
959214;337467;23;72,95;11,11;3,9;130,17;1985;48,38;17.05.2022 11:25
980902;606205;82;80,13;10,87;3,75;282,96;3115;56,64;16.10.2020 22:18
1040620;16577;191;113,87;12,15;7,97;170,01;2342;115,42;25.06.2025 10:31
424028;663748;24;68,55;11,15;3,98;162,05;2432;55,08;22.05.2025 09:29
113963;54501;157;65,41;11,6;4,23;207,97;2625;50,4;24.12.2021 00:05
824167;756670;140;62,73;11,49;2,42;198,35;2288;33,75;30.11.2023 01:16
536798;794516;3;84,54;10,81;1,57;242,6;3242;32,41;06.02.2021 07:34
183292;219702;156;99,58;11,98;6,85;149,97;2333;101,41;20.09.2025 05:23
175783;229855;73;92,81;11,22;6,28;183,5;2786;81,92;18.02.2023 05:18
523042;414891;81;51,81;10,33;1,89;150,33;1923;25,92;07.10.2024 00:30
309967;170621;67;86,98;12,68;7,74;130,85;1955;112,53;24.11.2023 07:55
72643;225135;89;49,85;11,02;2,99;204,07;2892;35,46;10.01.2023 05:20
923065;510417;89;54,97;10,27;1,97;192,47;2472;27,58;19.12.2021 00:09
1030008;719734;295;88,57;10,88;4,13;162,34;2391;82,8;06.02.2022 00:54
174073;694694;247;71,39;10,98;3,57;298,81;3004;54,02;01.10.2020 12:23
743925;54162;147;59,99;11,22;4,14;148,07;2219;55,18;12.03.2025 07:06
108806;544642;79;87,4;11,19;4,08;220,43;2620;55,89;05.03.2025 07:19
754369;69603;242;56,14;11,72;2,74;186,34;2245;36,81;23.08.2020 17:06
509024;76858;135;56,04;11,3;2,26;158,68;2631;30,68;03.05.2021 20:56
856367;569898;147;77,41;11,1;4,17;188,98;2407;58,09;11.05.2025 10:50
693110;384530;63;63,68;10,2;1,17;247,43;2619;23,9;03.11.2022 20:05
222097;601729;49;71,68;11,14;4,58;124,62;2006;58,07;18.01.2021 06:10
532119;260302;92;69,23;11,88;5,94;176,39;2375;63,4;27.02.2020 09:31
512256;23331;46;77,9;11,5;5;252,94;2841;63,94;27.03.2024 09:16
74597;418813;279;81,72;10,48;3,13;211,81;2718;46,88;11.10.2025 19:12
615106;126854;1;79,77;11,34;2,81;223,67;3178;49;06.05.2022 01:47
961526;187008;230;73,89;11,96;4,01;154,19;2157;49,8;17.11.2023 16:37
64625;193612;31;89,33;11,23;4,76;154,78;2184;63,86;10.04.2022 02:55
3015;670439;98;72,03;11,59;3,82;150,76;2414;53,58;24.12.2023 16:37
709858;302772;234;71,35;10,69;5,45;224,34;2850;68,63;04.11.2024 09:03
931232;102171;41;81,27;11,4;6,87;167,37;2115;98,39;06.01.2021 07:20
593334;259716;49;68,01;11,79;3,54;184,74;2342;53,22;15.07.2021 05:15
695422;440062;177;69,11;11,58;3,27;277,4;3136;46,13;22.12.2023 16:41
412806;517318;108;56,02;10,77;3,01;280,5;3294;37,14;21.07.2025 19:31
514002;689962;232;62,59;11,57;3,74;162,01;2473;54,14;27.01.2025 04:53
826680;48900;97;70,13;12,08;4,65;217,21;2441;63,19;02.05.2021 23:39
71053;616202;205;68,9;10,91;2,6;236,54;2889;43,29;27.06.2021 13:33
569095;14309;280;49,04;10;2,94;227,71;2490;33,55;03.08.2022 03:23
806575;451523;95;48,06;11,18;2,6;195,64;2383;32,64;12.10.2020 07:45
489975;574130;40;65,21;11,44;4,64;287,22;2917;58,88;03.10.2021 20:22
118290;45787;230;72,01;11,68;4,4;182,44;2434;59,91;14.10.2025 08:22
55041;499558;33;101,29;11,82;6,07;180,62;2222;86,08;21.01.2021 18:22
350851;39689;200;52,44;11,11;2,17;137,87;2159;30,71;29.06.2023 12:05
764024;466645;46;59,88;10,9;3,29;124,62;2207;40,71;01.04.2020 17:22
869317;314812;215;64,64;11,43;4,78;169,12;2485;55;18.07.2023 10:00
161544;339769;11;105,63;10,2;2,09;186,79;2247;58,02;19.02.2021 02:05
470695;606305;52;50,91;10,59;2,5;211,26;2416;30,52;14.06.2024 16:05
661355;219845;138;66,83;10,95;2,21;157,99;2472;37,76;10.03.2022 01:00
636017;786576;234;74,02;10,64;4,28;160,98;2556;57,09;15.10.2021 12:03
810567;705133;220;52,69;11,11;3,5;234,37;2621;40,53;10.12.2024 05:33
729456;415205;78;78,83;12,75;8,09;157,28;2535;112,18;09.08.2020 05:48
730867;781648;100;91,47;12,42;6,04;188,18;2435;89,78;19.09.2022 02:07
714879;169284;178;81,67;11,3;3,6;213,29;2922;51,91;15.08.2023 20:59
746745;551811;81;51,98;10,52;2,29;160;2394;29,66;10.04.2020 04:52
733240;661930;4;72,1;11,48;5,06;227,63;2754;64,3;19.10.2021 17:25
609578;551433;63;52,11;10,68;1,69;149,1;2499;24,16;02.07.2025 23:21
304693;244639;293;62,13;10,63;2,15;152,93;2059;30,65;21.05.2020 20:12
291400;684554;108;52,49;11,24;2,32;153,02;2038;31,67;21.12.2025 06:46
947893;527323;166;60,47;10,72;1,95;158,96;2543;31,43;11.01.2021 06:25
630642;585042;233;75,06;11,03;3,92;174,35;2065;56,73;16.07.2020 04:12
382247;560616;274;59,56;10,52;2,42;354,36;3151;34;11.06.2025 02:47
796948;149812;36;56,76;9,95;1,72;247,9;2831;27;03.07.2021 16:41
1025335;110948;262;55,25;10,54;2,04;159,04;2216;28,24;15.02.2025 14:36
965285;628095;260;81,7;11,87;7,19;209,96;2701;89,04;24.03.2023 05:58
822614;630262;245;84,1;11,3;7,4;144,06;2341;111,78;26.07.2021 16:37
577288;280119;253;45,46;10,59;2,32;147,49;2314;27,65;20.09.2021 04:12
402971;799325;211;80,5;11,45;3,79;204,34;2256;56,72;14.02.2022 07:14
964202;645736;282;80,47;10,29;4,3;187,29;2086;52,6;08.08.2024 06:26
70483;217600;243;47,06;11,2;1,66;144,01;2037;23,53;23.09.2024 12:27
473926;516780;283;79,61;10,54;3,35;251,59;2719;53,3;17.05.2024 10:03
432793;746951;120;76,57;10,34;4,37;210,98;3001;59,29;16.04.2024 05:50
286533;37834;116;56,24;10,88;2,76;285,89;2855;36,82;27.04.2024 11:44
389833;81778;244;59,45;11,71;7,03;219,79;2822;79,36;08.06.2021 09:09
605087;349982;157;79,16;11,14;4,86;266,09;3122;64,02;10.08.2023 17:14
1000678;475094;10;76,19;11,7;4,87;171,95;1959;59,13;17.04.2020 02:16
587387;336468;167;83,19;10,11;2,59;200,92;2718;44,59;06.12.2023 07:32
397649;527544;105;50,58;10,05;3,18;164,82;2198;39,14;23.06.2021 16:41
614587;634079;112;77,34;11,54;10,01;178,09;2229;118,54;28.03.2023 09:38
58314;715567;291;103,63;12,56;7,7;161,53;2486;109,48;10.06.2024 05:23
876747;641894;79;57,5;9,62;2,07;248,71;2771;33,27;01.02.2021 22:04
547329;553932;5;105,75;11,92;6,1;154,13;2200;84,95;16.06.2021 20:32
859541;723953;236;79,29;10,77;3,76;242,79;2859;50,21;04.06.2020 06:52
154754;663446;142;62,17;11,1;3,36;281,46;2850;41,99;15.07.2023 00:33
603031;775278;133;109,87;11,68;5,28;150;2345;93,23;02.11.2021 05:15
