Material_ID;Produktionsauftrag_ID;Zulieferer_ID;Materialcharge;Materialtyp;Materialverbrauch;Materialkosten
67486;780375;84;389580;Elektronik;2976,0;7440,0
218070;330176;115;329029;Elektronik;8405,8;21014,5
19909;436395;132;393812;Kupfer;3612,7;9031,75
170547;530795;34;333428;Stahl;10025,7;25064,25
251513;568818;123;115766;Elektronik;7938,0;19845,0
66359;247271;27;195995;Elektronik;16572,5;41431,25
97408;522936;81;984469;Kupfer;2969,3;7423,25
268475;170255;5;853657;Kupfer;23669,8;59174,5
206165;168302;67;869225;Aluminium;2728,95;6822,38
375193;657108;78;143648;Kupfer;7478,4;18696,0
13486;447041;137;951112;Kupfer;15076,8;37692,0
105396;358100;51;277908;Kupfer;8073,1;20182,75
293509;3637;27;239517;Kunststoff;19272,0;48180,0
344617;588362;122;366495;Elektronik;4052,4;10131,0
351789;791641;61;101001;Aluminium;17043,0;42607,5
58621;523926;71;619557;Elektronik;12861,7;32154,25
266093;688273;3;839643;Stahl;4637,5;11593,75
298599;429228;1;302450;Elektronik;20880,2;52200,5
67554;635141;30;499533;Stahl;6133,6;15334,0
79679;740427;147;286687;Aluminium;5066,3;12665,75
38612;386402;22;857668;Kunststoff;13714,2;34285,5
168051;439040;110;317416;Stahl;11132,8;27832,0
173001;165241;128;580674;Kunststoff;3395,0;8487,5
45279;714242;48;775000;Stahl;2737,6;6844,0
194485;304678;26;999430;Stahl;5982,6;14956,5
165451;636995;26;799146;Elektronik;11091,2;27728,0
182299;416231;7;130207;Aluminium;840,65;2101,62
72948;641153;40;716952;Stahl;3816,85;9542,12
123442;334866;121;912568;Aluminium;4452,8;11132,0
233576;450315;54;771339;Elektronik;19070,25;47675,62
40906;726603;101;892131;Stahl;7700,95;19252,38
238553;784787;133;629581;Kunststoff;11736,0;29340,0
367640;13393;118;793293;Aluminium;5762,3;14405,75
108586;451604;98;432352;Stahl;8896,4;22241,0
71988;599185;8;294139;Stahl;987,85;2469,62
363785;279373;20;197730;Kupfer;9752,75;24381,88
390321;257833;30;562479;Kupfer;7347,15;18367,88
270954;570940;148;602465;Elektronik;2492,6;6231,5
26238;766868;20;681845;Elektronik;8450,2;21125,5
379087;659807;54;592406;Aluminium;1502,6;3756,5
340200;462494;52;847396;Elektronik;17028,0;42570,0
45341;526267;84;201132;Kunststoff;2017,8;5044,5
65047;15357;33;655924;Kunststoff;11126,4;27816,0
351869;281929;22;538629;Kunststoff;1707,2;4268,0
22657;316485;75;757293;Kupfer;1097,25;2743,12
169744;779636;56;853818;Kunststoff;6899,1;17247,75
166232;9852;77;360799;Aluminium;14701,7;36754,25
214346;293870;99;332159;Stahl;3201,5;8003,75
393209;475813;141;528434;Kupfer;11242,0;28105,0
390334;750481;74;512184;Kunststoff;4442,8;11107,0
385810;781918;109;253894;Stahl;1931,8;4829,5
282392;633501;9;325729;Stahl;15116,5;37791,25
264812;188745;91;812746;Aluminium;13180,0;32950,0
305857;780513;106;778294;Kupfer;2938,0;7345,0
198680;622176;51;937928;Elektronik;2378,2;5945,5
281075;711716;61;180667;Aluminium;11894,0;29735,0
214177;482104;74;966679;Aluminium;1725,0;4312,5
398813;736457;37;126449;Kupfer;6660,5;16651,25
223838;707731;72;570642;Kupfer;10015,25;25038,12
184575;135811;12;436896;Kupfer;3972,1;9930,25
398782;113137;135;673225;Stahl;2980,8;7452,0
228777;270507;4;429659;Kunststoff;8195,4;20488,5
321128;606195;144;728659;Kupfer;8923,2;22308,0
53186;307280;110;572452;Aluminium;6708,8;16772,0
390233;17618;35;948547;Aluminium;2529,8;6324,5
89140;658291;141;937674;Kunststoff;8671,0;21677,5
270232;214317;20;842033;Elektronik;2181,55;5453,87
47116;628435;4;440878;Elektronik;6603,3;16508,25
49786;588517;113;547494;Stahl;767,05;1917,62
257776;615839;60;701964;Elektronik;1670,0;4175,0
380569;348906;103;698929;Kunststoff;13081,25;32703,12
36502;453786;9;235593;Elektronik;1314,8;3287,0
386141;597256;40;191471;Kupfer;15208,6;38021,5
297361;291122;118;618090;Kunststoff;15833,4;39583,5
84684;50587;30;329399;Stahl;6822,4;17056,0
12197;489103;150;325864;Kupfer;7712,0;19280,0
396060;101688;50;801670;Aluminium;9224,8;23062,0
267566;101720;67;322352;Elektronik;6670,9;16677,25
352674;76111;133;400778;Aluminium;16936,6;42341,5
314792;696209;150;349106;Aluminium;9887,7;24719,25
348266;344534;31;149262;Kupfer;15324,35;38310,88
33993;748193;133;188499;Kunststoff;1949,55;4873,87
324747;471125;16;694922;Elektronik;7078,9;17697,25
10477;517791;55;951853;Kunststoff;11486,8;28717,0
21631;611379;77;750831;Stahl;28037,5;70093,75
90577;83885;58;919137;Aluminium;14863,7;37159,25
391310;724735;118;385399;Aluminium;13708,2;34270,5
362160;175839;114;120591;Kupfer;18125,0;45312,5
130371;154385;97;180471;Kunststoff;4472,6;11181,5
35470;554147;44;828316;Kunststoff;8689,4;21723,5
277754;542331;28;197338;Elektronik;20997,5;52493,75
101894;316552;88;611465;Kunststoff;1589,2;3973,0
139190;17190;89;211193;Elektronik;2757,25;6893,12
211660;115618;1;341470;Kunststoff;21634,1;54085,25
54432;416563;42;890776;Elektronik;14802,65;37006,62
222022;481028;40;155626;Elektronik;17561,25;43903,12
167319;718619;72;331415;Stahl;22590,55;56476,38
54340;335938;89;598581;Elektronik;6511,3;16278,25
92037;669103;77;637291;Aluminium;4573,3;11433,25
161941;757823;87;584220;Kupfer;2324,35;5810,88
101957;638871;15;427939;Kunststoff;11201,2;28003,0
314520;209395;121;959407;Stahl;13156,0;32890,0
130518;158387;96;835703;Kupfer;20143,3;50358,25
139929;382096;66;163053;Kunststoff;4817,6;12044,0
41598;752522;69;376201;Aluminium;8187,4;20468,5
212243;542669;111;734358;Kupfer;6232,5;15581,25
153839;121853;62;887038;Kunststoff;22055,0;55137,5
252278;512485;115;270982;Aluminium;8846,2;22115,5
164747;207823;14;112336;Elektronik;11405,0;28512,5
110970;587314;43;640217;Stahl;16004,35;40010,88
139502;114234;43;996331;Elektronik;7018,6;17546,5
95186;166885;71;876366;Aluminium;11600,0;29000,0
190197;477619;118;992453;Kupfer;6321,55;15803,87
67768;540880;25;116849;Kupfer;15161,8;37904,5
183294;592950;53;296636;Kunststoff;5933,7;14834,25
369079;569049;81;133313;Stahl;7809,7;19524,25
53721;168301;138;317414;Kupfer;21400,0;53500,0
218654;337369;48;635688;Aluminium;25042,5;62606,25
314284;351369;138;515750;Elektronik;10554,55;26386,38
255826;491229;95;648470;Aluminium;13087,7;32719,25
363823;213212;2;311534;Stahl;4710,2;11775,5
254084;44355;82;783801;Aluminium;3864,0;9660,0
66732;548318;45;393351;Aluminium;7775,65;19439,12
376646;171435;150;414609;Aluminium;9105,7;22764,25
360741;732609;43;553916;Elektronik;1784,8;4462,0
27928;415112;104;460492;Aluminium;8787,15;21967,88
259941;421027;92;941753;Kupfer;9904,95;24762,37
128748;234797;21;706049;Kunststoff;8947,4;22368,5
376605;419296;1;708231;Elektronik;9401,2;23503,0
120963;155146;89;487244;Kunststoff;1791,7;4479,25
199546;36064;149;154745;Aluminium;11070,4;27676,0
329374;106922;139;809668;Stahl;8577,5;21443,75
328365;249245;20;162745;Kupfer;23845,8;59614,5
292553;407760;26;425181;Kupfer;7343,1;18357,75
19832;459972;27;846253;Kunststoff;1363,0;3407,5
51615;786749;50;258326;Elektronik;1106,0;2765,0
379117;542069;23;199465;Elektronik;3558,1;8895,25
177789;629914;138;750698;Elektronik;12572,5;31431,25
120225;380724;71;837636;Elektronik;7308,0;18270,0
79283;747546;63;400831;Elektronik;7379,6;18449,0
124543;212311;112;256305;Elektronik;2617,6;6544,0
279235;524734;22;275236;Elektronik;6101,9;15254,75
44384;663251;57;407532;Elektronik;30211,6;75529,0
333070;480564;135;904094;Elektronik;10423,4;26058,5
67706;611238;16;220210;Aluminium;3577,65;8944,12
133751;525303;64;119383;Kunststoff;3236,95;8092,38
166294;262566;7;824379;Aluminium;13452,4;33631,0
197777;291696;139;175300;Stahl;5257,7;13144,25
78679;366609;67;146134;Kunststoff;11093,25;27733,12
18008;439301;22;397391;Aluminium;5516,55;13791,37
257456;731411;138;302190;Stahl;3656,4;9141,0
311532;76501;63;543503;Aluminium;10047,2;25118,0
221635;251356;104;421059;Elektronik;9312,7;23281,75
395509;630505;112;992803;Stahl;1760,95;4402,38
178015;590431;120;798096;Aluminium;7782,05;19455,12
396384;354897;80;836475;Aluminium;3886,0;9715,0
109613;627733;135;944848;Elektronik;3757,5;9393,75
391682;324113;124;755142;Kupfer;4667,85;11669,62
33307;372733;50;418629;Stahl;8824,4;22061,0
398188;234352;146;441229;Kunststoff;4793,2;11983,0
358867;432521;36;420725;Stahl;14648,0;36620,0
303975;720486;126;744957;Elektronik;19505,5;48763,75
301413;602366;19;722473;Kunststoff;16786,5;41966,25
253669;663233;52;940234;Kunststoff;13833,4;34583,5
217479;529963;124;198146;Kupfer;9119,05;22797,62
59131;583022;132;538423;Elektronik;1603,8;4009,5
265678;264667;123;217186;Elektronik;3667,45;9168,62
31718;419088;147;824331;Elektronik;3675,4;9188,5
270403;680904;105;162149;Kunststoff;2622,0;6555,0
151545;509259;61;530230;Kunststoff;17911,3;44778,25
225346;571057;131;233605;Stahl;2564,5;6411,25
98066;111419;79;216771;Aluminium;6864,35;17160,88
36394;281835;131;307687;Stahl;29262,2;73155,5
152351;740300;12;599131;Elektronik;15838,35;39595,88
236150;263437;46;512304;Kunststoff;11832,25;29580,62
59927;408265;130;476882;Elektronik;18854,35;47135,88
326807;513774;111;492092;Elektronik;3131,7;7829,25
41907;267547;111;659959;Stahl;2034,5;5086,25
263095;48078;71;647155;Elektronik;1140,1;2850,25
39940;602810;34;797691;Kupfer;4327,75;10819,38
165837;756268;95;483969;Kunststoff;4397,85;10994,62
26802;225353;69;809609;Kupfer;18773,9;46934,75
132809;442636;53;140623;Aluminium;17314,8;43287,0
319161;607539;87;296660;Elektronik;21815,2;54538,0
63002;606354;83;184872;Aluminium;15306,2;38265,5
190674;713670;102;184639;Stahl;2765,15;6912,88
329755;468391;99;413406;Kupfer;10678,5;26696,25
74255;72235;28;408160;Kunststoff;2024,0;5060,0
936;466160;29;808690;Elektronik;25927,55;64818,88
213912;156212;5;128256;Aluminium;2402,5;6006,25
171954;424627;101;472039;Kupfer;2792,1;6980,25
228277;603331;143;715961;Kunststoff;16980,3;42450,75
333953;318017;68;867360;Elektronik;5734,0;14335,0
238246;471459;112;747972;Stahl;10412,6;26031,5
367374;261977;101;376362;Elektronik;15867,5;39668,75
212379;317379;48;286114;Kunststoff;10006,3;25015,75
317284;386793;144;991927;Kupfer;17147,5;42868,75
369062;637586;128;383467;Aluminium;16628,8;41572,0
164302;488116;28;202222;Kupfer;21685,0;54212,5
289567;87129;2;413648;Elektronik;24518,0;61295,0
187746;779809;8;342144;Stahl;13001,6;32504,0
159671;675421;27;138672;Kupfer;2606,8;6517,0
381913;784894;113;777576;Aluminium;12152,0;30380,0
395276;500162;10;238058;Kunststoff;20014,95;50037,38
134789;72931;75;232810;Elektronik;12110,6;30276,5
64588;494018;112;641022;Elektronik;3714,5;9286,25
76395;203009;30;443497;Kunststoff;14091,0;35227,5
58025;178323;33;737731;Kunststoff;3708,45;9271,12
97992;282251;141;378639;Kupfer;9751,85;24379,62
366318;441816;34;210117;Aluminium;12898,6;32246,5
258000;601701;121;450785;Aluminium;11391,6;28479,0
218648;709505;129;233759;Aluminium;9187,2;22968,0
183608;478472;17;701385;Kupfer;14780,0;36950,0
184105;413272;13;796811;Kupfer;2867,8;7169,5
211633;90175;4;988885;Kupfer;11840,8;29602,0
269399;767798;29;881717;Kupfer;23140,0;57850,0
254350;70197;110;822737;Kunststoff;807,65;2019,12
254011;792275;136;558432;Elektronik;6166,4;15416,0
203343;367214;24;841045;Aluminium;5432,5;13581,25
385052;421328;78;437186;Stahl;13392,5;33481,25
60286;149993;6;928452;Kupfer;13013,0;32532,5
369632;68797;68;836106;Stahl;8975,2;22438,0
218872;724529;27;959067;Stahl;9072,0;22680,0
171653;782850;114;348019;Kunststoff;2211,6;5529,0
174735;63481;141;727516;Kupfer;5170,0;12925,0
55650;611334;23;675429;Stahl;4257,6;10644,0
335118;568164;77;660393;Stahl;11504,5;28761,25
73632;183636;115;450794;Elektronik;6090,0;15225,0
96327;622080;117;565635;Kunststoff;24967,8;62419,5
82401;566490;79;445549;Aluminium;2620,1;6550,25
351803;647447;137;969751;Elektronik;1370,05;3425,12
67177;762158;84;863326;Kupfer;19306,9;48267,25
36431;144722;77;624636;Kunststoff;5195,85;12989,62
748;391187;75;313945;Elektronik;2134,6;5336,5
373544;692050;140;828322;Aluminium;6525,1;16312,75
379090;710173;128;539089;Kupfer;7915,7;19789,25
208282;774517;41;122128;Stahl;8874,8;22187,0
276976;601411;90;707498;Kunststoff;11709,3;29273,25
67704;130867;102;156764;Kunststoff;19248,85;48122,13
143779;576841;101;852227;Stahl;19682,1;49205,25
77685;39850;66;908876;Kupfer;17354,6;43386,5
92109;203727;41;623369;Elektronik;11884,4;29711,0
166419;777783;111;888207;Kunststoff;12061,0;30152,5
205944;217872;116;604319;Stahl;2534,4;6336,0
179102;240409;75;430287;Aluminium;2958,0;7395,0
225280;541177;12;336252;Stahl;9637,25;24093,12
144595;647030;90;863094;Stahl;9135,0;22837,5
368098;100774;20;154982;Aluminium;26287,5;65718,75
263085;270886;70;344476;Aluminium;8190,0;20475,0
228541;121031;28;319455;Kunststoff;26021,55;65053,88
15385;400121;2;286168;Kunststoff;4010,05;10025,12
184061;511014;136;667115;Aluminium;1915,45;4788,62
63439;103806;41;493431;Elektronik;15841,35;39603,38
91570;667048;114;509287;Stahl;6958,0;17395,0
229404;774281;115;483289;Aluminium;13722,5;34306,25
84881;28175;129;350583;Kupfer;21575,4;53938,5
286155;571181;8;151222;Stahl;2460,5;6151,25
285885;101817;99;875426;Aluminium;8198,75;20496,88
328232;255376;38;210823;Stahl;16436,0;41090,0
256618;221447;95;699574;Stahl;5385,6;13464,0
378222;549951;4;113765;Stahl;4304,0;10760,0
290441;169389;59;219377;Elektronik;2534,4;6336,0
86927;118318;97;157808;Kunststoff;470,35;1175,88
56426;542728;96;513936;Aluminium;10672,3;26680,75
327899;467932;18;831729;Stahl;11172,0;27930,0
367937;327218;2;327653;Kunststoff;10153,5;25383,75
305474;602872;150;687258;Stahl;3605,0;9012,5
108150;65328;11;265297;Elektronik;7191,6;17979,0
163951;621835;129;102132;Aluminium;9518,4;23796,0
296205;300149;64;721907;Elektronik;13494,25;33735,62
37158;306716;18;924151;Kunststoff;8029,85;20074,62
307485;281507;7;491334;Elektronik;8700,9;21752,25
101685;445867;38;482924;Elektronik;3685,9;9214,75
70684;236353;31;158242;Kunststoff;14331,55;35828,88
272422;149769;58;490550;Elektronik;15112,85;37782,12
155202;427119;102;700638;Kupfer;17463,95;43659,87
171161;691502;46;119089;Kupfer;9416,4;23541,0
207290;10964;52;516707;Stahl;7207,5;18018,75
53214;338202;105;954803;Kunststoff;18597,5;46493,75
298438;283426;96;113786;Stahl;6366,95;15917,38
71094;39387;75;898424;Kunststoff;15839,0;39597,5
377610;114403;12;138626;Stahl;6614,4;16536,0
193261;558445;4;211532;Stahl;12313,6;30784,0
379899;274510;31;428797;Stahl;17470,0;43675,0
150662;141540;22;756027;Stahl;8954,0;22385,0
371752;784389;53;685142;Elektronik;21529,2;53823,0
